Year,Series,Discrimination indicators,Geography,Gender,Age group,Immigrant status,Visible minority,Indigenous identity,Disability,LGBTQ2+,Highest level of education,Main activity,Area,Progress,GeoCode,Value
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,University certificate or diploma below bachelor level,,,,11124,59.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,University certificate or diploma below bachelor level,,,,11124,22.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,University certificate or diploma below bachelor level,,,,11124,11.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,University certificate or diploma below bachelor level,,,,11124,14.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,52.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,14.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,17.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,21.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,46.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,22.4
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,20.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,Bachelor's degree or higher,,,,11124,16.8
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,Bachelor's degree,,,,11124,50.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,Bachelor's degree,,,,11124,15.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,Bachelor's degree,,,,11124,18.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,Bachelor's degree,,,,11124,22.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,Bachelor's degree,,,,11124,48.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,Bachelor's degree,,,,11124,22.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,Bachelor's degree,,,,11124,22.5
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,Bachelor's degree,,,,11124,15.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,55.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,12.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,14.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,19.4
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,40.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,21.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,16.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,"University certificate, diploma or degree above bachelor level",,,,11124,19.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,"Total, by main activity",,,11124,42.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,"Total, by main activity",,,11124,18.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,"Total, by main activity",,,11124,18.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,"Total, by main activity",,,11124,21.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,"Total, by main activity",,,11124,47.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,"Total, by main activity",,,11124,23.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,"Total, by main activity",,,11124,19.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,"Total, by main activity",,,11124,17.8
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,55.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,14.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,16.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,20.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,Working at a paid job or business,,,11124,46.4
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,23.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,17.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,16.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,Retired,,,11124,15.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,Retired,,,11124,7.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,Retired,,,11124,28.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,Retired,,,11124,50.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,Retired,,,11124,20.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,Retired,,,11124,17.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,Retired,,,11124,16.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,Other activity,,,11124,33.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,Other activity,,,11124,29.5
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,Other activity,,,11124,22.8
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,Other activity,,,11124,20.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,Other activity,,,11124,49.4
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,Other activity,,,11124,23.5
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,Other activity,,,11124,22.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,Other activity,,,11124,20.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,42.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,18.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,18.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,21.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,47.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,23.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,19.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,17.8
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,,Urban areas,,11124,42.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,,Urban areas,,11124,18.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,,Urban areas,,11124,18.6
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,,Urban areas,,11124,21.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,,Urban areas,,11124,48.9
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,,Urban areas,,11124,23.5
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,,Urban areas,,11124,20.7
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,,Urban areas,,11124,18.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,,Rural areas,,11124,45.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,,Rural areas,,11124,19.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,,Rural areas,,11124,11.3
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,,Rural areas,,11124,22.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,,Rural areas,,11124,37.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,,Rural areas,,11124,20.0
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,,Rural areas,,11124,16.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,15 to 24 years,,,,,,,,,,11124,28.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,15 to 24 years,,,,,,,,,,11124,57.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,15 to 24 years,,,,,,,,,,11124,29.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,15 to 24 years,,,,,,,,,,11124,13.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,15 to 24 years,,,,,,,,,,11124,39.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,15 to 24 years,,,,,,,,,,11124,29.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,15 to 24 years,,,,,,,,,,11124,22.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,15 to 24 years,,,,,,,,,,11124,14.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,25 to 54 years,,,,,,,,,,11124,49.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,25 to 54 years,,,,,,,,,,11124,10.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,25 to 54 years,,,,,,,,,,11124,20.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,25 to 54 years,,,,,,,,,,11124,18.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,25 to 54 years,,,,,,,,,,11124,54.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,25 to 54 years,,,,,,,,,,11124,22.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,25 to 54 years,,,,,,,,,,11124,18.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,25 to 54 years,,,,,,,,,,11124,21.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,25 to 34 years,,,,,,,,,,11124,48.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,25 to 34 years,,,,,,,,,,11124,14.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,25 to 34 years,,,,,,,,,,11124,26.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,25 to 34 years,,,,,,,,,,11124,22.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,25 to 34 years,,,,,,,,,,11124,61.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,25 to 34 years,,,,,,,,,,11124,26.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,25 to 34 years,,,,,,,,,,11124,23.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,25 to 34 years,,,,,,,,,,11124,24.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,35 to 44 years,,,,,,,,,,11124,49.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,35 to 44 years,,,,,,,,,,11124,8.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,35 to 44 years,,,,,,,,,,11124,19.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,35 to 44 years,,,,,,,,,,11124,18.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,35 to 44 years,,,,,,,,,,11124,51.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,35 to 44 years,,,,,,,,,,11124,21.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,35 to 44 years,,,,,,,,,,11124,16.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,35 to 44 years,,,,,,,,,,11124,23.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,45 to 54 years,,,,,,,,,,11124,51.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,45 to 54 years,,,,,,,,,,11124,6.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,45 to 54 years,,,,,,,,,,11124,14.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,45 to 54 years,,,,,,,,,,11124,15.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,45 to 54 years,,,,,,,,,,11124,48.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,45 to 54 years,,,,,,,,,,11124,16.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,45 to 54 years,,,,,,,,,,11124,12.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,45 to 54 years,,,,,,,,,,11124,15.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,55 to 64 years,,,,,,,,,,11124,39.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,55 to 64 years,,,,,,,,,,11124,4.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,55 to 64 years,,,,,,,,,,11124,10.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,55 to 64 years,,,,,,,,,,11124,16.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,55 to 64 years,,,,,,,,,,11124,51.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,55 to 64 years,,,,,,,,,,11124,15.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,55 to 64 years,,,,,,,,,,11124,12.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,55 to 64 years,,,,,,,,,,11124,17.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,65 years and over,,,,,,,,,,11124,25.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,65 years and over,,,,,,,,,,11124,1.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,65 years and over,,,,,,,,,,11124,7.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,65 years and over,,,,,,,,,,11124,23.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,65 years and over,,,,,,,,,,11124,48.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,65 years and over,,,,,,,,,,11124,14.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,65 years and over,,,,,,,,,,11124,12.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,65 years and over,,,,,,,,,,11124,16.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,65 to 74 years,,,,,,,,,,11124,30.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,65 to 74 years,,,,,,,,,,11124,6.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,65 to 74 years,,,,,,,,,,11124,20.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,65 to 74 years,,,,,,,,,,11124,45.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,65 to 74 years,,,,,,,,,,11124,14.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,65 to 74 years,,,,,,,,,,11124,11.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,65 to 74 years,,,,,,,,,,11124,16.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,75 years and over,,,,,,,,,,11124,14.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,75 years and over,,,,,,,,,,11124,9.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,75 years and over,,,,,,,,,,11124,30.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,75 years and over,,,,,,,,,,11124,55.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,75 years and over,,,,,,,,,,11124,15.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,75 years and over,,,,,,,,,,11124,15.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,75 years and over,,,,,,,,,,11124,17.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,Non-immigrants,,,,,,,,,11124,41.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,Non-immigrants,,,,,,,,,11124,18.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,Non-immigrants,,,,,,,,,11124,22.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,Non-immigrants,,,,,,,,,11124,20.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,Non-immigrants,,,,,,,,,11124,46.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,Non-immigrants,,,,,,,,,11124,27.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,Non-immigrants,,,,,,,,,11124,14.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,Non-immigrants,,,,,,,,,11124,17.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,Immigrants,,,,,,,,,11124,42.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,Immigrants,,,,,,,,,11124,13.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,Immigrants,,,,,,,,,11124,13.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,Immigrants,,,,,,,,,11124,14.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,Immigrants,,,,,,,,,11124,57.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,Immigrants,,,,,,,,,11124,12.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,Immigrants,,,,,,,,,11124,23.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,Immigrants,,,,,,,,,11124,21.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,45.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,12.8
