Year,Niveau de compétence,Compétences,Géographie,Genre,Groupe d'âge,GeoCode,Value
2012,3 ou plus,Alphabétisme,Saskatchewan,Hommes+,35 à 44 ans,47,53.4
2012,2 ou moins,Arithmétique,Saskatchewan,Hommes+,35 à 44 ans,47,41.9
2012,3 ou plus,Arithmétique,Saskatchewan,Hommes+,35 à 44 ans,47,58.1
2012,2 ou moins,Alphabétisme,Saskatchewan,Hommes+,45 à 54 ans,47,50.1
2012,3 ou plus,Alphabétisme,Saskatchewan,Hommes+,45 à 54 ans,47,49.9
2012,2 ou moins,Arithmétique,Saskatchewan,Hommes+,45 à 54 ans,47,52.7
2012,3 ou plus,Arithmétique,Saskatchewan,Hommes+,45 à 54 ans,47,47.3
2012,2 ou moins,Alphabétisme,Saskatchewan,Hommes+,55 à 65 ans,47,58.9
2012,3 ou plus,Alphabétisme,Saskatchewan,Hommes+,55 à 65 ans,47,41.1
2012,2 ou moins,Arithmétique,Saskatchewan,Hommes+,55 à 65 ans,47,60.5
2012,3 ou plus,Arithmétique,Saskatchewan,Hommes+,55 à 65 ans,47,39.5
2012,2 ou moins,Alphabétisme,Saskatchewan,Femmes+,Total,47,48.1
2012,3 ou plus,Alphabétisme,Saskatchewan,Femmes+,Total,47,51.9
2012,2 ou moins,Arithmétique,Saskatchewan,Femmes+,Total,47,61.1
2012,3 ou plus,Arithmétique,Saskatchewan,Femmes+,Total,47,38.9
2012,2 ou moins,Alphabétisme,Saskatchewan,Femmes+,16 à 24 ans,47,52.6
2012,3 ou plus,Alphabétisme,Saskatchewan,Femmes+,16 à 24 ans,47,47.4
2012,2 ou moins,Arithmétique,Saskatchewan,Femmes+,16 à 24 ans,47,67.0
2012,3 ou plus,Arithmétique,Saskatchewan,Femmes+,16 à 24 ans,47,33.0
2012,2 ou moins,Alphabétisme,Saskatchewan,Femmes+,25 à 34 ans,47,42.9
2012,3 ou plus,Alphabétisme,Saskatchewan,Femmes+,25 à 34 ans,47,57.1
2012,2 ou moins,Arithmétique,Saskatchewan,Femmes+,25 à 34 ans,47,54.7
2012,3 ou plus,Arithmétique,Saskatchewan,Femmes+,25 à 34 ans,47,45.3
2012,2 ou moins,Alphabétisme,Saskatchewan,Femmes+,35 à 44 ans,47,39.9
2012,3 ou plus,Alphabétisme,Saskatchewan,Femmes+,35 à 44 ans,47,60.1
2012,2 ou moins,Arithmétique,Saskatchewan,Femmes+,35 à 44 ans,47,52.7
2012,3 ou plus,Arithmétique,Saskatchewan,Femmes+,35 à 44 ans,47,47.3
2012,2 ou moins,Alphabétisme,Saskatchewan,Femmes+,45 à 54 ans,47,50.4
2012,3 ou plus,Alphabétisme,Saskatchewan,Femmes+,45 à 54 ans,47,49.6
2012,2 ou moins,Arithmétique,Saskatchewan,Femmes+,45 à 54 ans,47,60.4
2012,3 ou plus,Arithmétique,Saskatchewan,Femmes+,45 à 54 ans,47,39.6
2012,2 ou moins,Alphabétisme,Saskatchewan,Femmes+,55 à 65 ans,47,54.1
2012,3 ou plus,Alphabétisme,Saskatchewan,Femmes+,55 à 65 ans,47,45.9
2012,2 ou moins,Arithmétique,Saskatchewan,Femmes+,55 à 65 ans,47,70.5
2012,3 ou plus,Arithmétique,Saskatchewan,Femmes+,55 à 65 ans,47,29.5
2012,2 ou moins,Alphabétisme,Alberta,Total,Total,48,44.9
2012,3 ou plus,Alphabétisme,Alberta,Total,Total,48,55.1
2012,2 ou moins,Arithmétique,Alberta,Total,Total,48,52.7
2012,3 ou plus,Arithmétique,Alberta,Total,Total,48,47.3
2012,2 ou moins,Alphabétisme,Alberta,Total,16 à 24 ans,48,44.7
2012,3 ou plus,Alphabétisme,Alberta,Total,16 à 24 ans,48,55.3
2012,2 ou moins,Arithmétique,Alberta,Total,16 à 24 ans,48,53.4
2012,3 ou plus,Arithmétique,Alberta,Total,16 à 24 ans,48,46.6
2012,2 ou moins,Alphabétisme,Alberta,Total,25 à 34 ans,48,36.5
2012,3 ou plus,Alphabétisme,Alberta,Total,25 à 34 ans,48,63.5
2012,2 ou moins,Arithmétique,Alberta,Total,25 à 34 ans,48,46.3
2012,3 ou plus,Arithmétique,Alberta,Total,25 à 34 ans,48,53.7
2012,2 ou moins,Alphabétisme,Alberta,Total,35 à 44 ans,48,40.7
2012,3 ou plus,Alphabétisme,Alberta,Total,35 à 44 ans,48,59.3
2012,2 ou moins,Arithmétique,Alberta,Total,35 à 44 ans,48,50.1
2012,3 ou plus,Arithmétique,Alberta,Total,35 à 44 ans,48,49.9
2012,2 ou moins,Alphabétisme,Alberta,Total,45 à 54 ans,48,48.3
2012,3 ou plus,Alphabétisme,Alberta,Total,45 à 54 ans,48,51.7
2012,2 ou moins,Arithmétique,Alberta,Total,45 à 54 ans,48,53.0
2012,3 ou plus,Arithmétique,Alberta,Total,45 à 54 ans,48,47.0
2012,2 ou moins,Alphabétisme,Alberta,Total,55 à 65 ans,48,56.9
2012,3 ou plus,Alphabétisme,Alberta,Total,55 à 65 ans,48,43.1
2012,2 ou moins,Arithmétique,Alberta,Total,55 à 65 ans,48,62.9
2012,3 ou plus,Arithmétique,Alberta,Total,55 à 65 ans,48,37.1
2012,2 ou moins,Alphabétisme,Alberta,Hommes+,Total,48,43.4
2012,3 ou plus,Alphabétisme,Alberta,Hommes+,Total,48,56.6
2012,2 ou moins,Arithmétique,Alberta,Hommes+,Total,48,46.3
2012,3 ou plus,Arithmétique,Alberta,Hommes+,Total,48,53.7
2012,2 ou moins,Alphabétisme,Alberta,Hommes+,16 à 24 ans,48,43.6
2012,3 ou plus,Alphabétisme,Alberta,Hommes+,16 à 24 ans,48,56.4
2012,2 ou moins,Arithmétique,Alberta,Hommes+,16 à 24 ans,48,49.1
2012,3 ou plus,Arithmétique,Alberta,Hommes+,16 à 24 ans,48,50.9
2012,2 ou moins,Alphabétisme,Alberta,Hommes+,25 à 34 ans,48,35.2
2012,3 ou plus,Alphabétisme,Alberta,Hommes+,25 à 34 ans,48,64.8
2012,2 ou moins,Arithmétique,Alberta,Hommes+,25 à 34 ans,48,41.4
2012,3 ou plus,Arithmétique,Alberta,Hommes+,25 à 34 ans,48,58.6
2012,2 ou moins,Alphabétisme,Alberta,Hommes+,35 à 44 ans,48,41.8
2012,3 ou plus,Alphabétisme,Alberta,Hommes+,35 à 44 ans,48,58.2
2012,2 ou moins,Arithmétique,Alberta,Hommes+,35 à 44 ans,48,46.7
2012,3 ou plus,Arithmétique,Alberta,Hommes+,35 à 44 ans,48,53.3
2012,2 ou moins,Alphabétisme,Alberta,Hommes+,45 à 54 ans,48,45.7
2012,3 ou plus,Alphabétisme,Alberta,Hommes+,45 à 54 ans,48,54.3
2012,2 ou moins,Arithmétique,Alberta,Hommes+,45 à 54 ans,48,43.8
2012,3 ou plus,Arithmétique,Alberta,Hommes+,45 à 54 ans,48,56.2
2012,2 ou moins,Alphabétisme,Alberta,Hommes+,55 à 65 ans,48,53.6
2012,3 ou plus,Alphabétisme,Alberta,Hommes+,55 à 65 ans,48,46.4
2012,2 ou moins,Arithmétique,Alberta,Hommes+,55 à 65 ans,48,52.8
2012,3 ou plus,Arithmétique,Alberta,Hommes+,55 à 65 ans,48,47.2
2012,2 ou moins,Alphabétisme,Alberta,Femmes+,Total,48,46.5
2012,3 ou plus,Alphabétisme,Alberta,Femmes+,Total,48,53.5
2012,2 ou moins,Arithmétique,Alberta,Femmes+,Total,48,59.4
2012,3 ou plus,Arithmétique,Alberta,Femmes+,Total,48,40.6
2012,2 ou moins,Alphabétisme,Alberta,Femmes+,16 à 24 ans,48,45.8
2012,3 ou plus,Alphabétisme,Alberta,Femmes+,16 à 24 ans,48,54.2
2012,2 ou moins,Arithmétique,Alberta,Femmes+,16 à 24 ans,48,58.1
2012,3 ou plus,Arithmétique,Alberta,Femmes+,16 à 24 ans,48,41.9
2012,2 ou moins,Alphabétisme,Alberta,Femmes+,25 à 34 ans,48,38.1
2012,3 ou plus,Alphabétisme,Alberta,Femmes+,25 à 34 ans,48,61.9
2012,2 ou moins,Arithmétique,Alberta,Femmes+,25 à 34 ans,48,51.5
2012,3 ou plus,Arithmétique,Alberta,Femmes+,25 à 34 ans,48,48.5
2012,2 ou moins,Alphabétisme,Alberta,Femmes+,35 à 44 ans,48,39.5
2012,3 ou plus,Alphabétisme,Alberta,Femmes+,35 à 44 ans,48,60.5
2012,2 ou moins,Arithmétique,Alberta,Femmes+,35 à 44 ans,48,53.7
2012,3 ou plus,Arithmétique,Alberta,Femmes+,35 à 44 ans,48,46.3
2012,2 ou moins,Alphabétisme,Alberta,Femmes+,45 à 54 ans,48,51.1
2012,3 ou plus,Alphabétisme,Alberta,Femmes+,45 à 54 ans,48,48.9
2012,2 ou moins,Arithmétique,Alberta,Femmes+,45 à 54 ans,48,62.7
2012,3 ou plus,Arithmétique,Alberta,Femmes+,45 à 54 ans,48,37.3
2012,2 ou moins,Alphabétisme,Alberta,Femmes+,55 à 65 ans,48,60.2
2012,3 ou plus,Alphabétisme,Alberta,Femmes+,55 à 65 ans,48,39.8
2012,2 ou moins,Arithmétique,Alberta,Femmes+,55 à 65 ans,48,73.1
2012,3 ou plus,Arithmétique,Alberta,Femmes+,55 à 65 ans,48,26.9
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Total,Total,59,45.9
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Total,Total,59,54.1
2012,2 ou moins,Arithmétique,Colombie-Britannique,Total,Total,59,52.3
2012,3 ou plus,Arithmétique,Colombie-Britannique,Total,Total,59,47.7
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Total,16 à 24 ans,59,43.2
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Total,16 à 24 ans,59,56.8
2012,2 ou moins,Arithmétique,Colombie-Britannique,Total,16 à 24 ans,59,52.3
2012,3 ou plus,Arithmétique,Colombie-Britannique,Total,16 à 24 ans,59,47.7
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Total,25 à 34 ans,59,39.1
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Total,25 à 34 ans,59,60.9
2012,2 ou moins,Arithmétique,Colombie-Britannique,Total,25 à 34 ans,59,45.2
2012,3 ou plus,Arithmétique,Colombie-Britannique,Total,25 à 34 ans,59,54.8
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Total,35 à 44 ans,59,40.7
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Total,35 à 44 ans,59,59.3
2012,2 ou moins,Arithmétique,Colombie-Britannique,Total,35 à 44 ans,59,46.3
2012,3 ou plus,Arithmétique,Colombie-Britannique,Total,35 à 44 ans,59,53.7
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Total,45 à 54 ans,59,52.2
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Total,45 à 54 ans,59,47.8
2012,2 ou moins,Arithmétique,Colombie-Britannique,Total,45 à 54 ans,59,60.0
2012,3 ou plus,Arithmétique,Colombie-Britannique,Total,45 à 54 ans,59,40.0
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Total,55 à 65 ans,59,52.2
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Total,55 à 65 ans,59,47.8
2012,2 ou moins,Arithmétique,Colombie-Britannique,Total,55 à 65 ans,59,56.2
2012,3 ou plus,Arithmétique,Colombie-Britannique,Total,55 à 65 ans,59,43.8
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Hommes+,Total,59,44.2
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Hommes+,Total,59,55.8
2012,2 ou moins,Arithmétique,Colombie-Britannique,Hommes+,Total,59,47.0
2012,3 ou plus,Arithmétique,Colombie-Britannique,Hommes+,Total,59,53.0
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Hommes+,16 à 24 ans,59,44.1
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Hommes+,16 à 24 ans,59,55.9
2012,2 ou moins,Arithmétique,Colombie-Britannique,Hommes+,16 à 24 ans,59,50.2
2012,3 ou plus,Arithmétique,Colombie-Britannique,Hommes+,16 à 24 ans,59,49.8
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Hommes+,25 à 34 ans,59,42.2
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Hommes+,25 à 34 ans,59,57.8
2012,2 ou moins,Arithmétique,Colombie-Britannique,Hommes+,25 à 34 ans,59,43.6
2012,3 ou plus,Arithmétique,Colombie-Britannique,Hommes+,25 à 34 ans,59,56.4
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Hommes+,35 à 44 ans,59,44.1
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Hommes+,35 à 44 ans,59,55.9
2012,2 ou moins,Arithmétique,Colombie-Britannique,Hommes+,35 à 44 ans,59,43.6
2012,3 ou plus,Arithmétique,Colombie-Britannique,Hommes+,35 à 44 ans,59,56.4
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Hommes+,45 à 54 ans,59,45.9
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Hommes+,45 à 54 ans,59,54.1
2012,2 ou moins,Arithmétique,Colombie-Britannique,Hommes+,45 à 54 ans,59,52.4
2012,3 ou plus,Arithmétique,Colombie-Britannique,Hommes+,45 à 54 ans,59,47.6
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Hommes+,55 à 65 ans,59,44.4
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Hommes+,55 à 65 ans,59,55.6
2012,2 ou moins,Arithmétique,Colombie-Britannique,Hommes+,55 à 65 ans,59,44.6
2012,3 ou plus,Arithmétique,Colombie-Britannique,Hommes+,55 à 65 ans,59,55.4
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Femmes+,Total,59,47.5
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Femmes+,Total,59,52.5
2012,2 ou moins,Arithmétique,Colombie-Britannique,Femmes+,Total,59,57.7
2012,3 ou plus,Arithmétique,Colombie-Britannique,Femmes+,Total,59,42.3
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Femmes+,16 à 24 ans,59,42.4
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Femmes+,16 à 24 ans,59,57.6
2012,2 ou moins,Arithmétique,Colombie-Britannique,Femmes+,16 à 24 ans,59,54.5
2012,3 ou plus,Arithmétique,Colombie-Britannique,Femmes+,16 à 24 ans,59,45.5
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Femmes+,25 à 34 ans,59,35.9
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Femmes+,25 à 34 ans,59,64.1
2012,2 ou moins,Arithmétique,Colombie-Britannique,Femmes+,25 à 34 ans,59,46.9
2012,3 ou plus,Arithmétique,Colombie-Britannique,Femmes+,25 à 34 ans,59,53.1
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Femmes+,35 à 44 ans,59,37.4
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Femmes+,35 à 44 ans,59,62.6
2012,2 ou moins,Arithmétique,Colombie-Britannique,Femmes+,35 à 44 ans,59,49.0
2012,3 ou plus,Arithmétique,Colombie-Britannique,Femmes+,35 à 44 ans,59,51.0
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Femmes+,45 à 54 ans,59,58.3
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Femmes+,45 à 54 ans,59,41.7
2012,2 ou moins,Arithmétique,Colombie-Britannique,Femmes+,45 à 54 ans,59,67.4
2012,3 ou plus,Arithmétique,Colombie-Britannique,Femmes+,45 à 54 ans,59,32.6
2012,2 ou moins,Alphabétisme,Colombie-Britannique,Femmes+,55 à 65 ans,59,59.8
2012,3 ou plus,Alphabétisme,Colombie-Britannique,Femmes+,55 à 65 ans,59,40.2
2012,2 ou moins,Arithmétique,Colombie-Britannique,Femmes+,55 à 65 ans,59,67.4
2012,3 ou plus,Arithmétique,Colombie-Britannique,Femmes+,55 à 65 ans,59,32.6
2012,2 ou moins,Alphabétisme,Yukon,Total,Total,60,44.3
2012,3 ou plus,Alphabétisme,Yukon,Total,Total,60,55.7
2012,2 ou moins,Arithmétique,Yukon,Total,Total,60,55.8
2012,3 ou plus,Arithmétique,Yukon,Total,Total,60,44.2
2012,2 ou moins,Alphabétisme,Yukon,Total,16 à 24 ans,60,57.6
2012,3 ou plus,Alphabétisme,Yukon,Total,16 à 24 ans,60,42.4
2012,2 ou moins,Arithmétique,Yukon,Total,16 à 24 ans,60,64.9
2012,3 ou plus,Arithmétique,Yukon,Total,16 à 24 ans,60,35.1
2012,2 ou moins,Alphabétisme,Yukon,Total,25 à 34 ans,60,43.6
2012,3 ou plus,Alphabétisme,Yukon,Total,25 à 34 ans,60,56.4
2012,2 ou moins,Arithmétique,Yukon,Total,25 à 34 ans,60,62.0
2012,3 ou plus,Arithmétique,Yukon,Total,25 à 34 ans,60,38.0
2012,2 ou moins,Alphabétisme,Yukon,Total,35 à 44 ans,60,42.1
2012,3 ou plus,Alphabétisme,Yukon,Total,35 à 44 ans,60,57.9
2012,2 ou moins,Arithmétique,Yukon,Total,35 à 44 ans,60,49.6
2012,3 ou plus,Arithmétique,Yukon,Total,35 à 44 ans,60,50.4
2012,2 ou moins,Alphabétisme,Yukon,Total,45 à 54 ans,60,35.7
2012,3 ou plus,Alphabétisme,Yukon,Total,45 à 54 ans,60,64.3
2012,2 ou moins,Arithmétique,Yukon,Total,45 à 54 ans,60,48.4
2012,3 ou plus,Arithmétique,Yukon,Total,45 à 54 ans,60,51.6
2012,2 ou moins,Alphabétisme,Yukon,Total,55 à 65 ans,60,47.0
2012,3 ou plus,Alphabétisme,Yukon,Total,55 à 65 ans,60,53.0
2012,2 ou moins,Arithmétique,Yukon,Total,55 à 65 ans,60,57.9
2012,3 ou plus,Arithmétique,Yukon,Total,55 à 65 ans,60,42.1
2012,2 ou moins,Alphabétisme,Yukon,Hommes+,Total,60,45.0
2012,3 ou plus,Alphabétisme,Yukon,Hommes+,Total,60,55.0
2012,2 ou moins,Arithmétique,Yukon,Hommes+,Total,60,51.8
2012,3 ou plus,Arithmétique,Yukon,Hommes+,Total,60,48.2
2012,2 ou moins,Alphabétisme,Yukon,Hommes+,16 à 24 ans,60,48.3
2012,3 ou plus,Alphabétisme,Yukon,Hommes+,16 à 24 ans,60,51.7
2012,2 ou moins,Arithmétique,Yukon,Hommes+,16 à 24 ans,60,58.6
2012,3 ou plus,Arithmétique,Yukon,Hommes+,16 à 24 ans,60,41.4
2012,2 ou moins,Alphabétisme,Yukon,Hommes+,25 à 34 ans,60,53.8
2012,3 ou plus,Alphabétisme,Yukon,Hommes+,25 à 34 ans,60,46.2
2012,2 ou moins,Arithmétique,Yukon,Hommes+,25 à 34 ans,60,65.8
2012,3 ou plus,Arithmétique,Yukon,Hommes+,25 à 34 ans,60,34.2
2012,2 ou moins,Alphabétisme,Yukon,Hommes+,35 à 44 ans,60,38.3
2012,3 ou plus,Alphabétisme,Yukon,Hommes+,35 à 44 ans,60,61.7
2012,2 ou moins,Arithmétique,Yukon,Hommes+,35 à 44 ans,60,41.8
2012,3 ou plus,Arithmétique,Yukon,Hommes+,35 à 44 ans,60,58.2
2012,2 ou moins,Alphabétisme,Yukon,Hommes+,45 à 54 ans,60,38.1
2012,3 ou plus,Alphabétisme,Yukon,Hommes+,45 à 54 ans,60,61.9
2012,2 ou moins,Arithmétique,Yukon,Hommes+,45 à 54 ans,60,41.3
2012,3 ou plus,Arithmétique,Yukon,Hommes+,45 à 54 ans,60,58.7
2012,2 ou moins,Alphabétisme,Yukon,Hommes+,55 à 65 ans,60,48.4
2012,3 ou plus,Alphabétisme,Yukon,Hommes+,55 à 65 ans,60,51.6
2012,2 ou moins,Arithmétique,Yukon,Hommes+,55 à 65 ans,60,55.0
2012,3 ou plus,Arithmétique,Yukon,Hommes+,55 à 65 ans,60,45.0
2012,2 ou moins,Alphabétisme,Yukon,Femmes+,Total,60,43.7
2012,3 ou plus,Alphabétisme,Yukon,Femmes+,Total,60,56.3
2012,2 ou moins,Arithmétique,Yukon,Femmes+,Total,60,59.8
2012,3 ou plus,Arithmétique,Yukon,Femmes+,Total,60,40.2
2012,2 ou moins,Alphabétisme,Yukon,Femmes+,16 à 24 ans,60,67.4
2012,3 ou plus,Alphabétisme,Yukon,Femmes+,16 à 24 ans,60,32.6
2012,2 ou moins,Arithmétique,Yukon,Femmes+,16 à 24 ans,60,71.5
2012,3 ou plus,Arithmétique,Yukon,Femmes+,16 à 24 ans,60,28.5
2012,2 ou moins,Alphabétisme,Yukon,Femmes+,25 à 34 ans,60,33.3
2012,3 ou plus,Alphabétisme,Yukon,Femmes+,25 à 34 ans,60,66.7
2012,2 ou moins,Arithmétique,Yukon,Femmes+,25 à 34 ans,60,58.2
2012,3 ou plus,Arithmétique,Yukon,Femmes+,25 à 34 ans,60,41.8
2012,2 ou moins,Alphabétisme,Yukon,Femmes+,35 à 44 ans,60,45.3
2012,3 ou plus,Alphabétisme,Yukon,Femmes+,35 à 44 ans,60,54.7
2012,2 ou moins,Arithmétique,Yukon,Femmes+,35 à 44 ans,60,56.3
2012,3 ou plus,Arithmétique,Yukon,Femmes+,35 à 44 ans,60,43.7
2012,2 ou moins,Alphabétisme,Yukon,Femmes+,45 à 54 ans,60,33.3
2012,3 ou plus,Alphabétisme,Yukon,Femmes+,45 à 54 ans,60,66.7
2012,2 ou moins,Arithmétique,Yukon,Femmes+,45 à 54 ans,60,55.6
2012,3 ou plus,Arithmétique,Yukon,Femmes+,45 à 54 ans,60,44.4
2012,2 ou moins,Alphabétisme,Yukon,Femmes+,55 à 65 ans,60,45.4
2012,3 ou plus,Alphabétisme,Yukon,Femmes+,55 à 65 ans,60,54.6
2012,2 ou moins,Arithmétique,Yukon,Femmes+,55 à 65 ans,60,61.1
2012,3 ou plus,Arithmétique,Yukon,Femmes+,55 à 65 ans,60,38.9
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Total,Total,61,63.9
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Total,Total,61,36.1
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Total,Total,61,69.7
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Total,Total,61,30.3
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Total,16 à 24 ans,61,68.5
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Total,16 à 24 ans,61,31.5
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Total,16 à 24 ans,61,73.2
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Total,16 à 24 ans,61,26.8
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Total,25 à 34 ans,61,54.7
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Total,25 à 34 ans,61,45.3
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Total,25 à 34 ans,61,62.2
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Total,25 à 34 ans,61,37.8
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Total,35 à 44 ans,61,57.7
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Total,35 à 44 ans,61,42.3
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Total,35 à 44 ans,61,65.8
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Total,35 à 44 ans,61,34.2
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Total,45 à 54 ans,61,71.0
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Total,45 à 54 ans,61,29.0
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Total,45 à 54 ans,61,75.9
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Total,45 à 54 ans,61,24.1
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Total,55 à 65 ans,61,70.0
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Total,55 à 65 ans,61,30.0
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Total,55 à 65 ans,61,73.5
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Total,55 à 65 ans,61,26.5
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Hommes+,Total,61,63.0
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Hommes+,Total,61,37.0
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Hommes+,Total,61,66.1
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Hommes+,Total,61,33.9
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Hommes+,16 à 24 ans,61,69.0
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Hommes+,16 à 24 ans,61,31.0
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Hommes+,16 à 24 ans,61,70.2
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Hommes+,16 à 24 ans,61,29.8
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Hommes+,25 à 34 ans,61,55.7
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Hommes+,25 à 34 ans,61,44.3
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Hommes+,25 à 34 ans,61,60.0
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Hommes+,25 à 34 ans,61,40.0
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Hommes+,35 à 44 ans,61,53.9
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Hommes+,35 à 44 ans,61,46.1
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Hommes+,35 à 44 ans,61,60.7
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Hommes+,35 à 44 ans,61,39.3
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Hommes+,45 à 54 ans,61,68.4
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Hommes+,45 à 54 ans,61,31.6
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Hommes+,45 à 54 ans,61,71.1
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Hommes+,45 à 54 ans,61,28.9
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Hommes+,55 à 65 ans,61,69.7
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Hommes+,55 à 65 ans,61,30.3
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Hommes+,55 à 65 ans,61,69.5
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Hommes+,55 à 65 ans,61,30.5
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Femmes+,Total,61,64.7
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Femmes+,Total,61,35.3
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Femmes+,Total,61,73.6
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Femmes+,Total,61,26.4
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Femmes+,16 à 24 ans,61,68.0
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Femmes+,16 à 24 ans,61,32.0
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Femmes+,16 à 24 ans,61,76.6
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Femmes+,16 à 24 ans,61,23.4
2012,2 ou moins,Alphabétisme,Territoires du Nord-Ouest,Femmes+,25 à 34 ans,61,53.7
2012,3 ou plus,Alphabétisme,Territoires du Nord-Ouest,Femmes+,25 à 34 ans,61,46.3
2012,2 ou moins,Arithmétique,Territoires du Nord-Ouest,Femmes+,25 à 34 ans,61,64.2
2012,3 ou plus,Arithmétique,Territoires du Nord-Ouest,Femmes+,25 à 34 ans,61,35.8
