Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2023,Newfoundland and Labrador,All organic materials,Non-residential sources of diverted materials,10,
2023,Newfoundland and Labrador,Food waste and source separated organics,All sources of diverted materials,10,
2023,Newfoundland and Labrador,Food waste and source separated organics,Residential sources of diverted materials,10,0.0
2023,Newfoundland and Labrador,Food waste and source separated organics,Non-residential sources of diverted materials,10,
2023,Newfoundland and Labrador,Leaf and yard waste,All sources of diverted materials,10,
2023,Newfoundland and Labrador,Leaf and yard waste,Residential sources of diverted materials,10,
2023,Newfoundland and Labrador,Leaf and yard waste,Non-residential sources of diverted materials,10,
2023,Newfoundland and Labrador,Other organic materials,All sources of diverted materials,10,0.0
2023,Newfoundland and Labrador,Other organic materials,Residential sources of diverted materials,10,0.0
2023,Newfoundland and Labrador,Other organic materials,Non-residential sources of diverted materials,10,0.0
2023,Newfoundland and Labrador,Other materials,All sources of diverted materials,10,
2023,Newfoundland and Labrador,Other materials,Residential sources of diverted materials,10,
2023,Newfoundland and Labrador,Other materials,Non-residential sources of diverted materials,10,
2023,Prince Edward Island,All materials diverted,All sources of diverted materials,11,
2023,Prince Edward Island,All materials diverted,Residential sources of diverted materials,11,
2023,Prince Edward Island,All materials diverted,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,All paper fibres,All sources of diverted materials,11,
2023,Prince Edward Island,All paper fibres,Residential sources of diverted materials,11,
2023,Prince Edward Island,All paper fibres,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Glass,All sources of diverted materials,11,
2023,Prince Edward Island,Glass,Residential sources of diverted materials,11,
2023,Prince Edward Island,Glass,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Ferrous metals,All sources of diverted materials,11,56.2479492035714
2023,Prince Edward Island,Ferrous metals,Residential sources of diverted materials,11,21.3743358297882
2023,Prince Edward Island,Ferrous metals,Non-residential sources of diverted materials,11,34.8736133737832
2023,Prince Edward Island,Copper and aluminum,All sources of diverted materials,11,9.76323015548635
2023,Prince Edward Island,Copper and aluminum,Residential sources of diverted materials,11,4.5592442707224
2023,Prince Edward Island,Copper and aluminum,Non-residential sources of diverted materials,11,5.20974250631789
2023,Prince Edward Island,Mixed metals,All sources of diverted materials,11,
2023,Prince Edward Island,Mixed metals,Residential sources of diverted materials,11,
2023,Prince Edward Island,Mixed metals,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,White goods,All sources of diverted materials,11,40.791420331236
2023,Prince Edward Island,White goods,Residential sources of diverted materials,11,15.5025818447669
2023,Prince Edward Island,White goods,Non-residential sources of diverted materials,11,25.2888384864691
2023,Prince Edward Island,Electronics,All sources of diverted materials,11,
2023,Prince Edward Island,Electronics,Residential sources of diverted materials,11,
2023,Prince Edward Island,Electronics,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Plastics,All sources of diverted materials,11,5.7393516892806
2023,Prince Edward Island,Plastics,Residential sources of diverted materials,11,2.18175956894418
2023,Prince Edward Island,Plastics,Non-residential sources of diverted materials,11,3.55759212033642
2023,Prince Edward Island,Gable top and aseptic containers,All sources of diverted materials,11,
2023,Prince Edward Island,Gable top and aseptic containers,Residential sources of diverted materials,11,
2023,Prince Edward Island,Gable top and aseptic containers,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Textiles,All sources of diverted materials,11,0.0
2023,Prince Edward Island,Textiles,Residential sources of diverted materials,11,0.0
2023,Prince Edward Island,Textiles,Non-residential sources of diverted materials,11,0.0
2023,Prince Edward Island,Tires,All sources of diverted materials,11,17.500129523985
2023,Prince Edward Island,Tires,Residential sources of diverted materials,11,
2023,Prince Edward Island,Tires,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,"Construction, renovation and demolition",All sources of diverted materials,11,0.0
2023,Prince Edward Island,"Construction, renovation and demolition",Residential sources of diverted materials,11,0.0
2023,Prince Edward Island,"Construction, renovation and demolition",Non-residential sources of diverted materials,11,0.0
2023,Prince Edward Island,All organic materials,All sources of diverted materials,11,
2023,Prince Edward Island,All organic materials,Residential sources of diverted materials,11,
2023,Prince Edward Island,All organic materials,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Food waste and source separated organics,All sources of diverted materials,11,
2023,Prince Edward Island,Food waste and source separated organics,Residential sources of diverted materials,11,
2023,Prince Edward Island,Food waste and source separated organics,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Leaf and yard waste,All sources of diverted materials,11,
2023,Prince Edward Island,Leaf and yard waste,Residential sources of diverted materials,11,
2023,Prince Edward Island,Leaf and yard waste,Non-residential sources of diverted materials,11,
2023,Prince Edward Island,Other organic materials,All sources of diverted materials,11,0.0
2023,Prince Edward Island,Other organic materials,Residential sources of diverted materials,11,0.0
2023,Prince Edward Island,Other organic materials,Non-residential sources of diverted materials,11,0.0
2023,Prince Edward Island,Other materials,All sources of diverted materials,11,0.0
2023,Prince Edward Island,Other materials,Residential sources of diverted materials,11,0.0
2023,Prince Edward Island,Other materials,Non-residential sources of diverted materials,11,0.0
2023,Nova Scotia,All materials diverted,All sources of diverted materials,12,296.089110504067
2023,Nova Scotia,All materials diverted,Residential sources of diverted materials,12,
2023,Nova Scotia,All materials diverted,Non-residential sources of diverted materials,12,
2023,Nova Scotia,All paper fibres,All sources of diverted materials,12,60.5043512171482
2023,Nova Scotia,All paper fibres,Residential sources of diverted materials,12,18.3390977258572
2023,Nova Scotia,All paper fibres,Non-residential sources of diverted materials,12,42.1643069572148
2023,Nova Scotia,Glass,All sources of diverted materials,12,3.66876607924762
2023,Nova Scotia,Glass,Residential sources of diverted materials,12,
2023,Nova Scotia,Glass,Non-residential sources of diverted materials,12,
2023,Nova Scotia,Ferrous metals,All sources of diverted materials,12,4.45249629431909
2023,Nova Scotia,Ferrous metals,Residential sources of diverted materials,12,4.09565294760177
2023,Nova Scotia,Ferrous metals,Non-residential sources of diverted materials,12,0.356843346717325
2023,Nova Scotia,Copper and aluminum,All sources of diverted materials,12,1.5655673619906
2023,Nova Scotia,Copper and aluminum,Residential sources of diverted materials,12,1.46523474991623
2023,Nova Scotia,Copper and aluminum,Non-residential sources of diverted materials,12,0.101279146150541
2023,Nova Scotia,Mixed metals,All sources of diverted materials,12,
2023,Nova Scotia,Mixed metals,Residential sources of diverted materials,12,
2023,Nova Scotia,Mixed metals,Non-residential sources of diverted materials,12,
2023,Nova Scotia,White goods,All sources of diverted materials,12,
2023,Nova Scotia,White goods,Residential sources of diverted materials,12,
2023,Nova Scotia,White goods,Non-residential sources of diverted materials,12,
2023,Nova Scotia,Electronics,All sources of diverted materials,12,
2023,Nova Scotia,Electronics,Residential sources of diverted materials,12,
2023,Nova Scotia,Electronics,Non-residential sources of diverted materials,12,
2023,Nova Scotia,Plastics,All sources of diverted materials,12,12.8056595165483
2023,Nova Scotia,Plastics,Residential sources of diverted materials,12,10.5188331885136
2023,Nova Scotia,Plastics,Non-residential sources of diverted materials,12,2.28966593026316
2023,Nova Scotia,Gable top and aseptic containers,All sources of diverted materials,12,1.61762673618013
2023,Nova Scotia,Gable top and aseptic containers,Residential sources of diverted materials,12,1.43115952317399
2023,Nova Scotia,Gable top and aseptic containers,Non-residential sources of diverted materials,12,0.185520678929962
2023,Nova Scotia,Textiles,All sources of diverted materials,12,
2023,Nova Scotia,Textiles,Residential sources of diverted materials,12,
2023,Nova Scotia,Textiles,Non-residential sources of diverted materials,12,0.0
2023,Nova Scotia,Tires,All sources of diverted materials,12,11.1672090306923
2023,Nova Scotia,Tires,Residential sources of diverted materials,12,
2023,Nova Scotia,Tires,Non-residential sources of diverted materials,12,
2023,Nova Scotia,"Construction, renovation and demolition",All sources of diverted materials,12,
2023,Nova Scotia,"Construction, renovation and demolition",Residential sources of diverted materials,12,0.0
2023,Nova Scotia,"Construction, renovation and demolition",Non-residential sources of diverted materials,12,
2023,Nova Scotia,All organic materials,All sources of diverted materials,12,156.030463252708
2023,Nova Scotia,All organic materials,Residential sources of diverted materials,12,113.253748748209
2023,Nova Scotia,All organic materials,Non-residential sources of diverted materials,12,42.7767145044989
2023,Nova Scotia,Food waste and source separated organics,All sources of diverted materials,12,115.73934723224
2023,Nova Scotia,Food waste and source separated organics,Residential sources of diverted materials,12,85.1360074814053
2023,Nova Scotia,Food waste and source separated organics,Non-residential sources of diverted materials,12,30.6033397508344
2023,Nova Scotia,Leaf and yard waste,All sources of diverted materials,12,17.6159456916608
2023,Nova Scotia,Leaf and yard waste,Residential sources of diverted materials,12,
2023,Nova Scotia,Leaf and yard waste,Non-residential sources of diverted materials,12,
2023,Nova Scotia,Other organic materials,All sources of diverted materials,12,22.675170328807
2023,Nova Scotia,Other organic materials,Residential sources of diverted materials,12,
2023,Nova Scotia,Other organic materials,Non-residential sources of diverted materials,12,
2023,Nova Scotia,Other materials,All sources of diverted materials,12,0.0
2023,Nova Scotia,Other materials,Residential sources of diverted materials,12,0.0
2023,Nova Scotia,Other materials,Non-residential sources of diverted materials,12,0.0
2023,New Brunswick,All materials diverted,All sources of diverted materials,13,187.886179838739
2023,New Brunswick,All materials diverted,Residential sources of diverted materials,13,
2023,New Brunswick,All materials diverted,Non-residential sources of diverted materials,13,
2023,New Brunswick,All paper fibres,All sources of diverted materials,13,33.4322690731684
2023,New Brunswick,All paper fibres,Residential sources of diverted materials,13,19.4234489719896
2023,New Brunswick,All paper fibres,Non-residential sources of diverted materials,13,14.0076184525169
2023,New Brunswick,Glass,All sources of diverted materials,13,4.07839555870655
2023,New Brunswick,Glass,Residential sources of diverted materials,13,2.28914070104183
2023,New Brunswick,Glass,Non-residential sources of diverted materials,13,1.79045650632668
2023,New Brunswick,Ferrous metals,All sources of diverted materials,13,2.27111597111237
2023,New Brunswick,Ferrous metals,Residential sources of diverted materials,13,1.39992069118831
2023,New Brunswick,Ferrous metals,Non-residential sources of diverted materials,13,0.874800225909948
2023,New Brunswick,Copper and aluminum,All sources of diverted materials,13,
2023,New Brunswick,Copper and aluminum,Residential sources of diverted materials,13,
2023,New Brunswick,Copper and aluminum,Non-residential sources of diverted materials,13,
2023,New Brunswick,Mixed metals,All sources of diverted materials,13,1.40232398851224
2023,New Brunswick,Mixed metals,Residential sources of diverted materials,13,
2023,New Brunswick,Mixed metals,Non-residential sources of diverted materials,13,
2023,New Brunswick,White goods,All sources of diverted materials,13,
2023,New Brunswick,White goods,Residential sources of diverted materials,13,
2023,New Brunswick,White goods,Non-residential sources of diverted materials,13,
2023,New Brunswick,Electronics,All sources of diverted materials,13,1.07547555245797
2023,New Brunswick,Electronics,Residential sources of diverted materials,13,
2023,New Brunswick,Electronics,Non-residential sources of diverted materials,13,
2023,New Brunswick,Plastics,All sources of diverted materials,13,7.93568776361167
2023,New Brunswick,Plastics,Residential sources of diverted materials,13,
2023,New Brunswick,Plastics,Non-residential sources of diverted materials,13,
2023,New Brunswick,Gable top and aseptic containers,All sources of diverted materials,13,0.584001249714608
2023,New Brunswick,Gable top and aseptic containers,Residential sources of diverted materials,13,
2023,New Brunswick,Gable top and aseptic containers,Non-residential sources of diverted materials,13,
2023,New Brunswick,Textiles,All sources of diverted materials,13,0.0
2023,New Brunswick,Textiles,Residential sources of diverted materials,13,0.0
2023,New Brunswick,Textiles,Non-residential sources of diverted materials,13,0.0
2023,New Brunswick,Tires,All sources of diverted materials,13,14.943702760187
2023,New Brunswick,Tires,Residential sources of diverted materials,13,
2023,New Brunswick,Tires,Non-residential sources of diverted materials,13,
2023,New Brunswick,"Construction, renovation and demolition",All sources of diverted materials,13,13.2421682548456
2023,New Brunswick,"Construction, renovation and demolition",Residential sources of diverted materials,13,
2023,New Brunswick,"Construction, renovation and demolition",Non-residential sources of diverted materials,13,
2023,New Brunswick,All organic materials,All sources of diverted materials,13,104.708059457576
2023,New Brunswick,All organic materials,Residential sources of diverted materials,13,40.3862098799553
2023,New Brunswick,All organic materials,Non-residential sources of diverted materials,13,64.3218495776205
2023,New Brunswick,Food waste and source separated organics,All sources of diverted materials,13,
2023,New Brunswick,Food waste and source separated organics,Residential sources of diverted materials,13,
2023,New Brunswick,Food waste and source separated organics,Non-residential sources of diverted materials,13,
2023,New Brunswick,Leaf and yard waste,All sources of diverted materials,13,
2023,New Brunswick,Leaf and yard waste,Residential sources of diverted materials,13,
2023,New Brunswick,Leaf and yard waste,Non-residential sources of diverted materials,13,0.0
2023,New Brunswick,Other organic materials,All sources of diverted materials,13,
2023,New Brunswick,Other organic materials,Residential sources of diverted materials,13,
2023,New Brunswick,Other organic materials,Non-residential sources of diverted materials,13,
2023,New Brunswick,Other materials,All sources of diverted materials,13,
2023,New Brunswick,Other materials,Residential sources of diverted materials,13,
2023,New Brunswick,Other materials,Non-residential sources of diverted materials,13,
2023,Quebec,All materials diverted,All sources of diverted materials,24,323.944566128919
2023,Quebec,All materials diverted,Residential sources of diverted materials,24,
2023,Quebec,All materials diverted,Non-residential sources of diverted materials,24,
2023,Quebec,All paper fibres,All sources of diverted materials,24,133.518572516789
2023,Quebec,All paper fibres,Residential sources of diverted materials,24,65.4241287881356
2023,Quebec,All paper fibres,Non-residential sources of diverted materials,24,68.0944437286534
2023,Quebec,Glass,All sources of diverted materials,24,16.4109032303272
2023,Quebec,Glass,Residential sources of diverted materials,24,15.2973207565082
2023,Quebec,Glass,Non-residential sources of diverted materials,24,1.113582473819
2023,Quebec,Ferrous metals,All sources of diverted materials,24,47.4682471332569
2023,Quebec,Ferrous metals,Residential sources of diverted materials,24,17.0885689679725
2023,Quebec,Ferrous metals,Non-residential sources of diverted materials,24,30.3796781652844
2023,Quebec,Copper and aluminum,All sources of diverted materials,24,0.898280067178872
2023,Quebec,Copper and aluminum,Residential sources of diverted materials,24,0.57154029941162
2023,Quebec,Copper and aluminum,Non-residential sources of diverted materials,24,0.326739767767252
2023,Quebec,Mixed metals,All sources of diverted materials,24,1.11166114000646
2023,Quebec,Mixed metals,Residential sources of diverted materials,24,0.708972176826002
2023,Quebec,Mixed metals,Non-residential sources of diverted materials,24,0.4024629239084
2023,Quebec,White goods,All sources of diverted materials,24,0.0
2023,Quebec,White goods,Residential sources of diverted materials,24,0.0
2023,Quebec,White goods,Non-residential sources of diverted materials,24,0.0
2023,Quebec,Electronics,All sources of diverted materials,24,2.26039272063128
2023,Quebec,Electronics,Residential sources of diverted materials,24,
2023,Quebec,Electronics,Non-residential sources of diverted materials,24,
2023,Quebec,Plastics,All sources of diverted materials,24,12.4553289888585
2023,Quebec,Plastics,Residential sources of diverted materials,24,8.84333444092577
2023,Quebec,Plastics,Non-residential sources of diverted materials,24,3.61199454793276
2023,Quebec,Gable top and aseptic containers,All sources of diverted materials,24,0.0
2023,Quebec,Gable top and aseptic containers,Residential sources of diverted materials,24,0.0
2023,Quebec,Gable top and aseptic containers,Non-residential sources of diverted materials,24,0.0
2023,Quebec,Textiles,All sources of diverted materials,24,7.17674688800432
2023,Quebec,Textiles,Residential sources of diverted materials,24,7.17674688800432
2023,Quebec,Textiles,Non-residential sources of diverted materials,24,0.0
2023,Quebec,Tires,All sources of diverted materials,24,11.5113889887229
2023,Quebec,Tires,Residential sources of diverted materials,24,
2023,Quebec,Tires,Non-residential sources of diverted materials,24,
2023,Quebec,"Construction, renovation and demolition",All sources of diverted materials,24,25.7537844625125
2023,Quebec,"Construction, renovation and demolition",Residential sources of diverted materials,24,9.2713398025773
2023,Quebec,"Construction, renovation and demolition",Non-residential sources of diverted materials,24,16.4824446599352
2023,Quebec,All organic materials,All sources of diverted materials,24,65.3792599926311
2023,Quebec,All organic materials,Residential sources of diverted materials,24,53.07921998368
2023,Quebec,All organic materials,Non-residential sources of diverted materials,24,12.3000400089512
2023,Quebec,Food waste and source separated organics,All sources of diverted materials,24,30.8888316256066
2023,Quebec,Food waste and source separated organics,Residential sources of diverted materials,24,28.3455507559883
2023,Quebec,Food waste and source separated organics,Non-residential sources of diverted materials,24,2.54328086961829
2023,Quebec,Leaf and yard waste,All sources of diverted materials,24,27.3749381217493
2023,Quebec,Leaf and yard waste,Residential sources of diverted materials,24,22.8485016986851
2023,Quebec,Leaf and yard waste,Non-residential sources of diverted materials,24,4.52643642306414
2023,Quebec,Other organic materials,All sources of diverted materials,24,7.11549024527521
2023,Quebec,Other organic materials,Residential sources of diverted materials,24,1.88516752900649
2023,Quebec,Other organic materials,Non-residential sources of diverted materials,24,5.23032271626872
2023,Quebec,Other materials,All sources of diverted materials,24,0.0
2023,Quebec,Other materials,Residential sources of diverted materials,24,0.0
2023,Quebec,Other materials,Non-residential sources of diverted materials,24,0.0
2023,Ontario,All materials diverted,All sources of diverted materials,35,202.846573049951
2023,Ontario,All materials diverted,Residential sources of diverted materials,35,
2023,Ontario,All materials diverted,Non-residential sources of diverted materials,35,
2023,Ontario,All paper fibres,All sources of diverted materials,35,79.8761739507132
2023,Ontario,All paper fibres,Residential sources of diverted materials,35,37.6260136603196
2023,Ontario,All paper fibres,Non-residential sources of diverted materials,35,42.2504803271185
2023,Ontario,Glass,All sources of diverted materials,35,7.5230392838039
2023,Ontario,Glass,Residential sources of diverted materials,35,5.52735427495776
2023,Ontario,Glass,Non-residential sources of diverted materials,35,1.99574901619111
2023,Ontario,Ferrous metals,All sources of diverted materials,35,8.83454978225661
2023,Ontario,Ferrous metals,Residential sources of diverted materials,35,2.58820100124129
2023,Ontario,Ferrous metals,Non-residential sources of diverted materials,35,6.24622076632538
2023,Ontario,Copper and aluminum,All sources of diverted materials,35,1.79041345352462
2023,Ontario,Copper and aluminum,Residential sources of diverted materials,35,0.917417275467194
2023,Ontario,Copper and aluminum,Non-residential sources of diverted materials,35,0.873188200092337
2023,Ontario,Mixed metals,All sources of diverted materials,35,2.02231206435401
2023,Ontario,Mixed metals,Residential sources of diverted materials,35,0.991409766253497
2023,Ontario,Mixed metals,Non-residential sources of diverted materials,35,1.03103031279045
2023,Ontario,White goods,All sources of diverted materials,35,0.742997260421628
2023,Ontario,White goods,Residential sources of diverted materials,35,0.536381550855724
2023,Ontario,White goods,Non-residential sources of diverted materials,35,0.206679716910875
2023,Ontario,Electronics,All sources of diverted materials,35,2.64305529588131
2023,Ontario,Electronics,Residential sources of diverted materials,35,
2023,Ontario,Electronics,Non-residential sources of diverted materials,35,
2023,Ontario,Plastics,All sources of diverted materials,35,7.81497678421594
2023,Ontario,Plastics,Residential sources of diverted materials,35,6.44464353573501
2023,Ontario,Plastics,Non-residential sources of diverted materials,35,1.37046126317087
2023,Ontario,Gable top and aseptic containers,All sources of diverted materials,35,0.47135008836534
2023,Ontario,Gable top and aseptic containers,Residential sources of diverted materials,35,0.35159234592488
2023,Ontario,Gable top and aseptic containers,Non-residential sources of diverted materials,35,0.119821749785431
2023,Ontario,Textiles,All sources of diverted materials,35,0.213208466097902
2023,Ontario,Textiles,Residential sources of diverted materials,35,0.212888429373047
2023,Ontario,Textiles,Non-residential sources of diverted materials,35,0.0003200367248542
2023,Ontario,Tires,All sources of diverted materials,35,6.23655565723478
2023,Ontario,Tires,Residential sources of diverted materials,35,
2023,Ontario,Tires,Non-residential sources of diverted materials,35,
2023,Ontario,"Construction, renovation and demolition",All sources of diverted materials,35,13.6301720895076
2023,Ontario,"Construction, renovation and demolition",Residential sources of diverted materials,35,2.17260131034556
2023,Ontario,"Construction, renovation and demolition",Non-residential sources of diverted materials,35,11.4572507424372
2023,Ontario,All organic materials,All sources of diverted materials,35,69.9594519870344
2023,Ontario,All organic materials,Residential sources of diverted materials,35,63.869217120403
2023,Ontario,All organic materials,Non-residential sources of diverted materials,35,6.09029887397639
2023,Ontario,Food waste and source separated organics,All sources of diverted materials,35,37.5732716080636
2023,Ontario,Food waste and source separated organics,Residential sources of diverted materials,35,34.0996570038405
2023,Ontario,Food waste and source separated organics,Non-residential sources of diverted materials,35,3.47361460422306
2023,Ontario,Leaf and yard waste,All sources of diverted materials,35,29.638985132822
2023,Ontario,Leaf and yard waste,Residential sources of diverted materials,35,28.6718981576574
2023,Ontario,Leaf and yard waste,Non-residential sources of diverted materials,35,0.967086975164574
2023,Ontario,Other organic materials,All sources of diverted materials,35,2.74719524614889
2023,Ontario,Other organic materials,Residential sources of diverted materials,35,1.09766195890511
2023,Ontario,Other organic materials,Non-residential sources of diverted materials,35,1.64959729458875
2023,Ontario,Other materials,All sources of diverted materials,35,1.08831688653936
2023,Ontario,Other materials,Residential sources of diverted materials,35,0.165587001439589
2023,Ontario,Other materials,Non-residential sources of diverted materials,35,0.922665877754804
2023,Manitoba,All materials diverted,All sources of diverted materials,46,143.610933340116
2023,Manitoba,All materials diverted,Residential sources of diverted materials,46,
2023,Manitoba,All materials diverted,Non-residential sources of diverted materials,46,
2023,Manitoba,All paper fibres,All sources of diverted materials,46,59.4311160115567
2023,Manitoba,All paper fibres,Residential sources of diverted materials,46,31.5622759483978
2023,Manitoba,All paper fibres,Non-residential sources of diverted materials,46,27.8702148764421
2023,Manitoba,Glass,All sources of diverted materials,46,
2023,Manitoba,Glass,Residential sources of diverted materials,46,
2023,Manitoba,Glass,Non-residential sources of diverted materials,46,
2023,Manitoba,Ferrous metals,All sources of diverted materials,46,12.7369576619375
2023,Manitoba,Ferrous metals,Residential sources of diverted materials,46,1.54254050371784
2023,Manitoba,Ferrous metals,Non-residential sources of diverted materials,46,11.1944171582197
2023,Manitoba,Copper and aluminum,All sources of diverted materials,46,2.80736872423514
2023,Manitoba,Copper and aluminum,Residential sources of diverted materials,46,
2023,Manitoba,Copper and aluminum,Non-residential sources of diverted materials,46,
2023,Manitoba,Mixed metals,All sources of diverted materials,46,3.42191026181257
2023,Manitoba,Mixed metals,Residential sources of diverted materials,46,1.60371969481895
2023,Manitoba,Mixed metals,Non-residential sources of diverted materials,46,1.82025278691838
2023,Manitoba,White goods,All sources of diverted materials,46,2.43204469792946
2023,Manitoba,White goods,Residential sources of diverted materials,46,
2023,Manitoba,White goods,Non-residential sources of diverted materials,46,
2023,Manitoba,Electronics,All sources of diverted materials,46,1.71370475747263
2023,Manitoba,Electronics,Residential sources of diverted materials,46,
2023,Manitoba,Electronics,Non-residential sources of diverted materials,46,
2023,Manitoba,Plastics,All sources of diverted materials,46,4.75204211328049
2023,Manitoba,Plastics,Residential sources of diverted materials,46,
2023,Manitoba,Plastics,Non-residential sources of diverted materials,46,
2023,Manitoba,Gable top and aseptic containers,All sources of diverted materials,46,
2023,Manitoba,Gable top and aseptic containers,Residential sources of diverted materials,46,
2023,Manitoba,Gable top and aseptic containers,Non-residential sources of diverted materials,46,
2023,Manitoba,Textiles,All sources of diverted materials,46,
2023,Manitoba,Textiles,Residential sources of diverted materials,46,
2023,Manitoba,Textiles,Non-residential sources of diverted materials,46,
2023,Manitoba,Tires,All sources of diverted materials,46,9.9722081494807
2023,Manitoba,Tires,Residential sources of diverted materials,46,
2023,Manitoba,Tires,Non-residential sources of diverted materials,46,
2023,Manitoba,"Construction, renovation and demolition",All sources of diverted materials,46,1.22564604194693
2023,Manitoba,"Construction, renovation and demolition",Residential sources of diverted materials,46,
2023,Manitoba,"Construction, renovation and demolition",Non-residential sources of diverted materials,46,
2023,Manitoba,All organic materials,All sources of diverted materials,46,33.5007626776688
2023,Manitoba,All organic materials,Residential sources of diverted materials,46,24.0991020407041
2023,Manitoba,All organic materials,Non-residential sources of diverted materials,46,9.40234804360633
2023,Manitoba,Food waste and source separated organics,All sources of diverted materials,46,
2023,Manitoba,Food waste and source separated organics,Residential sources of diverted materials,46,
2023,Manitoba,Food waste and source separated organics,Non-residential sources of diverted materials,46,
2023,Manitoba,Leaf and yard waste,All sources of diverted materials,46,23.704530628434
2023,Manitoba,Leaf and yard waste,Residential sources of diverted materials,46,23.430942785083
2023,Manitoba,Leaf and yard waste,Non-residential sources of diverted materials,46,0.27427524999261
2023,Manitoba,Other organic materials,All sources of diverted materials,46,
2023,Manitoba,Other organic materials,Residential sources of diverted materials,46,
2023,Manitoba,Other organic materials,Non-residential sources of diverted materials,46,
2023,Manitoba,Other materials,All sources of diverted materials,46,
2023,Manitoba,Other materials,Residential sources of diverted materials,46,
2023,Manitoba,Other materials,Non-residential sources of diverted materials,46,
2023,Saskatchewan,All materials diverted,All sources of diverted materials,47,161.845585943024
2023,Saskatchewan,All materials diverted,Residential sources of diverted materials,47,
2023,Saskatchewan,All materials diverted,Non-residential sources of diverted materials,47,
2023,Saskatchewan,All paper fibres,All sources of diverted materials,47,37.3784324410592
2023,Saskatchewan,All paper fibres,Residential sources of diverted materials,47,28.1822564493549
2023,Saskatchewan,All paper fibres,Non-residential sources of diverted materials,47,9.21023362967385
2023,Saskatchewan,Glass,All sources of diverted materials,47,
2023,Saskatchewan,Glass,Residential sources of diverted materials,47,
2023,Saskatchewan,Glass,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Ferrous metals,All sources of diverted materials,47,42.2845480924199
2023,Saskatchewan,Ferrous metals,Residential sources of diverted materials,47,3.77158157523276
2023,Saskatchewan,Ferrous metals,Non-residential sources of diverted materials,47,38.5146203569482
2023,Saskatchewan,Copper and aluminum,All sources of diverted materials,47,
2023,Saskatchewan,Copper and aluminum,Residential sources of diverted materials,47,
2023,Saskatchewan,Copper and aluminum,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Mixed metals,All sources of diverted materials,47,1.00884225428282
2023,Saskatchewan,Mixed metals,Residential sources of diverted materials,47,0.51186340606645
2023,Saskatchewan,Mixed metals,Non-residential sources of diverted materials,47,0.496978848216375
2023,Saskatchewan,White goods,All sources of diverted materials,47,1.04109212962465
2023,Saskatchewan,White goods,Residential sources of diverted materials,47,
2023,Saskatchewan,White goods,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Electronics,All sources of diverted materials,47,
2023,Saskatchewan,Electronics,Residential sources of diverted materials,47,
2023,Saskatchewan,Electronics,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Plastics,All sources of diverted materials,47,5.58336303353904
2023,Saskatchewan,Plastics,Residential sources of diverted materials,47,5.07728806663651
2023,Saskatchewan,Plastics,Non-residential sources of diverted materials,47,0.508555726544211
2023,Saskatchewan,Gable top and aseptic containers,All sources of diverted materials,47,
2023,Saskatchewan,Gable top and aseptic containers,Residential sources of diverted materials,47,
2023,Saskatchewan,Gable top and aseptic containers,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Textiles,All sources of diverted materials,47,0.0
2023,Saskatchewan,Textiles,Residential sources of diverted materials,47,0.0
2023,Saskatchewan,Textiles,Non-residential sources of diverted materials,47,0.0
2023,Saskatchewan,Tires,All sources of diverted materials,47,19.0695993655871
2023,Saskatchewan,Tires,Residential sources of diverted materials,47,
2023,Saskatchewan,Tires,Non-residential sources of diverted materials,47,
2023,Saskatchewan,"Construction, renovation and demolition",All sources of diverted materials,47,
2023,Saskatchewan,"Construction, renovation and demolition",Residential sources of diverted materials,47,
2023,Saskatchewan,"Construction, renovation and demolition",Non-residential sources of diverted materials,47,
2023,Saskatchewan,All organic materials,All sources of diverted materials,47,33.1578333706825
2023,Saskatchewan,All organic materials,Residential sources of diverted materials,47,29.6343277596177
2023,Saskatchewan,All organic materials,Non-residential sources of diverted materials,47,3.52267869118429
2023,Saskatchewan,Food waste and source separated organics,All sources of diverted materials,47,6.98168455156548
2023,Saskatchewan,Food waste and source separated organics,Residential sources of diverted materials,47,
2023,Saskatchewan,Food waste and source separated organics,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Leaf and yard waste,All sources of diverted materials,47,16.5317822521494
2023,Saskatchewan,Leaf and yard waste,Residential sources of diverted materials,47,
2023,Saskatchewan,Leaf and yard waste,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Other organic materials,All sources of diverted materials,47,9.64436656696769
2023,Saskatchewan,Other organic materials,Residential sources of diverted materials,47,
2023,Saskatchewan,Other organic materials,Non-residential sources of diverted materials,47,
2023,Saskatchewan,Other materials,All sources of diverted materials,47,1.11634183875558
