Year,Status,Geography,Gender,Age group,GeoCode,Value
2019,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 19 years,46,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,8
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,8
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,10
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,8
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,10
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,6
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,6
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 19 years,47,6
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,9
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,9
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,9
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,12
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,13
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,12
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,12
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,13
2019,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,12
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,2
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,2
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,3
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,4
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,2
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,5
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,6
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,3
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,5
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,6
2019,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,3
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,8
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,9
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,8
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,9
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,7
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,8
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,6
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,10
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,11
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,8
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,12
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,14
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,10
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,12
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,14
2019,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,10
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,2
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,2
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,2
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,4
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,5
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,3
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,5
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,7
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,4
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,6
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,8
2019,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,7
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,5
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,6
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 19 years,59,4
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,9
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,10
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,7
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,11
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,13
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,8
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,11
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,13
2019,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,9
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,2
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,3
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,4
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,5
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,3
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,5
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,6
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,4
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,5
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,6
2019,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,3
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,3
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 19 years,59,2
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,4
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,5
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,6
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,7
2019,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,5
2019,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,15 to 24 years,60,8
2019,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,18 to 24 years,60,9
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 19 years,61,7
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,19
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,18
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,15 to 24 years,61,20
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,27
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,27
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,18 to 24 years,61,28
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,32
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,20 to 24 years,61,30
2019,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,20 to 24 years,61,35
2019,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,7
2019,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,10
2019,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,10
2019,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,15
2019,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,12
2019,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,12
2019,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,8
2019,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,17
2019,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,12
2019,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,21
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 19 years,62,19
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,15 to 19 years,62,21
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,34
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,36
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,31
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,44
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,46
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,18 to 24 years,62,42
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,51
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,20 to 24 years,62,52
2019,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,20 to 24 years,62,50
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,9
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,10
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,8
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,12
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,13
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Women+,18 to 24 years,62,11
2019,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,13
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 19 years,62,14
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,25
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,26
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,24
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,32
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,32
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Women+,18 to 24 years,62,31
2019,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,38
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,9
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,10
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,8
2020,,,,,,12
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,13
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,10
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,14
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,15
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,12
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,14
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,16
2020,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,12
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,3
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,3
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,2
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 24 years,,4
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,5
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,3
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,6
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,7
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,4
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,6
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,7
2020,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,4
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 24 years,,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,8
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,11
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 19 years,10,14
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 19 years,10,7
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,16
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 24 years,10,20
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 24 years,10,11
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,18 to 24 years,10,19
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,18 to 24 years,10,24
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,18 to 24 years,10,13
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,20 to 24 years,10,21
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,20 to 24 years,10,26
2020,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,20 to 24 years,10,15
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,3
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 19 years,10,4
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,7
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 24 years,10,10
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 24 years,10,3
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,18 to 24 years,10,9
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,18 to 24 years,10,14
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,18 to 24 years,10,4
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,20 to 24 years,10,10
2020,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,20 to 24 years,10,16
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 19 years,10,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 24 years,10,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 24 years,10,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,18 to 24 years,10,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,18 to 24 years,10,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,18 to 24 years,10,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,20 to 24 years,10,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,20 to 24 years,10,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,20 to 24 years,10,10
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 19 years,11,9
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 19 years,11,10
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 19 years,11,8
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,11
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,11
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,11
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,12
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,13
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,11
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,13
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,12
2020,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,20 to 24 years,11,13
2020,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,5
2020,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,4
2020,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,7
2020,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,6
2020,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 19 years,11,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,4
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,8
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,7
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,8
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 19 years,12,6
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,14
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,15
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,12
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,17
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,18
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,15
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,19
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,21
2020,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,18
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,2
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,6
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,8
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,3
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,7
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,10
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,4
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,8
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,12
2020,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,5
