Year,Series,Elements,Data categories,Pillar,Value
2018,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Education outcomes,,50.0
2018,Open Data Inventory (ODIN),Machine readable,Health facilities,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Reproductive health,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Gender statistics,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Crime and justice,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,94.4
2018,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2018,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Agriculture and land use,,50.0
2018,Open Data Inventory (ODIN),Machine readable,Resource use,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Energy use,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Pollution,,50.0
2018,Open Data Inventory (ODIN),Machine readable,Built environment,,100.0
2018,Open Data Inventory (ODIN),Machine readable,Environment subscore,,80.0
2018,Open Data Inventory (ODIN),Machine readable,All categories,,91.5
2019,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Education outcomes,,50.0
2019,Open Data Inventory (ODIN),Machine readable,Health facilities,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Reproductive health,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Gender statistics,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Crime and justice,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,94.4
2019,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2019,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Agriculture and land use,,50.0
2019,Open Data Inventory (ODIN),Machine readable,Resource use,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Energy use,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Pollution,,50.0
2019,Open Data Inventory (ODIN),Machine readable,Built environment,,100.0
2019,Open Data Inventory (ODIN),Machine readable,Environment subscore,,80.0
2019,Open Data Inventory (ODIN),Machine readable,All categories,,91.5
2020,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Education outcomes,,50.0
2020,Open Data Inventory (ODIN),Machine readable,Health facilities,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Reproductive health,,50.0
2020,Open Data Inventory (ODIN),Machine readable,Food security and nutrition,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Gender statistics,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Crime and justice,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,90.0
2020,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2020,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Agriculture and land use,,50.0
2020,Open Data Inventory (ODIN),Machine readable,Resource use,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Energy use,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Pollution,,50.0
2020,Open Data Inventory (ODIN),Machine readable,Built environment,,100.0
2020,Open Data Inventory (ODIN),Machine readable,Environment subscore,,80.0
2020,Open Data Inventory (ODIN),Machine readable,All categories,,90.0
2022,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Education outcomes,,50.0
2022,Open Data Inventory (ODIN),Machine readable,Health facilities,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Reproductive health,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Food security and nutrition,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Gender statistics,,50.0
2022,Open Data Inventory (ODIN),Machine readable,Crime and justice,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,90.0
2022,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2022,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Agriculture and land use,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Resource use,,50.0
2022,Open Data Inventory (ODIN),Machine readable,Energy use,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Pollution,,50.0
2022,Open Data Inventory (ODIN),Machine readable,Built environment,,100.0
2022,Open Data Inventory (ODIN),Machine readable,Environment subscore,,80.0
2022,Open Data Inventory (ODIN),Machine readable,All categories,,90.0
2024,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Education outcomes,,50.0
2024,Open Data Inventory (ODIN),Machine readable,Health facilities,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Reproductive health,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Food security and nutrition,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Gender statistics,,50.0
2024,Open Data Inventory (ODIN),Machine readable,Crime and justice,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,90.0
2024,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2024,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Agriculture and land use,,50.0
2024,Open Data Inventory (ODIN),Machine readable,Resource use,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Energy use,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Pollution,,0.0
2024,Open Data Inventory (ODIN),Machine readable,Built environment,,100.0
2024,Open Data Inventory (ODIN),Machine readable,Environment subscore,,70.0
2024,Open Data Inventory (ODIN),Machine readable,All categories,,86.7
2016,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Pollution,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,100.0
2016,Open Data Inventory (ODIN),Non-proprietary,All categories,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Crime and justice,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Pollution,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,100.0
2017,Open Data Inventory (ODIN),Non-proprietary,All categories,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Crime and justice,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Pollution,,50.0
2018,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2018,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,90.0
2018,Open Data Inventory (ODIN),Non-proprietary,All categories,,96.7
2019,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Crime and justice,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Pollution,,50.0
2019,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2019,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,90.0
2019,Open Data Inventory (ODIN),Non-proprietary,All categories,,96.7
2020,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Food security and nutrition,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Crime and justice,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Pollution,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,100.0
2020,Open Data Inventory (ODIN),Non-proprietary,All categories,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Food security and nutrition,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Crime and justice,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Pollution,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,100.0
2022,Open Data Inventory (ODIN),Non-proprietary,All categories,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Population and vital statistics,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Education facilities,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Education outcomes,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Health facilities,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Health outcomes,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Reproductive health,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Food security and nutrition,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Gender statistics,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Crime and justice,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Poverty and income,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Social statistics subscore,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,National accounts,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Labor,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Price indexes,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Government finance,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Money and banking,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,International trade,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Balance of payments,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Economic and financial statistics subscore,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Agriculture and land use,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Resource use,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Energy use,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Pollution,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Built environment,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,Environment subscore,,100.0
2024,Open Data Inventory (ODIN),Non-proprietary,All categories,,100.0
2016,Open Data Inventory (ODIN),Download options,Population and vital statistics,,50.0
2016,Open Data Inventory (ODIN),Download options,Education facilities,,50.0
2016,Open Data Inventory (ODIN),Download options,Education outcomes,,50.0
2016,Open Data Inventory (ODIN),Download options,Health facilities,,0.0
2016,Open Data Inventory (ODIN),Download options,Health outcomes,,50.0
2016,Open Data Inventory (ODIN),Download options,Reproductive health,,50.0
2016,Open Data Inventory (ODIN),Download options,Gender statistics,,50.0
2016,Open Data Inventory (ODIN),Download options,Poverty and income,,50.0
2016,Open Data Inventory (ODIN),Download options,Social statistics subscore,,43.8
2016,Open Data Inventory (ODIN),Download options,National accounts,,50.0
2016,Open Data Inventory (ODIN),Download options,Labor,,50.0
2016,Open Data Inventory (ODIN),Download options,Price indexes,,50.0
2016,Open Data Inventory (ODIN),Download options,Government finance,,50.0
2016,Open Data Inventory (ODIN),Download options,Money and banking,,50.0
2016,Open Data Inventory (ODIN),Download options,International trade,,50.0
2016,Open Data Inventory (ODIN),Download options,Balance of payments,,50.0
2016,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,50.0
2016,Open Data Inventory (ODIN),Download options,Agriculture and land use,,50.0
2016,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2016,Open Data Inventory (ODIN),Download options,Energy use,,50.0
2016,Open Data Inventory (ODIN),Download options,Pollution,,50.0
2016,Open Data Inventory (ODIN),Download options,Built environment,,50.0
2016,Open Data Inventory (ODIN),Download options,Environment subscore,,50.0
2016,Open Data Inventory (ODIN),Download options,All categories,,47.9
2017,Open Data Inventory (ODIN),Download options,Population and vital statistics,,50.0
2017,Open Data Inventory (ODIN),Download options,Education facilities,,100.0
2017,Open Data Inventory (ODIN),Download options,Education outcomes,,100.0
2017,Open Data Inventory (ODIN),Download options,Health facilities,,50.0
2017,Open Data Inventory (ODIN),Download options,Health outcomes,,100.0
2017,Open Data Inventory (ODIN),Download options,Reproductive health,,100.0
2017,Open Data Inventory (ODIN),Download options,Gender statistics,,100.0
2017,Open Data Inventory (ODIN),Download options,Crime and justice,,50.0
2017,Open Data Inventory (ODIN),Download options,Poverty and income,,50.0
2017,Open Data Inventory (ODIN),Download options,Social statistics subscore,,77.8
2017,Open Data Inventory (ODIN),Download options,National accounts,,50.0
2017,Open Data Inventory (ODIN),Download options,Labor,,100.0
2017,Open Data Inventory (ODIN),Download options,Price indexes,,50.0
2017,Open Data Inventory (ODIN),Download options,Government finance,,100.0
2017,Open Data Inventory (ODIN),Download options,Money and banking,,100.0
2017,Open Data Inventory (ODIN),Download options,International trade,,100.0
2017,Open Data Inventory (ODIN),Download options,Balance of payments,,100.0
2017,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,85.7
2017,Open Data Inventory (ODIN),Download options,Agriculture and land use,,100.0
2017,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2017,Open Data Inventory (ODIN),Download options,Energy use,,100.0
2017,Open Data Inventory (ODIN),Download options,Pollution,,100.0
2017,Open Data Inventory (ODIN),Download options,Built environment,,100.0
2017,Open Data Inventory (ODIN),Download options,Environment subscore,,90.0
2017,Open Data Inventory (ODIN),Download options,All categories,,84.5
2018,Open Data Inventory (ODIN),Download options,Population and vital statistics,,50.0
2018,Open Data Inventory (ODIN),Download options,Education facilities,,50.0
2018,Open Data Inventory (ODIN),Download options,Education outcomes,,50.0
2018,Open Data Inventory (ODIN),Download options,Health facilities,,50.0
2018,Open Data Inventory (ODIN),Download options,Health outcomes,,50.0
2018,Open Data Inventory (ODIN),Download options,Reproductive health,,100.0
2018,Open Data Inventory (ODIN),Download options,Gender statistics,,100.0
2018,Open Data Inventory (ODIN),Download options,Crime and justice,,50.0
2018,Open Data Inventory (ODIN),Download options,Poverty and income,,100.0
2018,Open Data Inventory (ODIN),Download options,Social statistics subscore,,66.7
2018,Open Data Inventory (ODIN),Download options,National accounts,,50.0
2018,Open Data Inventory (ODIN),Download options,Labor,,50.0
2018,Open Data Inventory (ODIN),Download options,Price indexes,,50.0
2018,Open Data Inventory (ODIN),Download options,Government finance,,100.0
2018,Open Data Inventory (ODIN),Download options,Money and banking,,100.0
2018,Open Data Inventory (ODIN),Download options,International trade,,100.0
2018,Open Data Inventory (ODIN),Download options,Balance of payments,,100.0
2018,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,78.6
2018,Open Data Inventory (ODIN),Download options,Agriculture and land use,,50.0
2018,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2018,Open Data Inventory (ODIN),Download options,Energy use,,50.0
2018,Open Data Inventory (ODIN),Download options,Pollution,,50.0
2018,Open Data Inventory (ODIN),Download options,Built environment,,50.0
2018,Open Data Inventory (ODIN),Download options,Environment subscore,,50.0
2018,Open Data Inventory (ODIN),Download options,All categories,,65.1
2019,Open Data Inventory (ODIN),Download options,Population and vital statistics,,50.0
2019,Open Data Inventory (ODIN),Download options,Education facilities,,50.0
2019,Open Data Inventory (ODIN),Download options,Education outcomes,,50.0
2019,Open Data Inventory (ODIN),Download options,Health facilities,,50.0
2019,Open Data Inventory (ODIN),Download options,Health outcomes,,50.0
2019,Open Data Inventory (ODIN),Download options,Reproductive health,,100.0
2019,Open Data Inventory (ODIN),Download options,Gender statistics,,100.0
2019,Open Data Inventory (ODIN),Download options,Crime and justice,,50.0
2019,Open Data Inventory (ODIN),Download options,Poverty and income,,100.0
2019,Open Data Inventory (ODIN),Download options,Social statistics subscore,,66.7
2019,Open Data Inventory (ODIN),Download options,National accounts,,50.0
2019,Open Data Inventory (ODIN),Download options,Labor,,50.0
2019,Open Data Inventory (ODIN),Download options,Price indexes,,50.0
2019,Open Data Inventory (ODIN),Download options,Government finance,,100.0
2019,Open Data Inventory (ODIN),Download options,Money and banking,,100.0
2019,Open Data Inventory (ODIN),Download options,International trade,,100.0
2019,Open Data Inventory (ODIN),Download options,Balance of payments,,100.0
2019,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,78.6
2019,Open Data Inventory (ODIN),Download options,Agriculture and land use,,50.0
2019,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2019,Open Data Inventory (ODIN),Download options,Energy use,,50.0
