Year,Type d'institution fréquentée,Géographie,Groupe d'âge,GeoCode,Value
2020/2021,Collège,Terre-Neuve-et-Labrador,25 à 29 ans,10,6
2020/2021,Université,Terre-Neuve-et-Labrador,25 à 29 ans,10,9
2020/2021,Total taux de participation,Île-du-Prince-Édouard,15 à 19 ans,11,87
2020/2021,Primaire/Secondaire,Île-du-Prince-Édouard,15 à 19 ans,11,62
2020/2021,Collège,Île-du-Prince-Édouard,15 à 19 ans,11,8
2020/2021,Université,Île-du-Prince-Édouard,15 à 19 ans,11,17
2020/2021,Total taux de participation,Île-du-Prince-Édouard,20 à 24 ans,11,35
2020/2021,Collège,Île-du-Prince-Édouard,20 à 24 ans,11,8
2020/2021,Université,Île-du-Prince-Édouard,20 à 24 ans,11,27
2020/2021,Total taux de participation,Île-du-Prince-Édouard,25 à 29 ans,11,11
2020/2021,Collège,Île-du-Prince-Édouard,25 à 29 ans,11,3
2020/2021,Université,Île-du-Prince-Édouard,25 à 29 ans,11,8
2020/2021,Total taux de participation,Nouvelle-Écosse,15 à 19 ans,12,83
2020/2021,Primaire/Secondaire,Nouvelle-Écosse,15 à 19 ans,12,62
2020/2021,Collège,Nouvelle-Écosse,15 à 19 ans,12,6
2020/2021,Université,Nouvelle-Écosse,15 à 19 ans,12,16
2020/2021,Total taux de participation,Nouvelle-Écosse,20 à 24 ans,12,33
2020/2021,Collège,Nouvelle-Écosse,20 à 24 ans,12,8
2020/2021,Université,Nouvelle-Écosse,20 à 24 ans,12,25
2020/2021,Total taux de participation,Nouvelle-Écosse,25 à 29 ans,12,12
2020/2021,Collège,Nouvelle-Écosse,25 à 29 ans,12,4
2020/2021,Université,Nouvelle-Écosse,25 à 29 ans,12,8
2020/2021,Total taux de participation,Nouveau-Brunswick,15 à 19 ans,13,81
2020/2021,Primaire/Secondaire,Nouveau-Brunswick,15 à 19 ans,13,61
2020/2021,Collège,Nouveau-Brunswick,15 à 19 ans,13,5
2020/2021,Université,Nouveau-Brunswick,15 à 19 ans,13,15
2020/2021,Total taux de participation,Nouveau-Brunswick,20 à 24 ans,13,31
2020/2021,Collège,Nouveau-Brunswick,20 à 24 ans,13,8
2020/2021,Université,Nouveau-Brunswick,20 à 24 ans,13,23
2020/2021,Total taux de participation,Nouveau-Brunswick,25 à 29 ans,13,7
2020/2021,Collège,Nouveau-Brunswick,25 à 29 ans,13,4
2020/2021,Université,Nouveau-Brunswick,25 à 29 ans,13,3
2020/2021,Total taux de participation,Québec,15 à 19 ans,24,85
2020/2021,Primaire/Secondaire,Québec,15 à 19 ans,24,49
2020/2021,Collège,Québec,15 à 19 ans,24,33
2020/2021,Université,Québec,15 à 19 ans,24,3
2020/2021,Total taux de participation,Québec,20 à 24 ans,24,52
2020/2021,Primaire/Secondaire,Québec,20 à 24 ans,24,3
2020/2021,Collège,Québec,20 à 24 ans,24,15
2020/2021,Université,Québec,20 à 24 ans,24,34
2020/2021,Total taux de participation,Québec,25 à 29 ans,24,16
2020/2021,Primaire/Secondaire,Québec,25 à 29 ans,24,1
2020/2021,Collège,Québec,25 à 29 ans,24,3
2020/2021,Université,Québec,25 à 29 ans,24,12
2020/2021,Total taux de participation,Ontario,15 à 19 ans,35,86
2020/2021,Primaire/Secondaire,Ontario,15 à 19 ans,35,61
2020/2021,Collège,Ontario,15 à 19 ans,35,6
2020/2021,Université,Ontario,15 à 19 ans,35,18
2020/2021,Total taux de participation,Ontario,20 à 24 ans,35,44
2020/2021,Primaire/Secondaire,Ontario,20 à 24 ans,35,1
2020/2021,Collège,Ontario,20 à 24 ans,35,11
2020/2021,Université,Ontario,20 à 24 ans,35,31
2020/2021,Total taux de participation,Ontario,25 à 29 ans,35,11
2020/2021,Primaire/Secondaire,Ontario,25 à 29 ans,35,0
2020/2021,Collège,Ontario,25 à 29 ans,35,4
2020/2021,Université,Ontario,25 à 29 ans,35,6
2020/2021,Total taux de participation,Manitoba,15 à 19 ans,46,79
2020/2021,Primaire/Secondaire,Manitoba,15 à 19 ans,46,61
2020/2021,Collège,Manitoba,15 à 19 ans,46,3
2020/2021,Université,Manitoba,15 à 19 ans,46,15
2020/2021,Total taux de participation,Manitoba,20 à 24 ans,46,39
2020/2021,Collège,Manitoba,20 à 24 ans,46,7
2020/2021,Université,Manitoba,20 à 24 ans,46,31
2020/2021,Total taux de participation,Manitoba,25 à 29 ans,46,13
2020/2021,Collège,Manitoba,25 à 29 ans,46,4
2020/2021,Université,Manitoba,25 à 29 ans,46,9
2020/2021,Total taux de participation,Saskatchewan,15 à 19 ans,47,80
2020/2021,Primaire/Secondaire,Saskatchewan,15 à 19 ans,47,63
2020/2021,Collège,Saskatchewan,15 à 19 ans,47,3
2020/2021,Université,Saskatchewan,15 à 19 ans,47,14
2020/2021,Total taux de participation,Saskatchewan,20 à 24 ans,47,35
2020/2021,Primaire/Secondaire,Saskatchewan,20 à 24 ans,47,1
2020/2021,Collège,Saskatchewan,20 à 24 ans,47,4
2020/2021,Université,Saskatchewan,20 à 24 ans,47,30
2020/2021,Total taux de participation,Saskatchewan,25 à 29 ans,47,11
2020/2021,Collège,Saskatchewan,25 à 29 ans,47,4
2020/2021,Université,Saskatchewan,25 à 29 ans,47,7
2020/2021,Total taux de participation,Alberta,15 à 19 ans,48,81
2020/2021,Primaire/Secondaire,Alberta,15 à 19 ans,48,63
2020/2021,Collège,Alberta,15 à 19 ans,48,6
2020/2021,Université,Alberta,15 à 19 ans,48,12
2020/2021,Total taux de participation,Alberta,20 à 24 ans,48,38
2020/2021,Primaire/Secondaire,Alberta,20 à 24 ans,48,1
2020/2021,Collège,Alberta,20 à 24 ans,48,6
2020/2021,Université,Alberta,20 à 24 ans,48,31
2020/2021,Total taux de participation,Alberta,25 à 29 ans,48,11
2020/2021,Collège,Alberta,25 à 29 ans,48,3
2020/2021,Université,Alberta,25 à 29 ans,48,8
2020/2021,Total taux de participation,Colombie-Britannique,15 à 19 ans,59,81
2020/2021,Primaire/Secondaire,Colombie-Britannique,15 à 19 ans,59,61
2020/2021,Collège,Colombie-Britannique,15 à 19 ans,59,6
2020/2021,Université,Colombie-Britannique,15 à 19 ans,59,15
2020/2021,Total taux de participation,Colombie-Britannique,20 à 24 ans,59,42
2020/2021,Primaire/Secondaire,Colombie-Britannique,20 à 24 ans,59,1
2020/2021,Collège,Colombie-Britannique,20 à 24 ans,59,10
2020/2021,Université,Colombie-Britannique,20 à 24 ans,59,31
2020/2021,Total taux de participation,Colombie-Britannique,25 à 29 ans,59,13
2020/2021,Collège,Colombie-Britannique,25 à 29 ans,59,5
2020/2021,Université,Colombie-Britannique,25 à 29 ans,59,8
2020/2021,Total taux de participation,Yukon,15 à 19 ans,60,80
2020/2021,Primaire/Secondaire,Yukon,15 à 19 ans,60,72
2020/2021,Total taux de participation,Yukon,20 à 24 ans,60,36
2020/2021,Université,Yukon,20 à 24 ans,60,28
2020/2021,Total taux de participation,Yukon,25 à 29 ans,60,12
2020/2021,Total taux de participation,Territoires du Nord-Ouest,15 à 19 ans,61,82
2020/2021,Primaire/Secondaire,Territoires du Nord-Ouest,15 à 19 ans,61,77
2020/2021,Total taux de participation,Territoires du Nord-Ouest,20 à 24 ans,61,20
2020/2021,Université,Territoires du Nord-Ouest,20 à 24 ans,61,11
2020/2021,Total taux de participation,Territoires du Nord-Ouest,25 à 29 ans,61,8
2020/2021,Total taux de participation,Nunavut,15 à 19 ans,62,66
2020/2021,Primaire/Secondaire,Nunavut,15 à 19 ans,62,66
2020/2021,Total taux de participation,Nunavut,20 à 24 ans,62,13
2021/2022,Total taux de participation,Canada,15 à 19 ans,,84
2021/2022,Primaire/Secondaire,Canada,15 à 19 ans,,59
2021/2022,Collège,Canada,15 à 19 ans,,11
2021/2022,Université,Canada,15 à 19 ans,,14
2021/2022,Total taux de participation,Canada,20 à 24 ans,,44
2021/2022,Primaire/Secondaire,Canada,20 à 24 ans,,1
2021/2022,Collège,Canada,20 à 24 ans,,10
2021/2022,Université,Canada,20 à 24 ans,,32
2021/2022,Total taux de participation,Canada,25 à 29 ans,,13
2021/2022,Primaire/Secondaire,Canada,25 à 29 ans,,0
2021/2022,Collège,Canada,25 à 29 ans,,4
2021/2022,Université,Canada,25 à 29 ans,,9
2021/2022,Total taux de participation,Terre-Neuve-et-Labrador,15 à 19 ans,10,84
2021/2022,Primaire/Secondaire,Terre-Neuve-et-Labrador,15 à 19 ans,10,59
2021/2022,Collège,Terre-Neuve-et-Labrador,15 à 19 ans,10,9
2021/2022,Université,Terre-Neuve-et-Labrador,15 à 19 ans,10,16
2021/2022,Total taux de participation,Terre-Neuve-et-Labrador,20 à 24 ans,10,40
2021/2022,Collège,Terre-Neuve-et-Labrador,20 à 24 ans,10,10
2021/2022,Université,Terre-Neuve-et-Labrador,20 à 24 ans,10,29
2021/2022,Total taux de participation,Terre-Neuve-et-Labrador,25 à 29 ans,10,11
2021/2022,Université,Terre-Neuve-et-Labrador,25 à 29 ans,10,10
2021/2022,Total taux de participation,Île-du-Prince-Édouard,15 à 19 ans,11,84
2021/2022,Primaire/Secondaire,Île-du-Prince-Édouard,15 à 19 ans,11,61
2021/2022,Collège,Île-du-Prince-Édouard,15 à 19 ans,11,7
2021/2022,Université,Île-du-Prince-Édouard,15 à 19 ans,11,15
2021/2022,Total taux de participation,Île-du-Prince-Édouard,20 à 24 ans,11,40
2021/2022,Collège,Île-du-Prince-Édouard,20 à 24 ans,11,9
2021/2022,Université,Île-du-Prince-Édouard,20 à 24 ans,11,29
2021/2022,Total taux de participation,Île-du-Prince-Édouard,25 à 29 ans,11,11
2021/2022,Collège,Île-du-Prince-Édouard,25 à 29 ans,11,3
2021/2022,Université,Île-du-Prince-Édouard,25 à 29 ans,11,8
2021/2022,Total taux de participation,Nouvelle-Écosse,15 à 19 ans,12,82
2021/2022,Primaire/Secondaire,Nouvelle-Écosse,15 à 19 ans,12,61
2021/2022,Collège,Nouvelle-Écosse,15 à 19 ans,12,8
2021/2022,Université,Nouvelle-Écosse,15 à 19 ans,12,13
2021/2022,Total taux de participation,Nouvelle-Écosse,20 à 24 ans,12,37
2021/2022,Collège,Nouvelle-Écosse,20 à 24 ans,12,9
2021/2022,Université,Nouvelle-Écosse,20 à 24 ans,12,27
2021/2022,Total taux de participation,Nouvelle-Écosse,25 à 29 ans,12,12
2021/2022,Collège,Nouvelle-Écosse,25 à 29 ans,12,2
2021/2022,Université,Nouvelle-Écosse,25 à 29 ans,12,10
2021/2022,Total taux de participation,Nouveau-Brunswick,15 à 19 ans,13,81
2021/2022,Primaire/Secondaire,Nouveau-Brunswick,15 à 19 ans,13,59
2021/2022,Collège,Nouveau-Brunswick,15 à 19 ans,13,6
2021/2022,Université,Nouveau-Brunswick,15 à 19 ans,13,15
2021/2022,Total taux de participation,Nouveau-Brunswick,20 à 24 ans,13,31
2021/2022,Collège,Nouveau-Brunswick,20 à 24 ans,13,8
2021/2022,Université,Nouveau-Brunswick,20 à 24 ans,13,21
2021/2022,Total taux de participation,Nouveau-Brunswick,25 à 29 ans,13,8
2021/2022,Collège,Nouveau-Brunswick,25 à 29 ans,13,3
2021/2022,Université,Nouveau-Brunswick,25 à 29 ans,13,5
2021/2022,Total taux de participation,Québec,15 à 19 ans,24,84
2021/2022,Primaire/Secondaire,Québec,15 à 19 ans,24,50
2021/2022,Collège,Québec,15 à 19 ans,24,31
2021/2022,Université,Québec,15 à 19 ans,24,3
2021/2022,Total taux de participation,Québec,20 à 24 ans,24,50
2021/2022,Primaire/Secondaire,Québec,20 à 24 ans,24,2
2021/2022,Collège,Québec,20 à 24 ans,24,12
2021/2022,Université,Québec,20 à 24 ans,24,35
2021/2022,Total taux de participation,Québec,25 à 29 ans,24,16
2021/2022,Primaire/Secondaire,Québec,25 à 29 ans,24,1
2021/2022,Collège,Québec,25 à 29 ans,24,3
2021/2022,Université,Québec,25 à 29 ans,24,12
2021/2022,Total taux de participation,Ontario,15 à 19 ans,35,86
2021/2022,Primaire/Secondaire,Ontario,15 à 19 ans,35,61
2021/2022,Collège,Ontario,15 à 19 ans,35,6
2021/2022,Université,Ontario,15 à 19 ans,35,19
2021/2022,Total taux de participation,Ontario,20 à 24 ans,35,44
2021/2022,Primaire/Secondaire,Ontario,20 à 24 ans,35,1
2021/2022,Collège,Ontario,20 à 24 ans,35,11
2021/2022,Université,Ontario,20 à 24 ans,35,32
2021/2022,Total taux de participation,Ontario,25 à 29 ans,35,12
2021/2022,Primaire/Secondaire,Ontario,25 à 29 ans,35,0
2021/2022,Collège,Ontario,25 à 29 ans,35,5
2021/2022,Université,Ontario,25 à 29 ans,35,7
2021/2022,Total taux de participation,Manitoba,15 à 19 ans,46,79
2021/2022,Primaire/Secondaire,Manitoba,15 à 19 ans,46,62
2021/2022,Collège,Manitoba,15 à 19 ans,46,3
2021/2022,Université,Manitoba,15 à 19 ans,46,14
2021/2022,Total taux de participation,Manitoba,20 à 24 ans,46,36
2021/2022,Primaire/Secondaire,Manitoba,20 à 24 ans,46,1
2021/2022,Collège,Manitoba,20 à 24 ans,46,6
2021/2022,Université,Manitoba,20 à 24 ans,46,28
2021/2022,Total taux de participation,Manitoba,25 à 29 ans,46,12
2021/2022,Collège,Manitoba,25 à 29 ans,46,3
2021/2022,Université,Manitoba,25 à 29 ans,46,8
2021/2022,Total taux de participation,Saskatchewan,15 à 19 ans,47,81
2021/2022,Primaire/Secondaire,Saskatchewan,15 à 19 ans,47,67
2021/2022,Collège,Saskatchewan,15 à 19 ans,47,3
2021/2022,Université,Saskatchewan,15 à 19 ans,47,11
2021/2022,Total taux de participation,Saskatchewan,20 à 24 ans,47,34
2021/2022,Primaire/Secondaire,Saskatchewan,20 à 24 ans,47,1
2021/2022,Collège,Saskatchewan,20 à 24 ans,47,4
2021/2022,Université,Saskatchewan,20 à 24 ans,47,29
2021/2022,Total taux de participation,Saskatchewan,25 à 29 ans,47,12
2021/2022,Collège,Saskatchewan,25 à 29 ans,47,3
2021/2022,Université,Saskatchewan,25 à 29 ans,47,9
2021/2022,Total taux de participation,Alberta,15 à 19 ans,48,82
2021/2022,Primaire/Secondaire,Alberta,15 à 19 ans,48,65
2021/2022,Collège,Alberta,15 à 19 ans,48,4
2021/2022,Université,Alberta,15 à 19 ans,48,13
2021/2022,Total taux de participation,Alberta,20 à 24 ans,48,43
2021/2022,Collège,Alberta,20 à 24 ans,48,8
2021/2022,Université,Alberta,20 à 24 ans,48,35
2021/2022,Total taux de participation,Alberta,25 à 29 ans,48,13
2021/2022,Collège,Alberta,25 à 29 ans,48,4
2021/2022,Université,Alberta,25 à 29 ans,48,9
2021/2022,Total taux de participation,Colombie-Britannique,15 à 19 ans,59,82
2021/2022,Primaire/Secondaire,Colombie-Britannique,15 à 19 ans,59,59
2021/2022,Collège,Colombie-Britannique,15 à 19 ans,59,6
2021/2022,Université,Colombie-Britannique,15 à 19 ans,59,17
2021/2022,Total taux de participation,Colombie-Britannique,20 à 24 ans,59,41
2021/2022,Primaire/Secondaire,Colombie-Britannique,20 à 24 ans,59,1
2021/2022,Collège,Colombie-Britannique,20 à 24 ans,59,8
2021/2022,Université,Colombie-Britannique,20 à 24 ans,59,32
2021/2022,Total taux de participation,Colombie-Britannique,25 à 29 ans,59,12
2021/2022,Collège,Colombie-Britannique,25 à 29 ans,59,3
2021/2022,Université,Colombie-Britannique,25 à 29 ans,59,8
2021/2022,Total taux de participation,Yukon,15 à 19 ans,60,79
2021/2022,Primaire/Secondaire,Yukon,15 à 19 ans,60,66
2021/2022,Total taux de participation,Yukon,20 à 24 ans,60,29
2021/2022,Université,Yukon,20 à 24 ans,60,25
2021/2022,Total taux de participation,Territoires du Nord-Ouest,15 à 19 ans,61,70
2021/2022,Primaire/Secondaire,Territoires du Nord-Ouest,15 à 19 ans,61,61
2021/2022,Université,Territoires du Nord-Ouest,15 à 19 ans,61,9
2021/2022,Total taux de participation,Territoires du Nord-Ouest,20 à 24 ans,61,19
2021/2022,Université,Territoires du Nord-Ouest,20 à 24 ans,61,10
2021/2022,Total taux de participation,Territoires du Nord-Ouest,25 à 29 ans,61,8
2021/2022,Total taux de participation,Nunavut,15 à 19 ans,62,56
2021/2022,Primaire/Secondaire,Nunavut,15 à 19 ans,62,54
2021/2022,Total taux de participation,Nunavut,20 à 24 ans,62,16
2021/2022,Primaire/Secondaire,Nunavut,20 à 24 ans,62,11
2021/2022,Total taux de participation,Nunavut,25 à 29 ans,62,11
2022/2023,Total taux de participation,Canada,15 à 19 ans,,84
2022/2023,Primaire/Secondaire,Canada,15 à 19 ans,,60
2022/2023,Collège,Canada,15 à 19 ans,,11
2022/2023,Université,Canada,15 à 19 ans,,13
2022/2023,Total taux de participation,Canada,20 à 24 ans,,41
2022/2023,Primaire/Secondaire,Canada,20 à 24 ans,,1
2022/2023,Collège,Canada,20 à 24 ans,,11
2022/2023,Université,Canada,20 à 24 ans,,30
2022/2023,Total taux de participation,Canada,25 à 29 ans,,12
2022/2023,Primaire/Secondaire,Canada,25 à 29 ans,,0
2022/2023,Collège,Canada,25 à 29 ans,,3
2022/2023,Université,Canada,25 à 29 ans,,8
2022/2023,Total taux de participation,Terre-Neuve-et-Labrador,15 à 19 ans,10,87
2022/2023,Primaire/Secondaire,Terre-Neuve-et-Labrador,15 à 19 ans,10,65
2022/2023,Collège,Terre-Neuve-et-Labrador,15 à 19 ans,10,5
2022/2023,Université,Terre-Neuve-et-Labrador,15 à 19 ans,10,17
2022/2023,Total taux de participation,Terre-Neuve-et-Labrador,20 à 24 ans,10,42
2022/2023,Collège,Terre-Neuve-et-Labrador,20 à 24 ans,10,11
2022/2023,Université,Terre-Neuve-et-Labrador,20 à 24 ans,10,30
2022/2023,Total taux de participation,Terre-Neuve-et-Labrador,25 à 29 ans,10,10
2022/2023,Collège,Terre-Neuve-et-Labrador,25 à 29 ans,10,3
2022/2023,Université,Terre-Neuve-et-Labrador,25 à 29 ans,10,7
2022/2023,Total taux de participation,Île-du-Prince-Édouard,15 à 19 ans,11,80
2022/2023,Primaire/Secondaire,Île-du-Prince-Édouard,15 à 19 ans,11,58
2022/2023,Collège,Île-du-Prince-Édouard,15 à 19 ans,11,8
2022/2023,Université,Île-du-Prince-Édouard,15 à 19 ans,11,14
2022/2023,Total taux de participation,Île-du-Prince-Édouard,20 à 24 ans,11,41
2022/2023,Primaire/Secondaire,Île-du-Prince-Édouard,20 à 24 ans,11,2
2022/2023,Collège,Île-du-Prince-Édouard,20 à 24 ans,11,8
2022/2023,Université,Île-du-Prince-Édouard,20 à 24 ans,11,32
2022/2023,Total taux de participation,Île-du-Prince-Édouard,25 à 29 ans,11,10
2022/2023,Collège,Île-du-Prince-Édouard,25 à 29 ans,11,3
2022/2023,Université,Île-du-Prince-Édouard,25 à 29 ans,11,7
2022/2023,Total taux de participation,Nouvelle-Écosse,15 à 19 ans,12,81
2022/2023,Primaire/Secondaire,Nouvelle-Écosse,15 à 19 ans,12,61
2022/2023,Collège,Nouvelle-Écosse,15 à 19 ans,12,6
2022/2023,Université,Nouvelle-Écosse,15 à 19 ans,12,15
2022/2023,Total taux de participation,Nouvelle-Écosse,20 à 24 ans,12,35
2022/2023,Collège,Nouvelle-Écosse,20 à 24 ans,12,6
2022/2023,Université,Nouvelle-Écosse,20 à 24 ans,12,29
2022/2023,Total taux de participation,Nouvelle-Écosse,25 à 29 ans,12,12
2022/2023,Collège,Nouvelle-Écosse,25 à 29 ans,12,3
2022/2023,Université,Nouvelle-Écosse,25 à 29 ans,12,10
2022/2023,Total taux de participation,Nouveau-Brunswick,15 à 19 ans,13,80
2022/2023,Primaire/Secondaire,Nouveau-Brunswick,15 à 19 ans,13,60
2022/2023,Collège,Nouveau-Brunswick,15 à 19 ans,13,8
2022/2023,Université,Nouveau-Brunswick,15 à 19 ans,13,12
2022/2023,Total taux de participation,Nouveau-Brunswick,20 à 24 ans,13,29
2022/2023,Collège,Nouveau-Brunswick,20 à 24 ans,13,7
2022/2023,Université,Nouveau-Brunswick,20 à 24 ans,13,21
2022/2023,Total taux de participation,Nouveau-Brunswick,25 à 29 ans,13,9
2022/2023,Collège,Nouveau-Brunswick,25 à 29 ans,13,3
2022/2023,Université,Nouveau-Brunswick,25 à 29 ans,13,6
2022/2023,Total taux de participation,Québec,15 à 19 ans,24,85
2022/2023,Primaire/Secondaire,Québec,15 à 19 ans,24,51
2022/2023,Collège,Québec,15 à 19 ans,24,31
2022/2023,Université,Québec,15 à 19 ans,24,3
2022/2023,Total taux de participation,Québec,20 à 24 ans,24,48
2022/2023,Primaire/Secondaire,Québec,20 à 24 ans,24,2
2022/2023,Collège,Québec,20 à 24 ans,24,14
2022/2023,Université,Québec,20 à 24 ans,24,32
2022/2023,Total taux de participation,Québec,25 à 29 ans,24,16
2022/2023,Primaire/Secondaire,Québec,25 à 29 ans,24,0
2022/2023,Collège,Québec,25 à 29 ans,24,3
2022/2023,Université,Québec,25 à 29 ans,24,13
2022/2023,Total taux de participation,Ontario,15 à 19 ans,35,87
2022/2023,Primaire/Secondaire,Ontario,15 à 19 ans,35,63
2022/2023,Collège,Ontario,15 à 19 ans,35,7
2022/2023,Université,Ontario,15 à 19 ans,35,17
2022/2023,Total taux de participation,Ontario,20 à 24 ans,35,42
2022/2023,Primaire/Secondaire,Ontario,20 à 24 ans,35,1
2022/2023,Collège,Ontario,20 à 24 ans,35,12
2022/2023,Université,Ontario,20 à 24 ans,35,30
2022/2023,Total taux de participation,Ontario,25 à 29 ans,35,11
2022/2023,Primaire/Secondaire,Ontario,25 à 29 ans,35,0
2022/2023,Collège,Ontario,25 à 29 ans,35,4
2022/2023,Université,Ontario,25 à 29 ans,35,6
2022/2023,Total taux de participation,Manitoba,15 à 19 ans,46,79
2022/2023,Primaire/Secondaire,Manitoba,15 à 19 ans,46,62
2022/2023,Collège,Manitoba,15 à 19 ans,46,2
2022/2023,Université,Manitoba,15 à 19 ans,46,15
2022/2023,Total taux de participation,Manitoba,20 à 24 ans,46,31
2022/2023,Primaire/Secondaire,Manitoba,20 à 24 ans,46,1
2022/2023,Collège,Manitoba,20 à 24 ans,46,6
2022/2023,Université,Manitoba,20 à 24 ans,46,24
2022/2023,Total taux de participation,Manitoba,25 à 29 ans,46,11
2022/2023,Primaire/Secondaire,Manitoba,25 à 29 ans,46,1
2022/2023,Collège,Manitoba,25 à 29 ans,46,2
2022/2023,Université,Manitoba,25 à 29 ans,46,8
2022/2023,Total taux de participation,Saskatchewan,15 à 19 ans,47,80
2022/2023,Primaire/Secondaire,Saskatchewan,15 à 19 ans,47,62
2022/2023,Collège,Saskatchewan,15 à 19 ans,47,3
2022/2023,Université,Saskatchewan,15 à 19 ans,47,15
2022/2023,Total taux de participation,Saskatchewan,20 à 24 ans,47,36
2022/2023,Primaire/Secondaire,Saskatchewan,20 à 24 ans,47,2
2022/2023,Collège,Saskatchewan,20 à 24 ans,47,6
2022/2023,Université,Saskatchewan,20 à 24 ans,47,29
2022/2023,Total taux de participation,Saskatchewan,25 à 29 ans,47,10
2022/2023,Collège,Saskatchewan,25 à 29 ans,47,2
2022/2023,Université,Saskatchewan,25 à 29 ans,47,8
2022/2023,Total taux de participation,Alberta,15 à 19 ans,48,79
2022/2023,Primaire/Secondaire,Alberta,15 à 19 ans,48,62
2022/2023,Collège,Alberta,15 à 19 ans,48,5
2022/2023,Université,Alberta,15 à 19 ans,48,12
2022/2023,Total taux de participation,Alberta,20 à 24 ans,48,35
2022/2023,Primaire/Secondaire,Alberta,20 à 24 ans,48,1
2022/2023,Collège,Alberta,20 à 24 ans,48,8
2022/2023,Université,Alberta,20 à 24 ans,48,27
2022/2023,Total taux de participation,Alberta,25 à 29 ans,48,9
2022/2023,Collège,Alberta,25 à 29 ans,48,2
2022/2023,Université,Alberta,25 à 29 ans,48,7
2022/2023,Total taux de participation,Colombie-Britannique,15 à 19 ans,59,81
2022/2023,Primaire/Secondaire,Colombie-Britannique,15 à 19 ans,59,59
2022/2023,Collège,Colombie-Britannique,15 à 19 ans,59,6
2022/2023,Université,Colombie-Britannique,15 à 19 ans,59,16
2022/2023,Total taux de participation,Colombie-Britannique,20 à 24 ans,59,39
2022/2023,Primaire/Secondaire,Colombie-Britannique,20 à 24 ans,59,0
2022/2023,Collège,Colombie-Britannique,20 à 24 ans,59,8
2022/2023,Université,Colombie-Britannique,20 à 24 ans,59,31
2022/2023,Total taux de participation,Colombie-Britannique,25 à 29 ans,59,13
2022/2023,Collège,Colombie-Britannique,25 à 29 ans,59,4
2022/2023,Université,Colombie-Britannique,25 à 29 ans,59,9
2022/2023,Total taux de participation,Yukon,15 à 19 ans,60,81
2022/2023,Primaire/Secondaire,Yukon,15 à 19 ans,60,63
2022/2023,Université,Yukon,15 à 19 ans,60,15
2022/2023,Total taux de participation,Yukon,20 à 24 ans,60,31
2022/2023,Université,Yukon,20 à 24 ans,60,21
2022/2023,Total taux de participation,Yukon,25 à 29 ans,60,12
2022/2023,Université,Yukon,25 à 29 ans,60,9
2022/2023,Total taux de participation,Territoires du Nord-Ouest,15 à 19 ans,61,83
2022/2023,Primaire/Secondaire,Territoires du Nord-Ouest,15 à 19 ans,61,74
2022/2023,Total taux de participation,Territoires du Nord-Ouest,20 à 24 ans,61,27
2022/2023,Université,Territoires du Nord-Ouest,20 à 24 ans,61,19
2022/2023,Total taux de participation,Territoires du Nord-Ouest,25 à 29 ans,61,13
2022/2023,Université,Territoires du Nord-Ouest,25 à 29 ans,61,10
2022/2023,Total taux de participation,Nunavut,15 à 19 ans,62,63
2022/2023,Primaire/Secondaire,Nunavut,15 à 19 ans,62,61
2022/2023,Total taux de participation,Nunavut,20 à 24 ans,62,12
2023/2024,Total taux de participation,Canada,15 à 19 ans,,84
2023/2024,Primaire/Secondaire,Canada,15 à 19 ans,,59
2023/2024,Collège,Canada,15 à 19 ans,,11
2023/2024,Université,Canada,15 à 19 ans,,14
2023/2024,Total taux de participation,Canada,20 à 24 ans,,43
2023/2024,Primaire/Secondaire,Canada,20 à 24 ans,,1
2023/2024,Collège,Canada,20 à 24 ans,,11
2023/2024,Université,Canada,20 à 24 ans,,30
2023/2024,Total taux de participation,Canada,25 à 29 ans,,11
2023/2024,Primaire/Secondaire,Canada,25 à 29 ans,,0
2023/2024,Collège,Canada,25 à 29 ans,,4
2023/2024,Université,Canada,25 à 29 ans,,8
2023/2024,Total taux de participation,Terre-Neuve-et-Labrador,15 à 19 ans,10,84
2023/2024,Primaire/Secondaire,Terre-Neuve-et-Labrador,15 à 19 ans,10,61
2023/2024,Collège,Terre-Neuve-et-Labrador,15 à 19 ans,10,9
2023/2024,Université,Terre-Neuve-et-Labrador,15 à 19 ans,10,13
2023/2024,Total taux de participation,Terre-Neuve-et-Labrador,20 à 24 ans,10,41
2023/2024,Collège,Terre-Neuve-et-Labrador,20 à 24 ans,10,11
2023/2024,Université,Terre-Neuve-et-Labrador,20 à 24 ans,10,30
2023/2024,Total taux de participation,Terre-Neuve-et-Labrador,25 à 29 ans,10,12
2023/2024,Collège,Terre-Neuve-et-Labrador,25 à 29 ans,10,3
2023/2024,Université,Terre-Neuve-et-Labrador,25 à 29 ans,10,9
2023/2024,Total taux de participation,Île-du-Prince-Édouard,15 à 19 ans,11,82
2023/2024,Primaire/Secondaire,Île-du-Prince-Édouard,15 à 19 ans,11,59
2023/2024,Collège,Île-du-Prince-Édouard,15 à 19 ans,11,5
2023/2024,Université,Île-du-Prince-Édouard,15 à 19 ans,11,18
2023/2024,Total taux de participation,Île-du-Prince-Édouard,20 à 24 ans,11,37
2023/2024,Collège,Île-du-Prince-Édouard,20 à 24 ans,11,10
2023/2024,Université,Île-du-Prince-Édouard,20 à 24 ans,11,27
2023/2024,Total taux de participation,Île-du-Prince-Édouard,25 à 29 ans,11,6
