Year,Causes of death,Age at time of death,Sex,Value
2023,Chronic lower respiratory diseases,25 to 34 years,Males,0.2
2023,Pneumoconioses and chemical effects,25 to 34 years,Males,0.1
2023,Pneumonitis due to solids and liquids,25 to 34 years,Males,0.1
2023,Malignant neoplasms,25 to 34 years,Females,7.1
2023,Diabetes mellitus,25 to 34 years,Females,0.8
2023,Diseases of heart,25 to 34 years,Females,2.2
2023,Essential hypertension and hypertensive renal disease,25 to 34 years,Females,0.1
2023,Cerebrovascular diseases,25 to 34 years,Females,0.3
2023,Atherosclerosis,25 to 34 years,Females,0.0
2023,Aortic aneurysm and dissection,25 to 34 years,Females,0.2
2023,Chronic lower respiratory diseases,25 to 34 years,Females,0.2
2023,Pneumoconioses and chemical effects,25 to 34 years,Females,0.0
2023,Pneumonitis due to solids and liquids,25 to 34 years,Females,0.1
2023,Malignant neoplasms,25 to 29 years,Both sexes,4.8
2023,Diabetes mellitus,25 to 29 years,Both sexes,0.7
2023,Diseases of heart,25 to 29 years,Both sexes,2.5
2023,Essential hypertension and hypertensive renal disease,25 to 29 years,Both sexes,0.0
2023,Cerebrovascular diseases,25 to 29 years,Both sexes,0.2
2023,Atherosclerosis,25 to 29 years,Both sexes,0.0
2023,Aortic aneurysm and dissection,25 to 29 years,Both sexes,0.1
2023,Chronic lower respiratory diseases,25 to 29 years,Both sexes,0.2
2023,Pneumoconioses and chemical effects,25 to 29 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,25 to 29 years,Both sexes,0.1
2023,Malignant neoplasms,25 to 29 years,Males,4.4
2023,Diabetes mellitus,25 to 29 years,Males,0.6
2023,Diseases of heart,25 to 29 years,Males,2.7
2023,Essential hypertension and hypertensive renal disease,25 to 29 years,Males,0.1
2023,Cerebrovascular diseases,25 to 29 years,Males,0.3
2023,Atherosclerosis,25 to 29 years,Males,0.0
2023,Aortic aneurysm and dissection,25 to 29 years,Males,0.0
2023,Chronic lower respiratory diseases,25 to 29 years,Males,0.1
2023,Pneumoconioses and chemical effects,25 to 29 years,Males,0.0
2023,Pneumonitis due to solids and liquids,25 to 29 years,Males,0.2
2023,Malignant neoplasms,25 to 29 years,Females,5.3
2023,Diabetes mellitus,25 to 29 years,Females,0.7
2023,Diseases of heart,25 to 29 years,Females,2.3
2023,Essential hypertension and hypertensive renal disease,25 to 29 years,Females,0.0
2023,Cerebrovascular diseases,25 to 29 years,Females,0.1
2023,Atherosclerosis,25 to 29 years,Females,0.0
2023,Aortic aneurysm and dissection,25 to 29 years,Females,0.3
2023,Chronic lower respiratory diseases,25 to 29 years,Females,0.2
2023,Pneumoconioses and chemical effects,25 to 29 years,Females,0.0
2023,Pneumonitis due to solids and liquids,25 to 29 years,Females,0.1
2023,Malignant neoplasms,30 to 34 years,Both sexes,8.1
2023,Diabetes mellitus,30 to 34 years,Both sexes,1.1
2023,Diseases of heart,30 to 34 years,Both sexes,3.1
2023,Essential hypertension and hypertensive renal disease,30 to 34 years,Both sexes,0.1
2023,Cerebrovascular diseases,30 to 34 years,Both sexes,0.7
2023,Atherosclerosis,30 to 34 years,Both sexes,0.0
2023,Aortic aneurysm and dissection,30 to 34 years,Both sexes,0.2
2023,Chronic lower respiratory diseases,30 to 34 years,Both sexes,0.2
2023,Pneumoconioses and chemical effects,30 to 34 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,30 to 34 years,Both sexes,0.0
2023,Malignant neoplasms,30 to 34 years,Males,7.5
2023,Diabetes mellitus,30 to 34 years,Males,1.4
2023,Diseases of heart,30 to 34 years,Males,4.1
2023,Essential hypertension and hypertensive renal disease,30 to 34 years,Males,0.1
2023,Cerebrovascular diseases,30 to 34 years,Males,0.9
2023,Atherosclerosis,30 to 34 years,Males,0.0
2023,Aortic aneurysm and dissection,30 to 34 years,Males,0.3
2023,Chronic lower respiratory diseases,30 to 34 years,Males,0.3
2023,Pneumoconioses and chemical effects,30 to 34 years,Males,0.1
2023,Pneumonitis due to solids and liquids,30 to 34 years,Males,0.1
2023,Malignant neoplasms,30 to 34 years,Females,8.9
2023,Diabetes mellitus,30 to 34 years,Females,0.9
2023,Diseases of heart,30 to 34 years,Females,2.1
2023,Essential hypertension and hypertensive renal disease,30 to 34 years,Females,0.1
2023,Cerebrovascular diseases,30 to 34 years,Females,0.5
2023,Atherosclerosis,30 to 34 years,Females,0.0
2023,Aortic aneurysm and dissection,30 to 34 years,Females,0.1
2023,Chronic lower respiratory diseases,30 to 34 years,Females,0.1
2023,Pneumoconioses and chemical effects,30 to 34 years,Females,0.0
2023,Pneumonitis due to solids and liquids,30 to 34 years,Females,0.0
2023,Malignant neoplasms,35 to 44 years,Both sexes,20.8
2023,Diabetes mellitus,35 to 44 years,Both sexes,2.4
2023,Diseases of heart,35 to 44 years,Both sexes,9.7
2023,Essential hypertension and hypertensive renal disease,35 to 44 years,Both sexes,0.2
2023,Cerebrovascular diseases,35 to 44 years,Both sexes,2.1
2023,Atherosclerosis,35 to 44 years,Both sexes,0.0
2023,Aortic aneurysm and dissection,35 to 44 years,Both sexes,0.5
2023,Chronic lower respiratory diseases,35 to 44 years,Both sexes,0.4
2023,Pneumoconioses and chemical effects,35 to 44 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,35 to 44 years,Both sexes,0.2
2023,Malignant neoplasms,35 to 44 years,Males,19.0
2023,Diabetes mellitus,35 to 44 years,Males,3.0
2023,Diseases of heart,35 to 44 years,Males,13.9
2023,Essential hypertension and hypertensive renal disease,35 to 44 years,Males,0.4
2023,Cerebrovascular diseases,35 to 44 years,Males,2.3
2023,Atherosclerosis,35 to 44 years,Males,0.0
2023,Aortic aneurysm and dissection,35 to 44 years,Males,0.8
2023,Chronic lower respiratory diseases,35 to 44 years,Males,0.5
2023,Pneumoconioses and chemical effects,35 to 44 years,Males,0.0
2023,Pneumonitis due to solids and liquids,35 to 44 years,Males,0.2
2023,Malignant neoplasms,35 to 44 years,Females,22.7
2023,Diabetes mellitus,35 to 44 years,Females,1.7
2023,Diseases of heart,35 to 44 years,Females,5.5
2023,Essential hypertension and hypertensive renal disease,35 to 44 years,Females,0.1
2023,Cerebrovascular diseases,35 to 44 years,Females,1.9
2023,Atherosclerosis,35 to 44 years,Females,0.0
2023,Aortic aneurysm and dissection,35 to 44 years,Females,0.3
2023,Chronic lower respiratory diseases,35 to 44 years,Females,0.3
2023,Pneumoconioses and chemical effects,35 to 44 years,Females,0.0
2023,Pneumonitis due to solids and liquids,35 to 44 years,Females,0.1
2023,Malignant neoplasms,35 to 39 years,Both sexes,15.4
2023,Diabetes mellitus,35 to 39 years,Both sexes,1.6
2023,Diseases of heart,35 to 39 years,Both sexes,6.7
2023,Essential hypertension and hypertensive renal disease,35 to 39 years,Both sexes,0.2
2023,Cerebrovascular diseases,35 to 39 years,Both sexes,1.5
2023,Atherosclerosis,35 to 39 years,Both sexes,0.0
2023,Aortic aneurysm and dissection,35 to 39 years,Both sexes,0.4
2023,Chronic lower respiratory diseases,35 to 39 years,Both sexes,0.3
2023,Pneumoconioses and chemical effects,35 to 39 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,35 to 39 years,Both sexes,0.2
2023,Malignant neoplasms,35 to 39 years,Males,13.1
2023,Diabetes mellitus,35 to 39 years,Males,2.1
2023,Diseases of heart,35 to 39 years,Males,9.3
2023,Essential hypertension and hypertensive renal disease,35 to 39 years,Males,0.3
2023,Cerebrovascular diseases,35 to 39 years,Males,1.5
2023,Atherosclerosis,35 to 39 years,Males,0.0
2023,Aortic aneurysm and dissection,35 to 39 years,Males,0.6
2023,Chronic lower respiratory diseases,35 to 39 years,Males,0.2
2023,Pneumoconioses and chemical effects,35 to 39 years,Males,0.0
2023,Pneumonitis due to solids and liquids,35 to 39 years,Males,0.2
2023,Malignant neoplasms,35 to 39 years,Females,17.8
2023,Diabetes mellitus,35 to 39 years,Females,1.2
2023,Diseases of heart,35 to 39 years,Females,4.1
2023,Essential hypertension and hypertensive renal disease,35 to 39 years,Females,0.1
2023,Cerebrovascular diseases,35 to 39 years,Females,1.4
2023,Atherosclerosis,35 to 39 years,Females,0.0
2023,Aortic aneurysm and dissection,35 to 39 years,Females,0.3
2023,Chronic lower respiratory diseases,35 to 39 years,Females,0.4
2023,Pneumoconioses and chemical effects,35 to 39 years,Females,0.0
2023,Pneumonitis due to solids and liquids,35 to 39 years,Females,0.1
2023,Malignant neoplasms,40 to 44 years,Both sexes,26.5
2023,Diabetes mellitus,40 to 44 years,Both sexes,3.1
2023,Diseases of heart,40 to 44 years,Both sexes,12.9
2023,Essential hypertension and hypertensive renal disease,40 to 44 years,Both sexes,0.2
2023,Cerebrovascular diseases,40 to 44 years,Both sexes,2.8
2023,Atherosclerosis,40 to 44 years,Both sexes,0.0
2023,Aortic aneurysm and dissection,40 to 44 years,Both sexes,0.7
2023,Chronic lower respiratory diseases,40 to 44 years,Both sexes,0.5
2023,Pneumoconioses and chemical effects,40 to 44 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,40 to 44 years,Both sexes,0.1
2023,Malignant neoplasms,40 to 44 years,Males,25.2
2023,Diabetes mellitus,40 to 44 years,Males,3.9
2023,Diseases of heart,40 to 44 years,Males,18.9
2023,Essential hypertension and hypertensive renal disease,40 to 44 years,Males,0.4
2023,Cerebrovascular diseases,40 to 44 years,Males,3.1
2023,Atherosclerosis,40 to 44 years,Males,0.0
2023,Aortic aneurysm and dissection,40 to 44 years,Males,1.1
2023,Chronic lower respiratory diseases,40 to 44 years,Males,0.8
2023,Pneumoconioses and chemical effects,40 to 44 years,Males,0.0
2023,Pneumonitis due to solids and liquids,40 to 44 years,Males,0.1
2023,Malignant neoplasms,40 to 44 years,Females,27.8
2023,Diabetes mellitus,40 to 44 years,Females,2.3
2023,Diseases of heart,40 to 44 years,Females,6.8
2023,Essential hypertension and hypertensive renal disease,40 to 44 years,Females,0.0
2023,Cerebrovascular diseases,40 to 44 years,Females,2.4
2023,Atherosclerosis,40 to 44 years,Females,0.0
2023,Aortic aneurysm and dissection,40 to 44 years,Females,0.2
2023,Chronic lower respiratory diseases,40 to 44 years,Females,0.2
2023,Pneumoconioses and chemical effects,40 to 44 years,Females,0.0
2023,Pneumonitis due to solids and liquids,40 to 44 years,Females,0.2
2023,Malignant neoplasms,45 to 54 years,Both sexes,69.2
2023,Diabetes mellitus,45 to 54 years,Both sexes,6.9
2023,Diseases of heart,45 to 54 years,Both sexes,32.7
2023,Essential hypertension and hypertensive renal disease,45 to 54 years,Both sexes,0.4
2023,Cerebrovascular diseases,45 to 54 years,Both sexes,5.9
2023,Atherosclerosis,45 to 54 years,Both sexes,0.1
2023,Aortic aneurysm and dissection,45 to 54 years,Both sexes,1.5
2023,Chronic lower respiratory diseases,45 to 54 years,Both sexes,2.4
2023,Pneumoconioses and chemical effects,45 to 54 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,45 to 54 years,Both sexes,0.4
2023,Malignant neoplasms,45 to 54 years,Males,63.6
2023,Diabetes mellitus,45 to 54 years,Males,9.5
2023,Diseases of heart,45 to 54 years,Males,49.7
2023,Essential hypertension and hypertensive renal disease,45 to 54 years,Males,0.6
2023,Cerebrovascular diseases,45 to 54 years,Males,6.8
2023,Atherosclerosis,45 to 54 years,Males,0.1
2023,Aortic aneurysm and dissection,45 to 54 years,Males,2.4
2023,Chronic lower respiratory diseases,45 to 54 years,Males,3.0
2023,Pneumoconioses and chemical effects,45 to 54 years,Males,0.0
2023,Pneumonitis due to solids and liquids,45 to 54 years,Males,0.5
2023,Malignant neoplasms,45 to 54 years,Females,74.7
2023,Diabetes mellitus,45 to 54 years,Females,4.3
2023,Diseases of heart,45 to 54 years,Females,15.8
2023,Essential hypertension and hypertensive renal disease,45 to 54 years,Females,0.2
2023,Cerebrovascular diseases,45 to 54 years,Females,5.0
2023,Atherosclerosis,45 to 54 years,Females,0.1
2023,Aortic aneurysm and dissection,45 to 54 years,Females,0.7
2023,Chronic lower respiratory diseases,45 to 54 years,Females,1.7
2023,Pneumoconioses and chemical effects,45 to 54 years,Females,0.1
2023,Pneumonitis due to solids and liquids,45 to 54 years,Females,0.3
2023,Malignant neoplasms,45 to 49 years,Both sexes,49.0
2023,Diabetes mellitus,45 to 49 years,Both sexes,4.8
2023,Diseases of heart,45 to 49 years,Both sexes,22.8
2023,Essential hypertension and hypertensive renal disease,45 to 49 years,Both sexes,0.4
2023,Cerebrovascular diseases,45 to 49 years,Both sexes,4.2
2023,Atherosclerosis,45 to 49 years,Both sexes,0.1
2023,Aortic aneurysm and dissection,45 to 49 years,Both sexes,1.2
2023,Chronic lower respiratory diseases,45 to 49 years,Both sexes,1.4
2023,Pneumoconioses and chemical effects,45 to 49 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,45 to 49 years,Both sexes,0.2
2023,Malignant neoplasms,45 to 49 years,Males,42.2
2023,Diabetes mellitus,45 to 49 years,Males,6.8
2023,Diseases of heart,45 to 49 years,Males,35.0
2023,Essential hypertension and hypertensive renal disease,45 to 49 years,Males,0.5
2023,Cerebrovascular diseases,45 to 49 years,Males,5.1
2023,Atherosclerosis,45 to 49 years,Males,0.2
2023,Aortic aneurysm and dissection,45 to 49 years,Males,1.8
2023,Chronic lower respiratory diseases,45 to 49 years,Males,1.7
2023,Pneumoconioses and chemical effects,45 to 49 years,Males,0.0
2023,Pneumonitis due to solids and liquids,45 to 49 years,Males,0.2
2023,Malignant neoplasms,45 to 49 years,Females,55.7
2023,Diabetes mellitus,45 to 49 years,Females,2.8
2023,Diseases of heart,45 to 49 years,Females,10.7
2023,Essential hypertension and hypertensive renal disease,45 to 49 years,Females,0.2
2023,Cerebrovascular diseases,45 to 49 years,Females,3.3
2023,Atherosclerosis,45 to 49 years,Females,0.0
2023,Aortic aneurysm and dissection,45 to 49 years,Females,0.6
2023,Chronic lower respiratory diseases,45 to 49 years,Females,1.1
2023,Pneumoconioses and chemical effects,45 to 49 years,Females,0.0
2023,Pneumonitis due to solids and liquids,45 to 49 years,Females,0.2
2023,Malignant neoplasms,50 to 54 years,Both sexes,89.7
2023,Diabetes mellitus,50 to 54 years,Both sexes,9.0
2023,Diseases of heart,50 to 54 years,Both sexes,42.6
2023,Essential hypertension and hypertensive renal disease,50 to 54 years,Both sexes,0.5
2023,Cerebrovascular diseases,50 to 54 years,Both sexes,7.6
2023,Atherosclerosis,50 to 54 years,Both sexes,0.1
2023,Aortic aneurysm and dissection,50 to 54 years,Both sexes,1.9
2023,Chronic lower respiratory diseases,50 to 54 years,Both sexes,3.3
2023,Pneumoconioses and chemical effects,50 to 54 years,Both sexes,0.0
2023,Pneumonitis due to solids and liquids,50 to 54 years,Both sexes,0.5
2023,Malignant neoplasms,50 to 54 years,Males,85.5
2023,Diabetes mellitus,50 to 54 years,Males,12.3
2023,Diseases of heart,50 to 54 years,Males,64.7
2023,Essential hypertension and hypertensive renal disease,50 to 54 years,Males,0.7
2023,Cerebrovascular diseases,50 to 54 years,Males,8.4
2023,Atherosclerosis,50 to 54 years,Males,0.1
2023,Aortic aneurysm and dissection,50 to 54 years,Males,3.1
2023,Chronic lower respiratory diseases,50 to 54 years,Males,4.2
2023,Pneumoconioses and chemical effects,50 to 54 years,Males,0.0
2023,Pneumonitis due to solids and liquids,50 to 54 years,Males,0.7
2023,Malignant neoplasms,50 to 54 years,Females,93.7
2023,Diabetes mellitus,50 to 54 years,Females,5.8
2023,Diseases of heart,50 to 54 years,Females,21.0
2023,Essential hypertension and hypertensive renal disease,50 to 54 years,Females,0.2
2023,Cerebrovascular diseases,50 to 54 years,Females,6.8
2023,Atherosclerosis,50 to 54 years,Females,0.1
2023,Aortic aneurysm and dissection,50 to 54 years,Females,0.7
2023,Chronic lower respiratory diseases,50 to 54 years,Females,2.4
2023,Pneumoconioses and chemical effects,50 to 54 years,Females,0.1
2023,Pneumonitis due to solids and liquids,50 to 54 years,Females,0.4
2023,Malignant neoplasms,55 to 64 years,Both sexes,224.6
2023,Diabetes mellitus,55 to 64 years,Both sexes,16.9
2023,Diseases of heart,55 to 64 years,Both sexes,98.7
2023,Essential hypertension and hypertensive renal disease,55 to 64 years,Both sexes,1.7
2023,Cerebrovascular diseases,55 to 64 years,Both sexes,17.1
2023,Atherosclerosis,55 to 64 years,Both sexes,0.4
2023,Aortic aneurysm and dissection,55 to 64 years,Both sexes,2.4
2023,Chronic lower respiratory diseases,55 to 64 years,Both sexes,21.2
2023,Pneumoconioses and chemical effects,55 to 64 years,Both sexes,0.1
2023,Pneumonitis due to solids and liquids,55 to 64 years,Both sexes,1.9
2023,Malignant neoplasms,55 to 64 years,Males,239.1
2023,Diabetes mellitus,55 to 64 years,Males,22.3
2023,Diseases of heart,55 to 64 years,Males,147.5
2023,Essential hypertension and hypertensive renal disease,55 to 64 years,Males,2.4
2023,Cerebrovascular diseases,55 to 64 years,Males,20.8
2023,Atherosclerosis,55 to 64 years,Males,0.5
2023,Aortic aneurysm and dissection,55 to 64 years,Males,3.8
2023,Chronic lower respiratory diseases,55 to 64 years,Males,23.9
2023,Pneumoconioses and chemical effects,55 to 64 years,Males,0.2
2023,Pneumonitis due to solids and liquids,55 to 64 years,Males,2.7
2023,Malignant neoplasms,55 to 64 years,Females,210.5
2023,Diabetes mellitus,55 to 64 years,Females,11.6
2023,Diseases of heart,55 to 64 years,Females,51.0
2023,Essential hypertension and hypertensive renal disease,55 to 64 years,Females,1.1
2023,Cerebrovascular diseases,55 to 64 years,Females,13.5
2023,Atherosclerosis,55 to 64 years,Females,0.2
2023,Aortic aneurysm and dissection,55 to 64 years,Females,1.1
2023,Chronic lower respiratory diseases,55 to 64 years,Females,18.6
2023,Pneumoconioses and chemical effects,55 to 64 years,Females,0.1
2023,Pneumonitis due to solids and liquids,55 to 64 years,Females,1.1
2023,Malignant neoplasms,55 to 59 years,Both sexes,165.2
2023,Diabetes mellitus,55 to 59 years,Both sexes,13.6
2023,Diseases of heart,55 to 59 years,Both sexes,73.6
2023,Essential hypertension and hypertensive renal disease,55 to 59 years,Both sexes,1.4
2023,Cerebrovascular diseases,55 to 59 years,Both sexes,12.5
2023,Atherosclerosis,55 to 59 years,Both sexes,0.3
2023,Aortic aneurysm and dissection,55 to 59 years,Both sexes,1.8
2023,Chronic lower respiratory diseases,55 to 59 years,Both sexes,12.3
2023,Pneumoconioses and chemical effects,55 to 59 years,Both sexes,0.1
2023,Pneumonitis due to solids and liquids,55 to 59 years,Both sexes,1.3
2023,Malignant neoplasms,55 to 59 years,Males,173.4
2023,Diabetes mellitus,55 to 59 years,Males,19.3
2023,Diseases of heart,55 to 59 years,Males,111.2
2023,Essential hypertension and hypertensive renal disease,55 to 59 years,Males,1.8
2023,Cerebrovascular diseases,55 to 59 years,Males,14.8
2023,Atherosclerosis,55 to 59 years,Males,0.5
2023,Aortic aneurysm and dissection,55 to 59 years,Males,2.8
2023,Chronic lower respiratory diseases,55 to 59 years,Males,13.6
2023,Pneumoconioses and chemical effects,55 to 59 years,Males,0.1
2023,Pneumonitis due to solids and liquids,55 to 59 years,Males,1.7
2023,Malignant neoplasms,55 to 59 years,Females,157.2
2023,Diabetes mellitus,55 to 59 years,Females,8.0
2023,Diseases of heart,55 to 59 years,Females,36.7
2023,Essential hypertension and hypertensive renal disease,55 to 59 years,Females,1.0
2023,Cerebrovascular diseases,55 to 59 years,Females,10.3
2023,Atherosclerosis,55 to 59 years,Females,0.2
2023,Aortic aneurysm and dissection,55 to 59 years,Females,0.9
2023,Chronic lower respiratory diseases,55 to 59 years,Females,11.0
2023,Pneumoconioses and chemical effects,55 to 59 years,Females,0.1
2023,Pneumonitis due to solids and liquids,55 to 59 years,Females,1.0
2023,Malignant neoplasms,60 to 64 years,Both sexes,281.2
2023,Diabetes mellitus,60 to 64 years,Both sexes,20.1
2023,Diseases of heart,60 to 64 years,Both sexes,122.5
2023,Essential hypertension and hypertensive renal disease,60 to 64 years,Both sexes,2.1
2023,Cerebrovascular diseases,60 to 64 years,Both sexes,21.5
2023,Atherosclerosis,60 to 64 years,Both sexes,0.4
2023,Aortic aneurysm and dissection,60 to 64 years,Both sexes,3.0
2023,Chronic lower respiratory diseases,60 to 64 years,Both sexes,29.6
2023,Pneumoconioses and chemical effects,60 to 64 years,Both sexes,0.1
2023,Pneumonitis due to solids and liquids,60 to 64 years,Both sexes,2.4
2023,Malignant neoplasms,60 to 64 years,Males,301.8
2023,Diabetes mellitus,60 to 64 years,Males,25.3
2023,Diseases of heart,60 to 64 years,Males,182.1
2023,Essential hypertension and hypertensive renal disease,60 to 64 years,Males,2.9
2023,Cerebrovascular diseases,60 to 64 years,Males,26.4
2023,Atherosclerosis,60 to 64 years,Males,0.6
2023,Aortic aneurysm and dissection,60 to 64 years,Males,4.8
2023,Chronic lower respiratory diseases,60 to 64 years,Males,33.6
2023,Pneumoconioses and chemical effects,60 to 64 years,Males,0.2
2023,Pneumonitis due to solids and liquids,60 to 64 years,Males,3.6
2023,Malignant neoplasms,60 to 64 years,Females,261.0
2023,Diabetes mellitus,60 to 64 years,Females,15.0
2023,Diseases of heart,60 to 64 years,Females,64.5
2023,Essential hypertension and hypertensive renal disease,60 to 64 years,Females,1.3
2023,Cerebrovascular diseases,60 to 64 years,Females,16.7
2023,Atherosclerosis,60 to 64 years,Females,0.3
2023,Aortic aneurysm and dissection,60 to 64 years,Females,1.3
2023,Chronic lower respiratory diseases,60 to 64 years,Females,25.7
2023,Pneumoconioses and chemical effects,60 to 64 years,Females,0.1
2023,Pneumonitis due to solids and liquids,60 to 64 years,Females,1.3
2023,Malignant neoplasms,65 to 74 years,Both sexes,542.4
2023,Diabetes mellitus,65 to 74 years,Both sexes,37.1
2023,Diseases of heart,65 to 74 years,Both sexes,239.8
2023,Essential hypertension and hypertensive renal disease,65 to 74 years,Both sexes,5.3
2023,Cerebrovascular diseases,65 to 74 years,Both sexes,48.9
2023,Atherosclerosis,65 to 74 years,Both sexes,1.5
2023,Aortic aneurysm and dissection,65 to 74 years,Both sexes,7.9
2023,Chronic lower respiratory diseases,65 to 74 years,Both sexes,75.0
2023,Pneumoconioses and chemical effects,65 to 74 years,Both sexes,0.4
2023,Pneumonitis due to solids and liquids,65 to 74 years,Both sexes,5.3
2023,Malignant neoplasms,65 to 74 years,Males,617.6
2023,Diabetes mellitus,65 to 74 years,Males,47.5
2023,Diseases of heart,65 to 74 years,Males,338.5
2023,Essential hypertension and hypertensive renal disease,65 to 74 years,Males,6.5
2023,Cerebrovascular diseases,65 to 74 years,Males,58.5
2023,Atherosclerosis,65 to 74 years,Males,1.8
2023,Aortic aneurysm and dissection,65 to 74 years,Males,11.4
2023,Chronic lower respiratory diseases,65 to 74 years,Males,84.2
2023,Pneumoconioses and chemical effects,65 to 74 years,Males,0.8
2023,Pneumonitis due to solids and liquids,65 to 74 years,Males,7.2
2023,Malignant neoplasms,65 to 74 years,Females,472.4
2023,Diabetes mellitus,65 to 74 years,Females,27.3
2023,Diseases of heart,65 to 74 years,Females,147.9
2023,Essential hypertension and hypertensive renal disease,65 to 74 years,Females,4.1
2023,Cerebrovascular diseases,65 to 74 years,Females,40.0
2023,Atherosclerosis,65 to 74 years,Females,1.3
2023,Aortic aneurysm and dissection,65 to 74 years,Females,4.5
2023,Chronic lower respiratory diseases,65 to 74 years,Females,66.5
2023,Pneumoconioses and chemical effects,65 to 74 years,Females,0.1
2023,Pneumonitis due to solids and liquids,65 to 74 years,Females,3.6
2023,Malignant neoplasms,65 to 69 years,Both sexes,450.1
2023,Diabetes mellitus,65 to 69 years,Both sexes,28.1
2023,Diseases of heart,65 to 69 years,Both sexes,192.6
2023,Essential hypertension and hypertensive renal disease,65 to 69 years,Both sexes,3.9
2023,Cerebrovascular diseases,65 to 69 years,Both sexes,35.8
2023,Atherosclerosis,65 to 69 years,Both sexes,1.2
2023,Aortic aneurysm and dissection,65 to 69 years,Both sexes,6.0
2023,Chronic lower respiratory diseases,65 to 69 years,Both sexes,58.2
2023,Pneumoconioses and chemical effects,65 to 69 years,Both sexes,0.3
2023,Pneumonitis due to solids and liquids,65 to 69 years,Both sexes,3.4
2023,Malignant neoplasms,65 to 69 years,Males,507.6
2023,Diabetes mellitus,65 to 69 years,Males,35.0
2023,Diseases of heart,65 to 69 years,Males,277.1
2023,Essential hypertension and hypertensive renal disease,65 to 69 years,Males,4.7
2023,Cerebrovascular diseases,65 to 69 years,Males,43.7
2023,Atherosclerosis,65 to 69 years,Males,1.6
2023,Aortic aneurysm and dissection,65 to 69 years,Males,8.7
2023,Chronic lower respiratory diseases,65 to 69 years,Males,65.8
2023,Pneumoconioses and chemical effects,65 to 69 years,Males,0.5
2023,Pneumonitis due to solids and liquids,65 to 69 years,Males,4.5
2023,Malignant neoplasms,65 to 69 years,Females,395.8
2023,Diabetes mellitus,65 to 69 years,Females,21.6
2023,Diseases of heart,65 to 69 years,Females,112.9
2023,Essential hypertension and hypertensive renal disease,65 to 69 years,Females,3.2
2023,Cerebrovascular diseases,65 to 69 years,Females,28.3
2023,Atherosclerosis,65 to 69 years,Females,0.8
2023,Aortic aneurysm and dissection,65 to 69 years,Females,3.5
2023,Chronic lower respiratory diseases,65 to 69 years,Females,51.0
2023,Pneumoconioses and chemical effects,65 to 69 years,Females,0.0
2023,Pneumonitis due to solids and liquids,65 to 69 years,Females,2.4
2023,Malignant neoplasms,70 to 74 years,Both sexes,657.4
2023,Diabetes mellitus,70 to 74 years,Both sexes,48.2
2023,Diseases of heart,70 to 74 years,Both sexes,298.6
2023,Essential hypertension and hypertensive renal disease,70 to 74 years,Both sexes,7.0
2023,Cerebrovascular diseases,70 to 74 years,Both sexes,65.4
2023,Atherosclerosis,70 to 74 years,Both sexes,2.0
2023,Aortic aneurysm and dissection,70 to 74 years,Both sexes,10.2
2023,Chronic lower respiratory diseases,70 to 74 years,Both sexes,96.0
2023,Pneumoconioses and chemical effects,70 to 74 years,Both sexes,0.6
2023,Pneumonitis due to solids and liquids,70 to 74 years,Both sexes,7.7
2023,Malignant neoplasms,70 to 74 years,Males,756.7
2023,Diabetes mellitus,70 to 74 years,Males,63.4
2023,Diseases of heart,70 to 74 years,Males,416.2
2023,Essential hypertension and hypertensive renal disease,70 to 74 years,Males,8.8
2023,Cerebrovascular diseases,70 to 74 years,Males,77.3
2023,Atherosclerosis,70 to 74 years,Males,2.2
2023,Aortic aneurysm and dissection,70 to 74 years,Males,14.9
2023,Chronic lower respiratory diseases,70 to 74 years,Males,107.4
2023,Pneumoconioses and chemical effects,70 to 74 years,Males,1.1
2023,Pneumonitis due to solids and liquids,70 to 74 years,Males,10.7
2023,Malignant neoplasms,70 to 74 years,Females,566.5
2023,Diabetes mellitus,70 to 74 years,Females,34.4
2023,Diseases of heart,70 to 74 years,Females,190.8
2023,Essential hypertension and hypertensive renal disease,70 to 74 years,Females,5.3
2023,Cerebrovascular diseases,70 to 74 years,Females,54.4
2023,Atherosclerosis,70 to 74 years,Females,1.8
2023,Aortic aneurysm and dissection,70 to 74 years,Females,5.8
2023,Chronic lower respiratory diseases,70 to 74 years,Females,85.5
2023,Pneumoconioses and chemical effects,70 to 74 years,Females,0.1
2023,Pneumonitis due to solids and liquids,70 to 74 years,Females,5.0
2023,Malignant neoplasms,75 to 84 years,Both sexes,1114.7
2023,Diabetes mellitus,75 to 84 years,Both sexes,89.1
2023,Diseases of heart,75 to 84 years,Both sexes,628.4
2023,Essential hypertension and hypertensive renal disease,75 to 84 years,Both sexes,18.5
2023,Cerebrovascular diseases,75 to 84 years,Both sexes,172.6
2023,Atherosclerosis,75 to 84 years,Both sexes,5.8
2023,Aortic aneurysm and dissection,75 to 84 years,Both sexes,21.7
2023,Chronic lower respiratory diseases,75 to 84 years,Both sexes,190.1
2023,Pneumoconioses and chemical effects,75 to 84 years,Both sexes,1.9
