Year,Geography,Household hazardous waste,GeoCode,Value
2017,Manitoba,Leftover or expired medication,46,30.0
2017,Manitoba,Medical sharps,46,15.0
2017,Manitoba,Leftover paint or solvents,46,34.0
2017,Manitoba,Unwanted engine oil or anti-freeze,46,19.0
2017,Manitoba,Dead or unwanted batteries (excluding car batteries),46,49.0
2017,Manitoba,Leftover pesticides,46,3.0
2017,Manitoba,Mattresses,46,11.0
2017,Manitoba,Textiles,46,33.0
2017,Saskatchewan,Leftover or expired medication,47,32.0
2017,Saskatchewan,Medical sharps,47,10.0
2017,Saskatchewan,Leftover paint or solvents,47,29.0
2017,Saskatchewan,Unwanted engine oil or anti-freeze,47,19.0
2017,Saskatchewan,Dead or unwanted batteries (excluding car batteries),47,44.0
2017,Saskatchewan,Leftover pesticides,47,
2017,Saskatchewan,Mattresses,47,7.0
2017,Saskatchewan,Textiles,47,32.0
2017,Alberta,Leftover or expired medication,48,35.0
2017,Alberta,Medical sharps,48,12.0
2017,Alberta,Leftover paint or solvents,48,37.0
2017,Alberta,Unwanted engine oil or anti-freeze,48,24.0
2017,Alberta,Dead or unwanted batteries (excluding car batteries),48,52.0
2017,Alberta,Leftover pesticides,48,4.0
2017,Alberta,Mattresses,48,11.0
2017,Alberta,Textiles,48,41.0
2017,British Columbia,Leftover or expired medication,59,34.0
2017,British Columbia,Medical sharps,59,12.0
2017,British Columbia,Leftover paint or solvents,59,32.0
2017,British Columbia,Unwanted engine oil or anti-freeze,59,16.0
2017,British Columbia,Dead or unwanted batteries (excluding car batteries),59,53.0
2017,British Columbia,Leftover pesticides,59,1.0
2017,British Columbia,Mattresses,59,10.0
2017,British Columbia,Textiles,59,47.0
2017,All census metropolitan areas,Leftover or expired medication,,39.0
2017,All census metropolitan areas,Medical sharps,,12.0
2017,All census metropolitan areas,Leftover paint or solvents,,37.0
2017,All census metropolitan areas,Unwanted engine oil or anti-freeze,,14.0
2017,All census metropolitan areas,Dead or unwanted batteries (excluding car batteries),,58.0
2017,All census metropolitan areas,Leftover pesticides,,2.0
2017,All census metropolitan areas,Mattresses,,10.0
2017,All census metropolitan areas,Textiles,,48.0
2017,"St. John's, Newfoundland and Labrador",Leftover or expired medication,,31.0
2017,"St. John's, Newfoundland and Labrador",Medical sharps,,
2017,"St. John's, Newfoundland and Labrador",Leftover paint or solvents,,42.0
2017,"St. John's, Newfoundland and Labrador",Unwanted engine oil or anti-freeze,,
2017,"St. John's, Newfoundland and Labrador",Dead or unwanted batteries (excluding car batteries),,34.0
2017,"St. John's, Newfoundland and Labrador",Leftover pesticides,,
2017,"St. John's, Newfoundland and Labrador",Mattresses,,
2017,"St. John's, Newfoundland and Labrador",Textiles,,48.0
2017,"Halifax, Nova Scotia",Leftover or expired medication,,37.0
2017,"Halifax, Nova Scotia",Medical sharps,,12.0
2017,"Halifax, Nova Scotia",Leftover paint or solvents,,39.0
2017,"Halifax, Nova Scotia",Unwanted engine oil or anti-freeze,,11.0
2017,"Halifax, Nova Scotia",Dead or unwanted batteries (excluding car batteries),,52.0
2017,"Halifax, Nova Scotia",Leftover pesticides,,
2017,"Halifax, Nova Scotia",Mattresses,,11.0
2017,"Halifax, Nova Scotia",Textiles,,51.0
2017,"Moncton, New Brunswick",Leftover or expired medication,,50.0
2017,"Moncton, New Brunswick",Medical sharps,,
2017,"Moncton, New Brunswick",Leftover paint or solvents,,42.0
2017,"Moncton, New Brunswick",Unwanted engine oil or anti-freeze,,
2017,"Moncton, New Brunswick",Dead or unwanted batteries (excluding car batteries),,49.0
2017,"Moncton, New Brunswick",Leftover pesticides,,
2017,"Moncton, New Brunswick",Mattresses,,
2017,"Moncton, New Brunswick",Textiles,,58.0
2017,"Saint John, New Brunswick",Leftover or expired medication,,34.0
2017,"Saint John, New Brunswick",Medical sharps,,
2017,"Saint John, New Brunswick",Leftover paint or solvents,,42.0
2017,"Saint John, New Brunswick",Unwanted engine oil or anti-freeze,,
2017,"Saint John, New Brunswick",Dead or unwanted batteries (excluding car batteries),,52.0
2017,"Saint John, New Brunswick",Leftover pesticides,,
2017,"Saint John, New Brunswick",Mattresses,,
2017,"Saint John, New Brunswick",Textiles,,53.0
2017,"Saguenay, Quebec",Leftover or expired medication,,47.0
2017,"Saguenay, Quebec",Medical sharps,,15.0
2017,"Saguenay, Quebec",Leftover paint or solvents,,47.0
2017,"Saguenay, Quebec",Unwanted engine oil or anti-freeze,,18.0
2017,"Saguenay, Quebec",Dead or unwanted batteries (excluding car batteries),,65.0
2017,"Saguenay, Quebec",Leftover pesticides,,
2017,"Saguenay, Quebec",Mattresses,,
2017,"Saguenay, Quebec",Textiles,,46.0
2017,"Québec, Quebec",Leftover or expired medication,,50.0
2017,"Québec, Quebec",Medical sharps,,8.0
2017,"Québec, Quebec",Leftover paint or solvents,,38.0
2017,"Québec, Quebec",Unwanted engine oil or anti-freeze,,12.0
2017,"Québec, Quebec",Dead or unwanted batteries (excluding car batteries),,63.0
2017,"Québec, Quebec",Leftover pesticides,,
2017,"Québec, Quebec",Mattresses,,8.0
2017,"Québec, Quebec",Textiles,,49.0
2017,"Sherbrooke, Quebec",Leftover or expired medication,,49.0
2017,"Sherbrooke, Quebec",Medical sharps,,
2017,"Sherbrooke, Quebec",Leftover paint or solvents,,58.0
2017,"Sherbrooke, Quebec",Unwanted engine oil or anti-freeze,,20.0
2017,"Sherbrooke, Quebec",Dead or unwanted batteries (excluding car batteries),,74.0
2017,"Sherbrooke, Quebec",Leftover pesticides,,
2017,"Sherbrooke, Quebec",Mattresses,,
2017,"Sherbrooke, Quebec",Textiles,,45.0
2017,"Trois-Rivières, Quebec",Leftover or expired medication,,47.0
2017,"Trois-Rivières, Quebec",Medical sharps,,
2017,"Trois-Rivières, Quebec",Leftover paint or solvents,,42.0
2017,"Trois-Rivières, Quebec",Unwanted engine oil or anti-freeze,,
2017,"Trois-Rivières, Quebec",Dead or unwanted batteries (excluding car batteries),,73.0
2017,"Trois-Rivières, Quebec",Leftover pesticides,,
2017,"Trois-Rivières, Quebec",Mattresses,,
2017,"Trois-Rivières, Quebec",Textiles,,53.0
2017,"Montréal, Quebec",Leftover or expired medication,,48.0
2017,"Montréal, Quebec",Medical sharps,,10.0
2017,"Montréal, Quebec",Leftover paint or solvents,,45.0
2017,"Montréal, Quebec",Unwanted engine oil or anti-freeze,,9.0
2017,"Montréal, Quebec",Dead or unwanted batteries (excluding car batteries),,60.0
2017,"Montréal, Quebec",Leftover pesticides,,2.0
2017,"Montréal, Quebec",Mattresses,,7.0
2017,"Montréal, Quebec",Textiles,,45.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Leftover or expired medication,,48.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Medical sharps,,13.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Leftover paint or solvents,,45.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Unwanted engine oil or anti-freeze,,12.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Dead or unwanted batteries (excluding car batteries),,65.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Leftover pesticides,,
2017,"Ottawa-Gatineau, Ontario/Quebec",Mattresses,,11.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Textiles,,51.0
2017,Ottawa-Gatineau (Quebec part),Leftover or expired medication,,49.0
2017,Ottawa-Gatineau (Quebec part),Medical sharps,,10.0
2017,Ottawa-Gatineau (Quebec part),Leftover paint or solvents,,49.0
2017,Ottawa-Gatineau (Quebec part),Unwanted engine oil or anti-freeze,,16.0
2017,Ottawa-Gatineau (Quebec part),Dead or unwanted batteries (excluding car batteries),,63.0
2017,Ottawa-Gatineau (Quebec part),Leftover pesticides,,
2017,Ottawa-Gatineau (Quebec part),Mattresses,,10.0
2017,Ottawa-Gatineau (Quebec part),Textiles,,45.0
2017,Ottawa-Gatineau (Ontario part),Leftover or expired medication,,47.0
2017,Ottawa-Gatineau (Ontario part),Medical sharps,,14.0
2017,Ottawa-Gatineau (Ontario part),Leftover paint or solvents,,44.0
2017,Ottawa-Gatineau (Ontario part),Unwanted engine oil or anti-freeze,,10.0
2017,Ottawa-Gatineau (Ontario part),Dead or unwanted batteries (excluding car batteries),,65.0
2017,Ottawa-Gatineau (Ontario part),Leftover pesticides,,
2017,Ottawa-Gatineau (Ontario part),Mattresses,,11.0
2017,Ottawa-Gatineau (Ontario part),Textiles,,53.0
2017,"Kingston, Ontario",Leftover or expired medication,,46.0
2017,"Kingston, Ontario",Medical sharps,,
2017,"Kingston, Ontario",Leftover paint or solvents,,48.0
2017,"Kingston, Ontario",Unwanted engine oil or anti-freeze,,21.0
2017,"Kingston, Ontario",Dead or unwanted batteries (excluding car batteries),,71.0
2017,"Kingston, Ontario",Leftover pesticides,,
2017,"Kingston, Ontario",Mattresses,,
2017,"Kingston, Ontario",Textiles,,49.0
2017,"Peterborough, Ontario",Leftover or expired medication,,48.0
2017,"Peterborough, Ontario",Medical sharps,,
2017,"Peterborough, Ontario",Leftover paint or solvents,,50.0
2017,"Peterborough, Ontario",Unwanted engine oil or anti-freeze,,14.0
2017,"Peterborough, Ontario",Dead or unwanted batteries (excluding car batteries),,64.0
2017,"Peterborough, Ontario",Leftover pesticides,,
2017,"Peterborough, Ontario",Mattresses,,
2017,"Peterborough, Ontario",Textiles,,54.0
2017,"Oshawa, Ontario",Leftover or expired medication,,45.0
2017,"Oshawa, Ontario",Medical sharps,,9.0
2017,"Oshawa, Ontario",Leftover paint or solvents,,51.0
2017,"Oshawa, Ontario",Unwanted engine oil or anti-freeze,,17.0
2017,"Oshawa, Ontario",Dead or unwanted batteries (excluding car batteries),,71.0
2017,"Oshawa, Ontario",Leftover pesticides,,
2017,"Oshawa, Ontario",Mattresses,,
2017,"Oshawa, Ontario",Textiles,,64.0
2017,"Toronto, Ontario",Leftover or expired medication,,34.0
2017,"Toronto, Ontario",Medical sharps,,12.0
2017,"Toronto, Ontario",Leftover paint or solvents,,29.0
2017,"Toronto, Ontario",Unwanted engine oil or anti-freeze,,11.0
2017,"Toronto, Ontario",Dead or unwanted batteries (excluding car batteries),,56.0
2017,"Toronto, Ontario",Leftover pesticides,,3.0
2017,"Toronto, Ontario",Mattresses,,11.0
2017,"Toronto, Ontario",Textiles,,51.0
2017,"Hamilton, Ontario",Leftover or expired medication,,35.0
2017,"Hamilton, Ontario",Medical sharps,,11.0
2017,"Hamilton, Ontario",Leftover paint or solvents,,44.0
2017,"Hamilton, Ontario",Unwanted engine oil or anti-freeze,,17.0
2017,"Hamilton, Ontario",Dead or unwanted batteries (excluding car batteries),,66.0
2017,"Hamilton, Ontario",Leftover pesticides,,
2017,"Hamilton, Ontario",Mattresses,,12.0
2017,"Hamilton, Ontario",Textiles,,56.0
2017,"St. Catharines-Niagara, Ontario",Leftover or expired medication,,43.0
2017,"St. Catharines-Niagara, Ontario",Medical sharps,,16.0
2017,"St. Catharines-Niagara, Ontario",Leftover paint or solvents,,43.0
2017,"St. Catharines-Niagara, Ontario",Unwanted engine oil or anti-freeze,,22.0
2017,"St. Catharines-Niagara, Ontario",Dead or unwanted batteries (excluding car batteries),,71.0
2017,"St. Catharines-Niagara, Ontario",Leftover pesticides,,
2017,"St. Catharines-Niagara, Ontario",Mattresses,,7.0
2017,"St. Catharines-Niagara, Ontario",Textiles,,58.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Leftover or expired medication,,45.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Medical sharps,,22.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Leftover paint or solvents,,35.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Unwanted engine oil or anti-freeze,,
2017,"Kitchener-Cambridge-Waterloo, Ontario",Dead or unwanted batteries (excluding car batteries),,62.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Leftover pesticides,,
2017,"Kitchener-Cambridge-Waterloo, Ontario",Mattresses,,9.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Textiles,,47.0
2017,"Brantford, Ontario",Leftover or expired medication,,43.0
2017,"Brantford, Ontario",Medical sharps,,
2017,"Brantford, Ontario",Leftover paint or solvents,,41.0
2017,"Brantford, Ontario",Unwanted engine oil or anti-freeze,,
2017,"Brantford, Ontario",Dead or unwanted batteries (excluding car batteries),,58.0
2017,"Brantford, Ontario",Leftover pesticides,,
2017,"Brantford, Ontario",Mattresses,,
2017,"Brantford, Ontario",Textiles,,46.0
2017,"Guelph, Ontario",Leftover or expired medication,,28.0
2017,"Guelph, Ontario",Medical sharps,,
2017,"Guelph, Ontario",Leftover paint or solvents,,30.0
2017,"Guelph, Ontario",Unwanted engine oil or anti-freeze,,
2017,"Guelph, Ontario",Dead or unwanted batteries (excluding car batteries),,44.0
2017,"Guelph, Ontario",Leftover pesticides,,
2017,"Guelph, Ontario",Mattresses,,
2017,"Guelph, Ontario",Textiles,,36.0
2017,"London, Ontario",Leftover or expired medication,,35.0
2017,"London, Ontario",Medical sharps,,11.0
2017,"London, Ontario",Leftover paint or solvents,,31.0
2017,"London, Ontario",Unwanted engine oil or anti-freeze,,15.0
2017,"London, Ontario",Dead or unwanted batteries (excluding car batteries),,68.0
2017,"London, Ontario",Leftover pesticides,,
2017,"London, Ontario",Mattresses,,9.0
2017,"London, Ontario",Textiles,,53.0
2017,"Windsor, Ontario",Leftover or expired medication,,34.0
2017,"Windsor, Ontario",Medical sharps,,8.0
2017,"Windsor, Ontario",Leftover paint or solvents,,28.0
2017,"Windsor, Ontario",Unwanted engine oil or anti-freeze,,10.0
2017,"Windsor, Ontario",Dead or unwanted batteries (excluding car batteries),,40.0
2017,"Windsor, Ontario",Leftover pesticides,,
2017,"Windsor, Ontario",Mattresses,,10.0
2017,"Windsor, Ontario",Textiles,,57.0
2017,"Barrie, Ontario",Leftover or expired medication,,48.0
2017,"Barrie, Ontario",Medical sharps,,
2017,"Barrie, Ontario",Leftover paint or solvents,,54.0
2017,"Barrie, Ontario",Unwanted engine oil or anti-freeze,,
2017,"Barrie, Ontario",Dead or unwanted batteries (excluding car batteries),,69.0
2017,"Barrie, Ontario",Leftover pesticides,,
2017,"Barrie, Ontario",Mattresses,,
2017,"Barrie, Ontario",Textiles,,64.0
2017,"Greater Sudbury, Ontario",Leftover or expired medication,,38.0
2017,"Greater Sudbury, Ontario",Medical sharps,,21.0
2017,"Greater Sudbury, Ontario",Leftover paint or solvents,,49.0
2017,"Greater Sudbury, Ontario",Unwanted engine oil or anti-freeze,,27.0
2017,"Greater Sudbury, Ontario",Dead or unwanted batteries (excluding car batteries),,62.0
2017,"Greater Sudbury, Ontario",Leftover pesticides,,
2017,"Greater Sudbury, Ontario",Mattresses,,
2017,"Greater Sudbury, Ontario",Textiles,,48.0
2017,"Thunder Bay, Ontario",Leftover or expired medication,,41.0
2017,"Thunder Bay, Ontario",Medical sharps,,
2017,"Thunder Bay, Ontario",Leftover paint or solvents,,39.0
2017,"Thunder Bay, Ontario",Unwanted engine oil or anti-freeze,,17.0
2017,"Thunder Bay, Ontario",Dead or unwanted batteries (excluding car batteries),,66.0
2017,"Thunder Bay, Ontario",Leftover pesticides,,
2017,"Thunder Bay, Ontario",Mattresses,,
2017,"Thunder Bay, Ontario",Textiles,,51.0
2017,"Winnipeg, Manitoba",Leftover or expired medication,,31.0
2017,"Winnipeg, Manitoba",Medical sharps,,16.0
2017,"Winnipeg, Manitoba",Leftover paint or solvents,,36.0
2017,"Winnipeg, Manitoba",Unwanted engine oil or anti-freeze,,18.0
2017,"Winnipeg, Manitoba",Dead or unwanted batteries (excluding car batteries),,50.0
2017,"Winnipeg, Manitoba",Leftover pesticides,,
2017,"Winnipeg, Manitoba",Mattresses,,11.0
2017,"Winnipeg, Manitoba",Textiles,,34.0
2017,"Regina, Saskatchewan",Leftover or expired medication,,31.0
2017,"Regina, Saskatchewan",Medical sharps,,
2017,"Regina, Saskatchewan",Leftover paint or solvents,,25.0
2017,"Regina, Saskatchewan",Unwanted engine oil or anti-freeze,,
2017,"Regina, Saskatchewan",Dead or unwanted batteries (excluding car batteries),,39.0
2017,"Regina, Saskatchewan",Leftover pesticides,,
2017,"Regina, Saskatchewan",Mattresses,,
2017,"Regina, Saskatchewan",Textiles,,24.0
2017,"Saskatoon, Saskatchewan",Leftover or expired medication,,33.0
2017,"Saskatoon, Saskatchewan",Medical sharps,,
2017,"Saskatoon, Saskatchewan",Leftover paint or solvents,,28.0
2017,"Saskatoon, Saskatchewan",Unwanted engine oil or anti-freeze,,17.0
2017,"Saskatoon, Saskatchewan",Dead or unwanted batteries (excluding car batteries),,44.0
2017,"Saskatoon, Saskatchewan",Leftover pesticides,,
2017,"Saskatoon, Saskatchewan",Mattresses,,
2017,"Saskatoon, Saskatchewan",Textiles,,45.0
2017,"Calgary, Alberta",Leftover or expired medication,,36.0
2017,"Calgary, Alberta",Medical sharps,,11.0
2017,"Calgary, Alberta",Leftover paint or solvents,,33.0
2017,"Calgary, Alberta",Unwanted engine oil or anti-freeze,,17.0
2017,"Calgary, Alberta",Dead or unwanted batteries (excluding car batteries),,54.0
2017,"Calgary, Alberta",Leftover pesticides,,3.0
2017,"Calgary, Alberta",Mattresses,,12.0
2017,"Calgary, Alberta",Textiles,,40.0
2017,"Edmonton, Alberta",Leftover or expired medication,,36.0
2017,"Edmonton, Alberta",Medical sharps,,15.0
2017,"Edmonton, Alberta",Leftover paint or solvents,,44.0
2017,"Edmonton, Alberta",Unwanted engine oil or anti-freeze,,29.0
2017,"Edmonton, Alberta",Dead or unwanted batteries (excluding car batteries),,52.0
2017,"Edmonton, Alberta",Leftover pesticides,,5.0
2017,"Edmonton, Alberta",Mattresses,,11.0
2017,"Edmonton, Alberta",Textiles,,44.0
2017,"Kelowna, British Columbia",Leftover or expired medication,,33.0
2017,"Kelowna, British Columbia",Medical sharps,,
2017,"Kelowna, British Columbia",Leftover paint or solvents,,55.0
2017,"Kelowna, British Columbia",Unwanted engine oil or anti-freeze,,
2017,"Kelowna, British Columbia",Dead or unwanted batteries (excluding car batteries),,52.0
2017,"Kelowna, British Columbia",Leftover pesticides,,
2017,"Kelowna, British Columbia",Mattresses,,
2017,"Kelowna, British Columbia",Textiles,,46.0
2017,"Abbotsford-Mission, British Columbia",Leftover or expired medication,,32.0
2017,"Abbotsford-Mission, British Columbia",Medical sharps,,
2017,"Abbotsford-Mission, British Columbia",Leftover paint or solvents,,19.0
2017,"Abbotsford-Mission, British Columbia",Unwanted engine oil or anti-freeze,,
2017,"Abbotsford-Mission, British Columbia",Dead or unwanted batteries (excluding car batteries),,44.0
2017,"Abbotsford-Mission, British Columbia",Leftover pesticides,,
2017,"Abbotsford-Mission, British Columbia",Mattresses,,
2017,"Abbotsford-Mission, British Columbia",Textiles,,30.0
2017,"Vancouver, British Columbia",Leftover or expired medication,,35.0
2017,"Vancouver, British Columbia",Medical sharps,,12.0
2017,"Vancouver, British Columbia",Leftover paint or solvents,,29.0
2017,"Vancouver, British Columbia",Unwanted engine oil or anti-freeze,,13.0
2017,"Vancouver, British Columbia",Dead or unwanted batteries (excluding car batteries),,54.0
2017,"Vancouver, British Columbia",Leftover pesticides,,
2017,"Vancouver, British Columbia",Mattresses,,11.0
2017,"Vancouver, British Columbia",Textiles,,49.0
2017,"Victoria, British Columbia",Leftover or expired medication,,31.0
2017,"Victoria, British Columbia",Medical sharps,,
2017,"Victoria, British Columbia",Leftover paint or solvents,,29.0
2017,"Victoria, British Columbia",Unwanted engine oil or anti-freeze,,20.0
2017,"Victoria, British Columbia",Dead or unwanted batteries (excluding car batteries),,59.0
2017,"Victoria, British Columbia",Leftover pesticides,,
2017,"Victoria, British Columbia",Mattresses,,
2017,"Victoria, British Columbia",Textiles,,59.0
2017,Non-census metropolitan areas,Leftover or expired medication,,39.0
2017,Non-census metropolitan areas,Medical sharps,,11.0
2017,Non-census metropolitan areas,Leftover paint or solvents,,43.0
2017,Non-census metropolitan areas,Unwanted engine oil or anti-freeze,,20.0
2017,Non-census metropolitan areas,Dead or unwanted batteries (excluding car batteries),,56.0
2017,Non-census metropolitan areas,Leftover pesticides,,2.0
2017,Non-census metropolitan areas,Mattresses,,10.0
2017,Non-census metropolitan areas,Textiles,,43.0
2019,Canada,Leftover or expired medication,,43.0
2019,Canada,Medical sharps,,12.0
2019,Canada,Leftover paint or solvents,,35.0
2019,Canada,Unwanted engine oil or anti-freeze,,15.0
2019,Canada,Dead or unwanted batteries (excluding car batteries),,69.0
2019,Canada,Leftover pesticides,,2.0
2019,Canada,Mattresses,,12.0
2019,Canada,Textiles,,63.0
2019,Newfoundland and Labrador,Leftover or expired medication,10,40.0
2019,Newfoundland and Labrador,Medical sharps,10,13.0
2019,Newfoundland and Labrador,Leftover paint or solvents,10,40.0
2019,Newfoundland and Labrador,Unwanted engine oil or anti-freeze,10,11.0
2019,Newfoundland and Labrador,Dead or unwanted batteries (excluding car batteries),10,54.0
2019,Newfoundland and Labrador,Leftover pesticides,10,
2019,Newfoundland and Labrador,Mattresses,10,9.0
2019,Newfoundland and Labrador,Textiles,10,54.0
2019,Prince Edward Island,Leftover or expired medication,11,38.0
2019,Prince Edward Island,Medical sharps,11,19.0
2019,Prince Edward Island,Leftover paint or solvents,11,35.0
2019,Prince Edward Island,Unwanted engine oil or anti-freeze,11,15.0
2019,Prince Edward Island,Dead or unwanted batteries (excluding car batteries),11,74.0
2019,Prince Edward Island,Leftover pesticides,11,
2019,Prince Edward Island,Mattresses,11,8.0
2019,Prince Edward Island,Textiles,11,60.0
2019,Nova Scotia,Leftover or expired medication,12,43.0
2019,Nova Scotia,Medical sharps,12,15.0
2019,Nova Scotia,Leftover paint or solvents,12,38.0
2019,Nova Scotia,Unwanted engine oil or anti-freeze,12,17.0
2019,Nova Scotia,Dead or unwanted batteries (excluding car batteries),12,68.0
2019,Nova Scotia,Leftover pesticides,12,
2019,Nova Scotia,Mattresses,12,11.0
2019,Nova Scotia,Textiles,12,66.0
2019,New Brunswick,Leftover or expired medication,13,43.0
2019,New Brunswick,Medical sharps,13,14.0
2019,New Brunswick,Leftover paint or solvents,13,39.0
2019,New Brunswick,Unwanted engine oil or anti-freeze,13,19.0
2019,New Brunswick,Dead or unwanted batteries (excluding car batteries),13,62.0
2019,New Brunswick,Leftover pesticides,13,
2019,New Brunswick,Mattresses,13,11.0
2019,New Brunswick,Textiles,13,59.0
2019,Quebec,Leftover or expired medication,24,47.0
2019,Quebec,Medical sharps,24,10.0
2019,Quebec,Leftover paint or solvents,24,42.0
2019,Quebec,Unwanted engine oil or anti-freeze,24,15.0
2019,Quebec,Dead or unwanted batteries (excluding car batteries),24,70.0
2019,Quebec,Leftover pesticides,24,2.0
2019,Quebec,Mattresses,24,9.0
2019,Quebec,Textiles,24,67.0
2019,Ontario,Leftover or expired medication,35,42.0
2019,Ontario,Medical sharps,35,13.0
2019,Ontario,Leftover paint or solvents,35,33.0
2019,Ontario,Unwanted engine oil or anti-freeze,35,13.0
2019,Ontario,Dead or unwanted batteries (excluding car batteries),35,69.0
2019,Ontario,Leftover pesticides,35,2.0
2019,Ontario,Mattresses,35,13.0
2019,Ontario,Textiles,35,63.0
2019,Manitoba,Leftover or expired medication,46,33.0
2019,Manitoba,Medical sharps,46,13.0
2019,Manitoba,Leftover paint or solvents,46,28.0
2019,Manitoba,Unwanted engine oil or anti-freeze,46,22.0
2019,Manitoba,Dead or unwanted batteries (excluding car batteries),46,68.0
2019,Manitoba,Leftover pesticides,46,
2019,Manitoba,Mattresses,46,13.0
2019,Manitoba,Textiles,46,55.0
2019,Saskatchewan,Leftover or expired medication,47,37.0
2019,Saskatchewan,Medical sharps,47,11.0
2019,Saskatchewan,Leftover paint or solvents,47,28.0
2019,Saskatchewan,Unwanted engine oil or anti-freeze,47,19.0
2019,Saskatchewan,Dead or unwanted batteries (excluding car batteries),47,65.0
2019,Saskatchewan,Leftover pesticides,47,
2019,Saskatchewan,Mattresses,47,7.0
2019,Saskatchewan,Textiles,47,51.0
2019,Alberta,Leftover or expired medication,48,44.0
2019,Alberta,Medical sharps,48,13.0
2019,Alberta,Leftover paint or solvents,48,33.0
2019,Alberta,Unwanted engine oil or anti-freeze,48,20.0
2019,Alberta,Dead or unwanted batteries (excluding car batteries),48,67.0
2019,Alberta,Leftover pesticides,48,3.0
2019,Alberta,Mattresses,48,13.0
2019,Alberta,Textiles,48,63.0
2019,British Columbia,Leftover or expired medication,59,39.0
2019,British Columbia,Medical sharps,59,10.0
2019,British Columbia,Leftover paint or solvents,59,33.0
2019,British Columbia,Unwanted engine oil or anti-freeze,59,16.0
2019,British Columbia,Dead or unwanted batteries (excluding car batteries),59,72.0
2019,British Columbia,Leftover pesticides,59,2.0
2019,British Columbia,Mattresses,59,16.0
2019,British Columbia,Textiles,59,63.0
2019,All census metropolitan areas,Leftover or expired medication,,43.0
2019,All census metropolitan areas,Medical sharps,,11.0
2019,All census metropolitan areas,Leftover paint or solvents,,34.0
2019,All census metropolitan areas,Unwanted engine oil or anti-freeze,,13.0
2019,All census metropolitan areas,Dead or unwanted batteries (excluding car batteries),,69.0
2019,All census metropolitan areas,Leftover pesticides,,2.0
2019,All census metropolitan areas,Mattresses,,13.0
2019,All census metropolitan areas,Textiles,,64.0
2019,"St. John's, Newfoundland and Labrador",Leftover or expired medication,,44.0
2019,"St. John's, Newfoundland and Labrador",Medical sharps,,
2019,"St. John's, Newfoundland and Labrador",Leftover paint or solvents,,45.0
2019,"St. John's, Newfoundland and Labrador",Unwanted engine oil or anti-freeze,,
2019,"St. John's, Newfoundland and Labrador",Dead or unwanted batteries (excluding car batteries),,59.0
2019,"St. John's, Newfoundland and Labrador",Leftover pesticides,,
2019,"St. John's, Newfoundland and Labrador",Mattresses,,
2019,"St. John's, Newfoundland and Labrador",Textiles,,56.0
2019,"Halifax, Nova Scotia",Leftover or expired medication,,46.0
2019,"Halifax, Nova Scotia",Medical sharps,,14.0
2019,"Halifax, Nova Scotia",Leftover paint or solvents,,35.0
2019,"Halifax, Nova Scotia",Unwanted engine oil or anti-freeze,,14.0
2019,"Halifax, Nova Scotia",Dead or unwanted batteries (excluding car batteries),,69.0
2019,"Halifax, Nova Scotia",Leftover pesticides,,
2019,"Halifax, Nova Scotia",Mattresses,,13.0
2019,"Halifax, Nova Scotia",Textiles,,68.0
2019,"Moncton, New Brunswick",Leftover or expired medication,,52.0
2019,"Moncton, New Brunswick",Medical sharps,,
2019,"Moncton, New Brunswick",Leftover paint or solvents,,52.0
2019,"Moncton, New Brunswick",Unwanted engine oil or anti-freeze,,
2019,"Moncton, New Brunswick",Dead or unwanted batteries (excluding car batteries),,78.0
2019,"Moncton, New Brunswick",Leftover pesticides,,
2019,"Moncton, New Brunswick",Mattresses,,
2019,"Moncton, New Brunswick",Textiles,,56.0
2019,"Saint John, New Brunswick",Leftover or expired medication,,31.0
2019,"Saint John, New Brunswick",Medical sharps,,
2019,"Saint John, New Brunswick",Leftover paint or solvents,,40.0
2019,"Saint John, New Brunswick",Unwanted engine oil or anti-freeze,,
2019,"Saint John, New Brunswick",Dead or unwanted batteries (excluding car batteries),,64.0
2019,"Saint John, New Brunswick",Leftover pesticides,,
2019,"Saint John, New Brunswick",Mattresses,,
2019,"Saint John, New Brunswick",Textiles,,69.0
2019,"Saguenay, Quebec",Leftover or expired medication,,48.0
2019,"Saguenay, Quebec",Medical sharps,,
2019,"Saguenay, Quebec",Leftover paint or solvents,,41.0
2019,"Saguenay, Quebec",Unwanted engine oil or anti-freeze,,25.0
2019,"Saguenay, Quebec",Dead or unwanted batteries (excluding car batteries),,77.0
2019,"Saguenay, Quebec",Leftover pesticides,,
2019,"Saguenay, Quebec",Mattresses,,
2019,"Saguenay, Quebec",Textiles,,70.0
2019,"Québec, Quebec",Leftover or expired medication,,51.0
