Year,Gender,Indigenous identity,Geography,GeoCode,Value
2022,Female,Indigenous identity,Alberta,,4.91
2022,Female,Non-Indigenous identity,Alberta,,0.82
2022,All genders,Total,British Columbia,59,2.89
2022,All genders,Indigenous identity,British Columbia,,8.4
2022,All genders,Non-Indigenous identity,British Columbia,,2.48
2022,Male,Total,British Columbia,,4.48
2022,Male,Indigenous identity,British Columbia,,12.03
2022,Male,Non-Indigenous identity,British Columbia,,3.89
2022,Female,Total,British Columbia,,1.29
2022,Female,Indigenous identity,British Columbia,,4.89
2022,Female,Non-Indigenous identity,British Columbia,,1.06
2022,All genders,Total,Yukon,60,4.56
2022,All genders,Indigenous identity,Yukon,,10.06
2022,All genders,Non-Indigenous identity,Yukon,,2.94
2022,Male,Total,Yukon,,9.08
2022,Male,Indigenous identity,Yukon,,20.84
2022,Male,Non-Indigenous identity,Yukon,,5.8
2022,Female,Total,Yukon,,0.0
2022,Female,Indigenous identity,Yukon,,0.0
2022,Female,Non-Indigenous identity,Yukon,,0.0
2022,All genders,Total,Northwest Territories,61,6.72
2022,All genders,Indigenous identity,Northwest Territories,,9.06
2022,All genders,Non-Indigenous identity,Northwest Territories,,4.43
2022,Male,Total,Northwest Territories,,8.75
2022,Male,Indigenous identity,Northwest Territories,,8.96
2022,Male,Non-Indigenous identity,Northwest Territories,,8.55
2022,Female,Total,Northwest Territories,,4.59
2022,Female,Indigenous identity,Northwest Territories,,9.16
2022,Female,Non-Indigenous identity,Northwest Territories,,0.0
2022,All genders,Total,Nunavut,62,2.47
2022,All genders,Indigenous identity,Nunavut,,2.88
2022,All genders,Non-Indigenous identity,Nunavut,,0.0
2022,Male,Total,Nunavut,,0.0
2022,Male,Indigenous identity,Nunavut,,0.0
2022,Male,Non-Indigenous identity,Nunavut,,0.0
2022,Female,Total,Nunavut,,5.01
2022,Female,Indigenous identity,Nunavut,,5.78
2022,Female,Non-Indigenous identity,Nunavut,,0.0
2023,All genders,Indigenous identity,Canada,,9.65
2023,All genders,Non-Indigenous identity,Canada,,1.5
2023,Male,Total,Canada,,2.87
2023,Male,Indigenous identity,Canada,,14.39
2023,Male,Non-Indigenous identity,Canada,,2.16
2023,Female,Total,Canada,,1.06
2023,Female,Indigenous identity,Canada,,4.85
2023,Female,Non-Indigenous identity,Canada,,0.81
2023,All genders,Total,Newfoundland and Labrador,10,1.48
2023,All genders,Indigenous identity,Newfoundland and Labrador,,0.0
2023,All genders,Non-Indigenous identity,Newfoundland and Labrador,,1.22
2023,Male,Total,Newfoundland and Labrador,,1.88
2023,Male,Indigenous identity,Newfoundland and Labrador,,0.0
2023,Male,Non-Indigenous identity,Newfoundland and Labrador,,1.64
2023,Female,Total,Newfoundland and Labrador,,0.73
2023,Female,Indigenous identity,Newfoundland and Labrador,,0.0
2023,Female,Non-Indigenous identity,Newfoundland and Labrador,,0.8
2023,All genders,Total,Prince Edward Island,11,0.58
2023,All genders,Indigenous identity,Prince Edward Island,,0.0
2023,All genders,Non-Indigenous identity,Prince Edward Island,,0.59
2023,Male,Total,Prince Edward Island,,1.18
2023,Male,Indigenous identity,Prince Edward Island,,0.0
2023,Male,Non-Indigenous identity,Prince Edward Island,,1.2
2023,Female,Total,Prince Edward Island,,0.0
2023,Female,Indigenous identity,Prince Edward Island,,0.0
2023,Female,Non-Indigenous identity,Prince Edward Island,,0.0
2023,All genders,Total,Nova Scotia,12,1.33
2023,All genders,Indigenous identity,Nova Scotia,,0.0
2023,All genders,Non-Indigenous identity,Nova Scotia,,1.3
2023,Male,Total,Nova Scotia,,1.53
2023,Male,Indigenous identity,Nova Scotia,,0.0
2023,Male,Non-Indigenous identity,Nova Scotia,,1.41
2023,Female,Total,Nova Scotia,,1.12
2023,Female,Indigenous identity,Nova Scotia,,0.0
2023,Female,Non-Indigenous identity,Nova Scotia,,1.19
2023,All genders,Total,New Brunswick,13,1.08
2023,All genders,Indigenous identity,New Brunswick,,2.81
2023,All genders,Non-Indigenous identity,New Brunswick,,0.88
2023,Male,Total,New Brunswick,,1.7
2023,Male,Indigenous identity,New Brunswick,,5.7
2023,Male,Non-Indigenous identity,New Brunswick,,1.27
2023,Female,Total,New Brunswick,,0.48
2023,Female,Indigenous identity,New Brunswick,,0.0
2023,Female,Non-Indigenous identity,New Brunswick,,0.5
2023,All genders,Total,Quebec,24,1.2
2023,All genders,Indigenous identity,Quebec,,4.2
2023,All genders,Non-Indigenous identity,Quebec,,1.02
2023,Male,Total,Quebec,,1.44
2023,Male,Indigenous identity,Quebec,,4.22
2023,Male,Non-Indigenous identity,Quebec,,1.25
2023,Female,Total,Quebec,,0.91
2023,Female,Indigenous identity,Quebec,,4.17
2023,Female,Non-Indigenous identity,Quebec,,0.75
2023,All genders,Total,Ontario,35,1.74
2023,All genders,Indigenous identity,Ontario,,4.81
2023,All genders,Non-Indigenous identity,Ontario,,1.56
2023,Male,Total,Ontario,,2.5
2023,Male,Indigenous identity,Ontario,,8.55
2023,Male,Non-Indigenous identity,Ontario,,2.17
2023,Female,Total,Ontario,,0.96
2023,Female,Indigenous identity,Ontario,,1.28
2023,Female,Non-Indigenous identity,Ontario,,0.93
2023,All genders,Total,Manitoba,46,5.16
2023,All genders,Indigenous identity,Manitoba,,18.99
2023,All genders,Non-Indigenous identity,Manitoba,,2.02
2023,Male,Total,Manitoba,,7.48
2023,Male,Indigenous identity,Manitoba,,25.42
2023,Male,Non-Indigenous identity,Manitoba,,3.49
2023,Female,Total,Manitoba,,2.78
2023,Female,Indigenous identity,Manitoba,,12.61
2023,Female,Non-Indigenous identity,Manitoba,,0.51
2023,All genders,Total,Saskatchewan,47,4.88
2023,All genders,Indigenous identity,Saskatchewan,,19.96
2023,All genders,Non-Indigenous identity,Saskatchewan,,1.69
2023,Male,Total,Saskatchewan,,7.22
2023,Male,Indigenous identity,Saskatchewan,,29.42
2023,Male,Non-Indigenous identity,Saskatchewan,,2.76
2023,Female,Total,Saskatchewan,,2.33
2023,Female,Indigenous identity,Saskatchewan,,9.67
2023,Female,Non-Indigenous identity,Saskatchewan,,0.6
2023,All genders,Total,Alberta,48,2.5
2023,All genders,Indigenous identity,Alberta,,13.38
2023,All genders,Non-Indigenous identity,Alberta,,1.61
2023,Male,Total,Alberta,,3.82
2023,Male,Indigenous identity,Alberta,,22.22
2023,Male,Non-Indigenous identity,Alberta,,2.46
2023,Female,Total,Alberta,,1.08
2023,Female,Indigenous identity,Alberta,,4.8
2023,Female,Non-Indigenous identity,Alberta,,0.69
2023,All genders,Total,British Columbia,59,2.22
2023,All genders,Indigenous identity,British Columbia,,5.55
2023,All genders,Non-Indigenous identity,British Columbia,,2.02
2023,Male,Total,British Columbia,,3.5
2023,Male,Indigenous identity,British Columbia,,7.53
2023,Male,Non-Indigenous identity,British Columbia,,3.25
2023,Female,Total,British Columbia,,0.93
2023,Female,Indigenous identity,British Columbia,,3.03
2023,Female,Non-Indigenous identity,British Columbia,,0.8
2023,All genders,Total,Yukon,60,8.8
2023,All genders,Indigenous identity,Yukon,,19.86
2023,All genders,Non-Indigenous identity,Yukon,,5.65
2023,Male,Total,Yukon,,13.11
2023,Male,Indigenous identity,Yukon,,20.51
2023,Male,Non-Indigenous identity,Yukon,,11.11
2023,Female,Total,Yukon,,4.43
2023,Female,Indigenous identity,Yukon,,19.24
2023,Female,Non-Indigenous identity,Yukon,,0.0
2023,All genders,Total,Northwest Territories,61,13.43
2023,All genders,Indigenous identity,Northwest Territories,,22.72
2023,All genders,Non-Indigenous identity,Northwest Territories,,4.41
2023,Male,Total,Northwest Territories,,26.2
2023,Male,Indigenous identity,Northwest Territories,,45.01
2023,Male,Non-Indigenous identity,Northwest Territories,,8.48
2023,Female,Total,Northwest Territories,,0.0
2023,Female,Indigenous identity,Northwest Territories,,0.0
2023,Female,Non-Indigenous identity,Northwest Territories,,0.0
2023,All genders,Total,Nunavut,62,4.91
2023,All genders,Indigenous identity,Nunavut,,5.71
2023,All genders,Non-Indigenous identity,Nunavut,,0.0
2023,Male,Total,Nunavut,,4.85
2023,Male,Indigenous identity,Nunavut,,5.68
2023,Male,Non-Indigenous identity,Nunavut,,0.0
2023,Female,Total,Nunavut,,4.98
2023,Female,Indigenous identity,Nunavut,,5.74
2023,Female,Non-Indigenous identity,Nunavut,,0.0
2024,All genders,Indigenous identity,Canada,,10.84
2024,All genders,Non-Indigenous identity,Canada,,1.35
2024,Male,Total,Canada,,2.62
2024,Male,Indigenous identity,Canada,,14.87
2024,Male,Non-Indigenous identity,Canada,,1.87
2024,Female,Total,Canada,,1.16
2024,Female,Indigenous identity,Canada,,6.74
2024,Female,Non-Indigenous identity,Canada,,0.8
2024,All genders,Total,Newfoundland and Labrador,10,0.73
2024,All genders,Indigenous identity,Newfoundland and Labrador,,0.0
2024,All genders,Non-Indigenous identity,Newfoundland and Labrador,,0.8
2024,Male,Total,Newfoundland and Labrador,,1.11
2024,Male,Indigenous identity,Newfoundland and Labrador,,0.0
2024,Male,Non-Indigenous identity,Newfoundland and Labrador,,1.22
2024,Female,Total,Newfoundland and Labrador,,0.36
2024,Female,Indigenous identity,Newfoundland and Labrador,,0.0
2024,Female,Non-Indigenous identity,Newfoundland and Labrador,,0.4
2024,All genders,Total,Prince Edward Island,11,1.12
2024,All genders,Indigenous identity,Prince Edward Island,,0.0
2024,All genders,Non-Indigenous identity,Prince Edward Island,,1.14
2024,Male,Total,Prince Edward Island,,1.14
2024,Male,Indigenous identity,Prince Edward Island,,0.0
2024,Male,Non-Indigenous identity,Prince Edward Island,,1.17
2024,Female,Total,Prince Edward Island,,1.1
2024,Female,Indigenous identity,Prince Edward Island,,0.0
2024,Female,Non-Indigenous identity,Prince Edward Island,,1.12
2024,All genders,Total,Nova Scotia,12,2.32
2024,All genders,Indigenous identity,Nova Scotia,,5.23
2024,All genders,Non-Indigenous identity,Nova Scotia,,1.96
2024,Male,Total,Nova Scotia,,2.82
2024,Male,Indigenous identity,Nova Scotia,,7.21
2024,Male,Non-Indigenous identity,Nova Scotia,,2.38
2024,Female,Total,Nova Scotia,,1.84
2024,Female,Indigenous identity,Nova Scotia,,3.38
2024,Female,Non-Indigenous identity,Nova Scotia,,1.56
2024,All genders,Total,New Brunswick,13,2.11
2024,All genders,Indigenous identity,New Brunswick,,8.21
2024,All genders,Non-Indigenous identity,New Brunswick,,1.71
2024,Male,Total,New Brunswick,,2.6
2024,Male,Indigenous identity,New Brunswick,,11.12
2024,Male,Non-Indigenous identity,New Brunswick,,2.22
2024,Female,Total,New Brunswick,,1.62
2024,Female,Indigenous identity,New Brunswick,,5.38
2024,Female,Non-Indigenous identity,New Brunswick,,1.21
2024,All genders,Total,Quebec,24,1.07
2024,All genders,Indigenous identity,Quebec,,2.04
2024,All genders,Non-Indigenous identity,Quebec,,0.96
2024,Male,Total,Quebec,,1.25
2024,Male,Indigenous identity,Quebec,,0.82
2024,Male,Non-Indigenous identity,Quebec,,1.15
2024,Female,Total,Quebec,,0.78
2024,Female,Indigenous identity,Quebec,,2.43
2024,Female,Non-Indigenous identity,Quebec,,0.68
2024,All genders,Total,Ontario,35,1.75
2024,All genders,Indigenous identity,Ontario,,5.11
2024,All genders,Non-Indigenous identity,Ontario,,1.51
2024,Male,Total,Ontario,,2.41
2024,Male,Indigenous identity,Ontario,,6.56
2024,Male,Non-Indigenous identity,Ontario,,2.11
2024,Female,Total,Ontario,,1.09
2024,Female,Indigenous identity,Ontario,,3.73
2024,Female,Non-Indigenous identity,Ontario,,0.9
2024,All genders,Total,Manitoba,46,6.29
2024,All genders,Indigenous identity,Manitoba,,26.75
2024,All genders,Non-Indigenous identity,Manitoba,,1.64
2024,Male,Total,Manitoba,,9.0
2024,Male,Indigenous identity,Manitoba,,36.81
2024,Male,Non-Indigenous identity,Manitoba,,2.9
2024,Female,Total,Manitoba,,3.52
2024,Female,Indigenous identity,Manitoba,,16.78
2024,Female,Non-Indigenous identity,Manitoba,,0.33
2024,All genders,Total,Saskatchewan,47,5.24
2024,All genders,Indigenous identity,Saskatchewan,,24.48
2024,All genders,Non-Indigenous identity,Saskatchewan,,1.26
2024,Male,Total,Saskatchewan,,7.2
2024,Male,Indigenous identity,Saskatchewan,,33.85
2024,Male,Non-Indigenous identity,Saskatchewan,,1.73
2024,Female,Total,Saskatchewan,,3.09
2024,Female,Indigenous identity,Saskatchewan,,14.29
2024,Female,Non-Indigenous identity,Saskatchewan,,0.78
2024,All genders,Total,Alberta,48,2.0
2024,All genders,Indigenous identity,Alberta,,10.65
2024,All genders,Non-Indigenous identity,Alberta,,1.36
2024,Male,Total,Alberta,,3.09
2024,Male,Indigenous identity,Alberta,,16.21
2024,Male,Non-Indigenous identity,Alberta,,2.14
2024,Female,Total,Alberta,,0.91
2024,Female,Indigenous identity,Alberta,,5.25
2024,Female,Non-Indigenous identity,Alberta,,0.58
2024,All genders,Total,British Columbia,59,1.63
2024,All genders,Indigenous identity,British Columbia,,6.37
2024,All genders,Non-Indigenous identity,British Columbia,,1.34
2024,Male,Total,British Columbia,,2.26
2024,Male,Indigenous identity,British Columbia,,9.26
2024,Male,Non-Indigenous identity,British Columbia,,1.84
2024,Female,Total,British Columbia,,0.94
2024,Female,Indigenous identity,British Columbia,,3.58
2024,Female,Non-Indigenous identity,British Columbia,,0.78
2024,All genders,Total,Yukon,60,0.0
2024,All genders,Indigenous identity,Yukon,,0.0
2024,All genders,Non-Indigenous identity,Yukon,,0.0
2024,Male,Total,Yukon,,0.0
2024,Male,Indigenous identity,Yukon,,0.0
2024,Male,Non-Indigenous identity,Yukon,,0.0
2024,Female,Total,Yukon,,0.0
2024,Female,Indigenous identity,Yukon,,0.0
2024,Female,Non-Indigenous identity,Yukon,,0.0
2024,All genders,Total,Northwest Territories,61,13.41
2024,All genders,Indigenous identity,Northwest Territories,,22.99
2024,All genders,Non-Indigenous identity,Northwest Territories,,4.35
2024,Male,Total,Northwest Territories,,21.79
2024,Male,Indigenous identity,Northwest Territories,,36.18
2024,Male,Non-Indigenous identity,Northwest Territories,,8.41
2024,Female,Total,Northwest Territories,,4.59
2024,Female,Indigenous identity,Northwest Territories,,9.35
2024,Female,Non-Indigenous identity,Northwest Territories,,0.0
2024,All genders,Total,Nunavut,62,9.72
2024,All genders,Indigenous identity,Nunavut,,11.23
2024,All genders,Non-Indigenous identity,Nunavut,,0.0
2024,Male,Total,Nunavut,,4.79
2024,Male,Indigenous identity,Nunavut,,5.58
2024,Male,Non-Indigenous identity,Nunavut,,0.0
2024,Female,Total,Nunavut,,14.79
2024,Female,Indigenous identity,Nunavut,,16.95
2024,Female,Non-Indigenous identity,Nunavut,,0.0
