Year,Type of childhood maltreatment,Geography,Gender,Age,Immigrant status,Visible minority,Indigenous identity,Disability status,Sexual orientation,GeoCode,Value
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,"Total, visible minority population",,,,62,26.1
2018,Physical or sexual abuse,Nunavut,Male gender,,,"Total, visible minority population",,,,62,20.12
2018,Physical or sexual abuse,Nunavut,Female gender,,,"Total, visible minority population",,,,62,32.64
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,Not a visible minority,,,,62,25.76
2018,Physical or sexual abuse,Nunavut,Male gender,,,Not a visible minority,,,,62,19.7
2018,Physical or sexual abuse,Nunavut,Female gender,,,Not a visible minority,,,,62,32.26
2018,Physical abuse,Nunavut,"Total, gender",,,"Total, visible minority population",,,,62,19.2
2018,Physical abuse,Nunavut,Male gender,,,"Total, visible minority population",,,,62,18.87
2018,Physical abuse,Nunavut,Female gender,,,"Total, visible minority population",,,,62,19.56
2018,Physical abuse,Nunavut,"Total, gender",,,Not a visible minority,,,,62,18.72
2018,Physical abuse,Nunavut,Male gender,,,Not a visible minority,,,,62,18.38
2018,Physical abuse,Nunavut,Female gender,,,Not a visible minority,,,,62,19.1
2018,Sexual abuse,Nunavut,"Total, gender",,,"Total, visible minority population",,,,62,12.38
2018,Sexual abuse,Nunavut,Male gender,,,"Total, visible minority population",,,,62,5.13
2018,Sexual abuse,Nunavut,Female gender,,,"Total, visible minority population",,,,62,20.3
2018,Sexual abuse,Nunavut,"Total, gender",,,Not a visible minority,,,,62,12.5
2018,Sexual abuse,Nunavut,Male gender,,,Not a visible minority,,,,62,5.15
2018,Sexual abuse,Nunavut,Female gender,,,Not a visible minority,,,,62,20.38
2018,Physical or sexual abuse,Canada,Male gender,,,,First Nations (North American Indian),,,,31.99
2018,Physical or sexual abuse,Canada,Female gender,,,,First Nations (North American Indian),,,,42.37
2018,Physical or sexual abuse,Canada,Male gender,,,,Métis,,,,36.77
2018,Physical or sexual abuse,Canada,Female gender,,,,Métis,,,,43.63
2018,Physical or sexual abuse,Canada,Male gender,,,,Inuk (Inuit),,,,17.3
2018,Physical or sexual abuse,Canada,Female gender,,,,Inuk (Inuit),,,,23.71
2018,Physical or sexual abuse,Canada,Male gender,,,,Non-indigenous identity,,,,25.85
2018,Physical or sexual abuse,Canada,Female gender,,,,Non-indigenous identity,,,,27.4
2018,Physical or sexual abuse,Canada,Male gender,,,,"Not stated, population by indigenous identity",,,,26.35
2018,Physical or sexual abuse,Canada,Female gender,,,,"Not stated, population by indigenous identity",,,,27.14
2018,Physical abuse,Canada,"Total, gender",,,,First Nations (North American Indian),,,,31.44
2018,Physical abuse,Canada,Male gender,,,,First Nations (North American Indian),,,,29.7
2018,Physical abuse,Canada,Female gender,,,,First Nations (North American Indian),,,,32.9
2018,Physical abuse,Canada,"Total, gender",,,,Métis,,,,34.59
2018,Physical abuse,Canada,Male gender,,,,Métis,,,,35.39
2018,Physical abuse,Canada,Female gender,,,,Métis,,,,33.88
2018,Physical abuse,Canada,"Total, gender",,,,Inuk (Inuit),,,,14.94
2018,Physical abuse,Canada,Male gender,,,,Inuk (Inuit),,,,16.04
2018,Physical abuse,Canada,Female gender,,,,Inuk (Inuit),,,,13.9
2018,Physical abuse,Canada,"Total, gender",,,,Other Indigenous identity,,,,30.84
2018,Physical abuse,Canada,"Total, gender",,,,Non-indigenous identity,,,,23.27
2018,Physical abuse,Canada,Male gender,,,,Non-indigenous identity,,,,24.55
2018,Physical abuse,Canada,Female gender,,,,Non-indigenous identity,,,,21.96
2018,Physical abuse,Canada,"Total, gender",,,,"Not stated, population by indigenous identity",,,,22.49
2018,Physical abuse,Canada,Male gender,,,,"Not stated, population by indigenous identity",,,,25.1
2018,Physical abuse,Canada,Female gender,,,,"Not stated, population by indigenous identity",,,,18.99
2018,Sexual abuse,Canada,"Total, gender",,,,First Nations (North American Indian),,,,17.07
2018,Sexual abuse,Canada,Male gender,,,,First Nations (North American Indian),,,,10.84
2018,Sexual abuse,Canada,Female gender,,,,First Nations (North American Indian),,,,22.31
2018,Sexual abuse,Canada,"Total, gender",,,,Métis,,,,13.57
2018,Sexual abuse,Canada,Male gender,,,,Métis,,,,5.81
2018,Sexual abuse,Canada,Female gender,,,,Métis,,,,21.95
2018,Sexual abuse,Canada,"Total, gender",,,,Inuk (Inuit),,,,10.72
2018,Sexual abuse,Canada,Male gender,,,,Inuk (Inuit),,,,3.98
2018,Sexual abuse,Canada,Female gender,,,,Inuk (Inuit),,,,16.34
2018,Sexual abuse,Canada,"Total, gender",,,,Other Indigenous identity,,,,21.28
2018,Sexual abuse,Canada,"Total, gender",,,,Non-indigenous identity,,,,7.52
2018,Sexual abuse,Canada,Male gender,,,,Non-indigenous identity,,,,3.55
2018,Sexual abuse,Canada,Female gender,,,,Non-indigenous identity,,,,11.41
2018,Sexual abuse,Canada,"Total, gender",,,,"Not stated, population by indigenous identity",,,,7.29
2018,Sexual abuse,Canada,Male gender,,,,"Not stated, population by indigenous identity",,,,2.12
2018,Sexual abuse,Canada,Female gender,,,,"Not stated, population by indigenous identity",,,,12.99
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,,,Non-indigenous identity,,,10,18.54
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,,,Non-indigenous identity,,,10,18.65
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,,,Non-indigenous identity,,,10,18.49
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,,,Non-indigenous identity,,,10,15.71
2018,Physical abuse,Newfoundland and Labrador,Male gender,,,,Non-indigenous identity,,,10,18.08
2018,Physical abuse,Newfoundland and Labrador,Female gender,,,,Non-indigenous identity,,,10,13.57
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,,,Non-indigenous identity,,,10,5.73
2018,Sexual abuse,Newfoundland and Labrador,Male gender,,,,Non-indigenous identity,,,10,2.73
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,,,Non-indigenous identity,,,10,8.51
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,,,Non-indigenous identity,,,11,24.06
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,,,Non-indigenous identity,,,11,22.81
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,,,Non-indigenous identity,,,11,25.29
2018,Physical abuse,Prince Edward Island,"Total, gender",,,,Non-indigenous identity,,,11,20.89
2018,Physical abuse,Prince Edward Island,Male gender,,,,Non-indigenous identity,,,11,22.06
2018,Physical abuse,Prince Edward Island,Female gender,,,,Non-indigenous identity,,,11,19.73
2018,Sexual abuse,Prince Edward Island,"Total, gender",,,,Non-indigenous identity,,,11,7.31
2018,Sexual abuse,Prince Edward Island,Male gender,,,,Non-indigenous identity,,,11,2.25
2018,Sexual abuse,Prince Edward Island,Female gender,,,,Non-indigenous identity,,,11,12.32
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,Métis,,,12,26.37
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,Non-indigenous identity,,,12,26.73
2018,Physical or sexual abuse,Nova Scotia,Male gender,,,,Non-indigenous identity,,,12,25.63
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,Non-indigenous identity,,,12,27.81
2018,Physical abuse,Nova Scotia,"Total, gender",,,,Métis,,,12,17.58
2018,Physical abuse,Nova Scotia,"Total, gender",,,,Non-indigenous identity,,,12,22.49
2018,Physical abuse,Nova Scotia,Male gender,,,,Non-indigenous identity,,,12,24.22
2018,Physical abuse,Nova Scotia,Female gender,,,,Non-indigenous identity,,,12,20.88
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,Métis,,,12,16.89
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,Non-indigenous identity,,,12,9.34
2018,Sexual abuse,Nova Scotia,Male gender,,,,Non-indigenous identity,,,12,4.72
2018,Sexual abuse,Nova Scotia,Female gender,,,,Non-indigenous identity,,,12,13.79
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,Non-indigenous identity,,,13,24.09
2018,Physical or sexual abuse,New Brunswick,Male gender,,,,Non-indigenous identity,,,13,22.47
2018,Physical or sexual abuse,New Brunswick,Female gender,,,,Non-indigenous identity,,,13,25.73
2018,Physical abuse,New Brunswick,"Total, gender",,,,Non-indigenous identity,,,13,18.85
2018,Physical abuse,New Brunswick,Male gender,,,,Non-indigenous identity,,,13,19.93
2018,Physical abuse,New Brunswick,Female gender,,,,Non-indigenous identity,,,13,17.87
2018,Sexual abuse,New Brunswick,"Total, gender",,,,Non-indigenous identity,,,13,9.2
2018,Sexual abuse,New Brunswick,Male gender,,,,Non-indigenous identity,,,13,5.22
2018,Sexual abuse,New Brunswick,Female gender,,,,Non-indigenous identity,,,13,13.07
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,First Nations (North American Indian),,,24,28.49
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,Métis,,,24,39.78
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,Non-indigenous identity,,,24,24.91
2018,Physical or sexual abuse,Quebec,Male gender,,,,Non-indigenous identity,,,24,24.35
2018,Physical or sexual abuse,Quebec,Female gender,,,,Non-indigenous identity,,,24,25.41
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,"Not stated, population by indigenous identity",,,24,25.49
2018,Physical abuse,Quebec,"Total, gender",,,,First Nations (North American Indian),,,24,25.18
2018,Physical abuse,Quebec,"Total, gender",,,,Métis,,,24,27.54
2018,Physical abuse,Quebec,"Total, gender",,,,Non-indigenous identity,,,24,21.28
2018,Physical abuse,Quebec,Male gender,,,,Non-indigenous identity,,,24,22.86
2018,Physical abuse,Quebec,Female gender,,,,Non-indigenous identity,,,24,19.65
2018,Physical abuse,Quebec,"Total, gender",,,,"Not stated, population by indigenous identity",,,24,20.4
2018,Sexual abuse,Quebec,"Total, gender",,,,Métis,,,24,21.77
2018,Sexual abuse,Quebec,"Total, gender",,,,Non-indigenous identity,,,24,7.29
2018,Sexual abuse,Quebec,Male gender,,,,Non-indigenous identity,,,24,3.53
2018,Sexual abuse,Quebec,Female gender,,,,Non-indigenous identity,,,24,10.94
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,First Nations (North American Indian),,,35,37.74
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,Non-indigenous identity,,,35,26.65
2018,Physical or sexual abuse,Ontario,Male gender,,,,Non-indigenous identity,,,35,26.0
2018,Physical or sexual abuse,Ontario,Female gender,,,,Non-indigenous identity,,,35,27.22
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,"Not stated, population by indigenous identity",,,35,25.33
2018,Physical abuse,Ontario,"Total, gender",,,,First Nations (North American Indian),,,35,32.0
2018,Physical abuse,Ontario,"Total, gender",,,,Non-indigenous identity,,,35,23.67
2018,Physical abuse,Ontario,Male gender,,,,Non-indigenous identity,,,35,24.9
2018,Physical abuse,Ontario,Female gender,,,,Non-indigenous identity,,,35,22.43
2018,Physical abuse,Ontario,"Total, gender",,,,"Not stated, population by indigenous identity",,,35,24.89
2018,Sexual abuse,Ontario,"Total, gender",,,,First Nations (North American Indian),,,35,17.15
2018,Sexual abuse,Ontario,"Total, gender",,,,Non-indigenous identity,,,35,6.92
2018,Sexual abuse,Ontario,Male gender,,,,Non-indigenous identity,,,35,3.33
2018,Sexual abuse,Ontario,Female gender,,,,Non-indigenous identity,,,35,10.38
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,First Nations (North American Indian),,,46,28.32
2018,Physical or sexual abuse,Manitoba,Female gender,,,,First Nations (North American Indian),,,46,33.53
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,Métis,,,46,34.8
2018,Physical or sexual abuse,Manitoba,Male gender,,,,Métis,,,46,37.24
2018,Physical or sexual abuse,Manitoba,Female gender,,,,Métis,,,46,32.47
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,Non-indigenous identity,,,46,25.45
2018,Physical or sexual abuse,Manitoba,Male gender,,,,Non-indigenous identity,,,46,26.21
2018,Physical or sexual abuse,Manitoba,Female gender,,,,Non-indigenous identity,,,46,24.86
2018,Physical abuse,Manitoba,"Total, gender",,,,First Nations (North American Indian),,,46,23.43
2018,Physical abuse,Manitoba,Female gender,,,,First Nations (North American Indian),,,46,25.44
2018,Physical abuse,Manitoba,"Total, gender",,,,Métis,,,46,28.59
2018,Physical abuse,Manitoba,Male gender,,,,Métis,,,46,36.15
2018,Physical abuse,Manitoba,Female gender,,,,Métis,,,46,20.61
2018,Physical abuse,Manitoba,"Total, gender",,,,Non-indigenous identity,,,46,22.42
2018,Physical abuse,Manitoba,Male gender,,,,Non-indigenous identity,,,46,25.32
2018,Physical abuse,Manitoba,Female gender,,,,Non-indigenous identity,,,46,19.66
2018,Sexual abuse,Manitoba,"Total, gender",,,,First Nations (North American Indian),,,46,18.47
2018,Sexual abuse,Manitoba,Female gender,,,,First Nations (North American Indian),,,46,24.56
2018,Sexual abuse,Manitoba,"Total, gender",,,,Métis,,,46,9.68
2018,Sexual abuse,Manitoba,Female gender,,,,Métis,,,46,16.73
2018,Sexual abuse,Manitoba,"Total, gender",,,,Non-indigenous identity,,,46,7.28
2018,Sexual abuse,Manitoba,Male gender,,,,Non-indigenous identity,,,46,3.47
2018,Sexual abuse,Manitoba,Female gender,,,,Non-indigenous identity,,,46,11.16
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,First Nations (North American Indian),,,47,36.11
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,First Nations (North American Indian),,,47,38.62
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,Métis,,,47,38.37
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,Métis,,,47,33.22
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,Métis,,,47,43.0
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,Non-indigenous identity,,,47,25.81
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,Non-indigenous identity,,,47,25.69
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,Non-indigenous identity,,,47,25.78
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,"Not stated, population by indigenous identity",,,47,35.77
2018,Physical abuse,Saskatchewan,"Total, gender",,,,First Nations (North American Indian),,,47,35.44
2018,Physical abuse,Saskatchewan,Female gender,,,,First Nations (North American Indian),,,47,38.62
2018,Physical abuse,Saskatchewan,"Total, gender",,,,Métis,,,47,34.6
2018,Physical abuse,Saskatchewan,Male gender,,,,Métis,,,47,30.96
2018,Physical abuse,Saskatchewan,Female gender,,,,Métis,,,47,37.88
2018,Physical abuse,Saskatchewan,"Total, gender",,,,Non-indigenous identity,,,47,22.59
2018,Physical abuse,Saskatchewan,Male gender,,,,Non-indigenous identity,,,47,24.78
2018,Physical abuse,Saskatchewan,Female gender,,,,Non-indigenous identity,,,47,20.27
2018,Physical abuse,Saskatchewan,"Total, gender",,,,"Not stated, population by indigenous identity",,,47,27.56
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,First Nations (North American Indian),,,47,12.46
2018,Sexual abuse,Saskatchewan,Female gender,,,,First Nations (North American Indian),,,47,21.87
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,Métis,,,47,12.09
2018,Sexual abuse,Saskatchewan,Female gender,,,,Métis,,,47,16.65
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,Non-indigenous identity,,,47,6.27
2018,Sexual abuse,Saskatchewan,Male gender,,,,Non-indigenous identity,,,47,2.28
2018,Sexual abuse,Saskatchewan,Female gender,,,,Non-indigenous identity,,,47,10.26
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,First Nations (North American Indian),,,48,43.78
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,Métis,,,48,38.13
2018,Physical or sexual abuse,Alberta,Male gender,,,,Métis,,,48,32.21
2018,Physical or sexual abuse,Alberta,Female gender,,,,Métis,,,48,46.51
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,Non-indigenous identity,,,48,28.14
2018,Physical or sexual abuse,Alberta,Male gender,,,,Non-indigenous identity,,,48,25.8
2018,Physical or sexual abuse,Alberta,Female gender,,,,Non-indigenous identity,,,48,30.49
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,"Not stated, population by indigenous identity",,,48,36.09
2018,Physical abuse,Alberta,"Total, gender",,,,First Nations (North American Indian),,,48,39.27
2018,Physical abuse,Alberta,"Total, gender",,,,Métis,,,48,34.76
2018,Physical abuse,Alberta,Male gender,,,,Métis,,,48,32.21
2018,Physical abuse,Alberta,Female gender,,,,Métis,,,48,39.14
2018,Physical abuse,Alberta,"Total, gender",,,,Non-indigenous identity,,,48,24.49
2018,Physical abuse,Alberta,Male gender,,,,Non-indigenous identity,,,48,24.61
2018,Physical abuse,Alberta,Female gender,,,,Non-indigenous identity,,,48,24.31
2018,Physical abuse,Alberta,"Total, gender",,,,"Not stated, population by indigenous identity",,,48,31.07
2018,Sexual abuse,Alberta,"Total, gender",,,,First Nations (North American Indian),,,48,16.48
2018,Sexual abuse,Alberta,"Total, gender",,,,Métis,,,48,14.97
2018,Sexual abuse,Alberta,Female gender,,,,Métis,,,48,24.12
2018,Sexual abuse,Alberta,"Total, gender",,,,Non-indigenous identity,,,48,8.26
2018,Sexual abuse,Alberta,Male gender,,,,Non-indigenous identity,,,48,3.11
2018,Sexual abuse,Alberta,Female gender,,,,Non-indigenous identity,,,48,13.56
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,First Nations (North American Indian),,,59,41.3
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,Métis,,,59,41.55
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,Non-indigenous identity,,,59,30.11
2018,Physical or sexual abuse,British Columbia,Male gender,,,,Non-indigenous identity,,,59,29.32
2018,Physical or sexual abuse,British Columbia,Female gender,,,,Non-indigenous identity,,,59,30.87
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,"Not stated, population by indigenous identity",,,59,27.33
2018,Physical abuse,British Columbia,"Total, gender",,,,First Nations (North American Indian),,,59,29.63
2018,Physical abuse,British Columbia,"Total, gender",,,,Métis,,,59,40.42
2018,Physical abuse,British Columbia,"Total, gender",,,,Non-indigenous identity,,,59,26.44
2018,Physical abuse,British Columbia,Male gender,,,,Non-indigenous identity,,,59,27.65
2018,Physical abuse,British Columbia,Female gender,,,,Non-indigenous identity,,,59,25.21
2018,Physical abuse,British Columbia,"Total, gender",,,,"Not stated, population by indigenous identity",,,59,15.75
2018,Sexual abuse,British Columbia,"Total, gender",,,,First Nations (North American Indian),,,59,23.31
2018,Sexual abuse,British Columbia,"Total, gender",,,,Métis,,,59,11.0
2018,Sexual abuse,British Columbia,"Total, gender",,,,Non-indigenous identity,,,59,8.96
2018,Sexual abuse,British Columbia,Male gender,,,,Non-indigenous identity,,,59,4.57
2018,Sexual abuse,British Columbia,Female gender,,,,Non-indigenous identity,,,59,13.3
2018,Sexual abuse,British Columbia,"Total, gender",,,,"Not stated, population by indigenous identity",,,59,17.35
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,First Nations (North American Indian),,,60,36.55
2018,Physical or sexual abuse,Yukon,Male gender,,,,First Nations (North American Indian),,,60,37.16
2018,Physical or sexual abuse,Yukon,Female gender,,,,First Nations (North American Indian),,,60,35.76
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,Non-indigenous identity,,,60,38.02
2018,Physical or sexual abuse,Yukon,Male gender,,,,Non-indigenous identity,,,60,39.22
2018,Physical or sexual abuse,Yukon,Female gender,,,,Non-indigenous identity,,,60,36.8
2018,Physical abuse,Yukon,"Total, gender",,,,First Nations (North American Indian),,,60,33.82
2018,Physical abuse,Yukon,Male gender,,,,First Nations (North American Indian),,,60,37.16
2018,Physical abuse,Yukon,Female gender,,,,First Nations (North American Indian),,,60,29.56
2018,Physical abuse,Yukon,"Total, gender",,,,Non-indigenous identity,,,60,32.37
2018,Physical abuse,Yukon,Male gender,,,,Non-indigenous identity,,,60,36.24
2018,Physical abuse,Yukon,Female gender,,,,Non-indigenous identity,,,60,28.45
2018,Sexual abuse,Yukon,"Total, gender",,,,First Nations (North American Indian),,,60,14.76
2018,Sexual abuse,Yukon,Male gender,,,,First Nations (North American Indian),,,60,9.01
2018,Sexual abuse,Yukon,Female gender,,,,First Nations (North American Indian),,,60,22.07
2018,Sexual abuse,Yukon,"Total, gender",,,,Non-indigenous identity,,,60,13.44
2018,Sexual abuse,Yukon,Male gender,,,,Non-indigenous identity,,,60,7.53
2018,Sexual abuse,Yukon,Female gender,,,,Non-indigenous identity,,,60,19.42
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,First Nations (North American Indian),,,61,37.27
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,First Nations (North American Indian),,,61,34.26
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,First Nations (North American Indian),,,61,40.41
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,Métis,,,61,29.27
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,Inuk (Inuit),,,61,28.29
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,Non-indigenous identity,,,61,33.39
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,Non-indigenous identity,,,61,30.41
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,Non-indigenous identity,,,61,36.3
2018,Physical abuse,Northwest Territories,"Total, gender",,,,First Nations (North American Indian),,,61,31.78
2018,Physical abuse,Northwest Territories,Male gender,,,,First Nations (North American Indian),,,61,32.47
2018,Physical abuse,Northwest Territories,Female gender,,,,First Nations (North American Indian),,,61,31.07
2018,Physical abuse,Northwest Territories,"Total, gender",,,,Métis,,,61,28.12
2018,Physical abuse,Northwest Territories,"Total, gender",,,,Inuk (Inuit),,,61,23.75
2018,Physical abuse,Northwest Territories,"Total, gender",,,,Non-indigenous identity,,,61,27.8
2018,Physical abuse,Northwest Territories,Male gender,,,,Non-indigenous identity,,,61,25.88
2018,Physical abuse,Northwest Territories,Female gender,,,,Non-indigenous identity,,,61,29.69
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,First Nations (North American Indian),,,61,17.01
2018,Sexual abuse,Northwest Territories,Female gender,,,,First Nations (North American Indian),,,61,28.34
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,Métis,,,61,9.12
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,Inuk (Inuit),,,61,14.1
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,Non-indigenous identity,,,61,11.11
2018,Sexual abuse,Northwest Territories,Male gender,,,,Non-indigenous identity,,,61,7.1
2018,Sexual abuse,Northwest Territories,Female gender,,,,Non-indigenous identity,,,61,15.03
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,Inuk (Inuit),,,62,24.51
2018,Physical or sexual abuse,Nunavut,Male gender,,,,Inuk (Inuit),,,62,18.23
2018,Physical or sexual abuse,Nunavut,Female gender,,,,Inuk (Inuit),,,62,30.89
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,Non-indigenous identity,,,62,33.7
2018,Physical or sexual abuse,Nunavut,Male gender,,,,Non-indigenous identity,,,62,27.63
2018,Physical or sexual abuse,Nunavut,Female gender,,,,Non-indigenous identity,,,62,42.9
2018,Physical abuse,Nunavut,"Total, gender",,,,Inuk (Inuit),,,62,17.41
2018,Physical abuse,Nunavut,Male gender,,,,Inuk (Inuit),,,62,16.89
2018,Physical abuse,Nunavut,Female gender,,,,Inuk (Inuit),,,62,17.94
2018,Physical abuse,Nunavut,"Total, gender",,,,Non-indigenous identity,,,62,27.34
2018,Physical abuse,Nunavut,Male gender,,,,Non-indigenous identity,,,62,26.6
2018,Physical abuse,Nunavut,Female gender,,,,Non-indigenous identity,,,62,28.46
2018,Sexual abuse,Nunavut,"Total, gender",,,,Inuk (Inuit),,,62,12.42
2018,Sexual abuse,Nunavut,Male gender,,,,Inuk (Inuit),,,62,4.79
2018,Sexual abuse,Nunavut,Female gender,,,,Inuk (Inuit),,,62,20.19
2018,Sexual abuse,Nunavut,"Total, gender",,,,Non-indigenous identity,,,62,12.76
2018,Sexual abuse,Nunavut,Female gender,,,,Non-indigenous identity,,,62,22.6
2018,Physical or sexual abuse,Canada,Male gender,,,,,"Total, disability status",,,26.13
2018,Physical or sexual abuse,Canada,Female gender,,,,,"Total, disability status",,,27.87
2018,Physical or sexual abuse,Canada,Male gender,,,,,Has a disability,,,35.98
2018,Physical or sexual abuse,Canada,Female gender,,,,,Has a disability,,,38.37
2018,Physical or sexual abuse,Canada,Male gender,,,,,Does not have a disability,,,21.76
2018,Physical or sexual abuse,Canada,Female gender,,,,,Does not have a disability,,,21.04
2018,Physical abuse,Canada,"Total, gender",,,,,"Total, disability status",,,23.54
2018,Physical abuse,Canada,Male gender,,,,,"Total, disability status",,,24.8
2018,Physical abuse,Canada,Female gender,,,,,"Total, disability status",,,22.26
2018,Physical abuse,Canada,"Total, gender",,,,,Has a disability,,,32.37
2018,Physical abuse,Canada,Male gender,,,,,Has a disability,,,34.13
2018,Physical abuse,Canada,Female gender,,,,,Has a disability,,,30.95
2018,Physical abuse,Canada,"Total, gender",,,,,Does not have a disability,,,18.74
2018,Physical abuse,Canada,Male gender,,,,,Does not have a disability,,,20.65
2018,Physical abuse,Canada,Female gender,,,,,Does not have a disability,,,16.61
2018,Sexual abuse,Canada,"Total, gender",,,,,"Total, disability status",,,7.77
2018,Sexual abuse,Canada,Male gender,,,,,"Total, disability status",,,3.7
2018,Sexual abuse,Canada,Female gender,,,,,"Total, disability status",,,11.76
2018,Sexual abuse,Canada,"Total, gender",,,,,Has a disability,,,12.43
2018,Sexual abuse,Canada,Male gender,,,,,Has a disability,,,5.98
2018,Sexual abuse,Canada,Female gender,,,,,Has a disability,,,17.4
2018,Sexual abuse,Canada,"Total, gender",,,,,Does not have a disability,,,5.24
2018,Sexual abuse,Canada,Male gender,,,,,Does not have a disability,,,2.68
2018,Sexual abuse,Canada,Female gender,,,,,Does not have a disability,,,8.09
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,"Total, disability status",,10,18.92
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,,,,"Total, disability status",,10,18.91
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,,,,"Total, disability status",,10,18.97
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,Has a disability,,10,29.17
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,,,,Has a disability,,10,29.85
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,,,,Has a disability,,10,28.79
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,Does not have a disability,,10,13.51
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,,,,Does not have a disability,,10,14.63
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,,,,Does not have a disability,,10,12.26
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,,,,"Total, disability status",,10,15.92
2018,Physical abuse,Newfoundland and Labrador,Male gender,,,,,"Total, disability status",,10,18.32
2018,Physical abuse,Newfoundland and Labrador,Female gender,,,,,"Total, disability status",,10,13.69
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,,,,Has a disability,,10,24.12
2018,Physical abuse,Newfoundland and Labrador,Male gender,,,,,Has a disability,,10,28.27
2018,Physical abuse,Newfoundland and Labrador,Female gender,,,,,Has a disability,,10,21.45
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,,,,Does not have a disability,,10,11.6
2018,Physical abuse,Newfoundland and Labrador,Male gender,,,,,Does not have a disability,,10,14.42
2018,Physical abuse,Newfoundland and Labrador,Female gender,,,,,Does not have a disability,,10,8.4
