Year,Series,Éléments,Catégories de données,Pilier,Value
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Santé reproductive,,50.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Sécurité alimentaire et nutrition,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Statistiques sur le genre,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Criminalité et justice,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Pauvreté et revenus,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score des statistiques sociales,,90.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Comptes nationaux,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Travail,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Indices de prix,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Finances gouvernementales,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Monnaie et banque,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Commerce international,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Balance des paiements,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score des statistiques économiques et financières,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Agriculture et utilisation des terres,,50.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Utilisation des ressources,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Consommation d'énergie,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Pollution,,50.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Environnement bâti,,100.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score de l'environnement,,80.0
2020,Inventaire des données ouvertes (ODIN),Lisible par machine,Toutes les catégories,,90.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Population et statistiques démographiques,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Établissements d'enseignement,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Résultats en matière d'éducation,,50.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Établissements de soins de santé,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Résultats en matière de santé,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Santé reproductive,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Sécurité alimentaire et nutrition,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Statistiques sur le genre,,50.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Criminalité et justice,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Pauvreté et revenus,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score des statistiques sociales,,90.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Comptes nationaux,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Travail,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Indices de prix,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Finances gouvernementales,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Monnaie et banque,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Commerce international,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Balance des paiements,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score des statistiques économiques et financières,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Agriculture et utilisation des terres,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Utilisation des ressources,,50.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Consommation d'énergie,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Pollution,,50.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Environnement bâti,,100.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score de l'environnement,,80.0
2022,Inventaire des données ouvertes (ODIN),Lisible par machine,Toutes les catégories,,90.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Population et statistiques démographiques,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Établissements d'enseignement,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Résultats en matière d'éducation,,50.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Établissements de soins de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Résultats en matière de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Santé reproductive,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Sécurité alimentaire et nutrition,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Statistiques sur le genre,,50.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Criminalité et justice,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Pauvreté et revenus,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score des statistiques sociales,,90.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Comptes nationaux,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Travail,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Indices de prix,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Finances gouvernementales,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Monnaie et banque,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Commerce international,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Balance des paiements,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score des statistiques économiques et financières,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Agriculture et utilisation des terres,,50.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Utilisation des ressources,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Consommation d'énergie,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Pollution,,0.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Environnement bâti,,100.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Sous-score de l'environnement,,70.0
2024,Inventaire des données ouvertes (ODIN),Lisible par machine,Toutes les catégories,,86.7
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Population et statistiques démographiques,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements d'enseignement,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière d'éducation,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements de soins de santé,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière de santé,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Santé reproductive,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Statistiques sur le genre,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Pauvreté et revenus,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques sociales,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Comptes nationaux,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Travail,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Indices de prix,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Finances gouvernementales,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Monnaie et banque,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Commerce international,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Balance des paiements,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques économiques et financières,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Agriculture et utilisation des terres,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Utilisation des ressources,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Consommation d'énergie,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Pollution,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Environnement bâti,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score de l'environnement,,100.0
2016,Inventaire des données ouvertes (ODIN),Non propriétaire,Toutes les catégories,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Population et statistiques démographiques,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements d'enseignement,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière d'éducation,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements de soins de santé,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière de santé,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Santé reproductive,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Statistiques sur le genre,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Criminalité et justice,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Pauvreté et revenus,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques sociales,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Comptes nationaux,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Travail,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Indices de prix,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Finances gouvernementales,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Monnaie et banque,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Commerce international,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Balance des paiements,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques économiques et financières,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Agriculture et utilisation des terres,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Utilisation des ressources,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Consommation d'énergie,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Pollution,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Environnement bâti,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score de l'environnement,,100.0
2017,Inventaire des données ouvertes (ODIN),Non propriétaire,Toutes les catégories,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Population et statistiques démographiques,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements d'enseignement,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière d'éducation,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements de soins de santé,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière de santé,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Santé reproductive,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Statistiques sur le genre,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Criminalité et justice,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Pauvreté et revenus,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques sociales,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Comptes nationaux,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Travail,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Indices de prix,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Finances gouvernementales,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Monnaie et banque,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Commerce international,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Balance des paiements,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques économiques et financières,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Agriculture et utilisation des terres,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Utilisation des ressources,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Consommation d'énergie,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Pollution,,50.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Environnement bâti,,100.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score de l'environnement,,90.0
2018,Inventaire des données ouvertes (ODIN),Non propriétaire,Toutes les catégories,,96.7
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Population et statistiques démographiques,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements d'enseignement,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière d'éducation,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements de soins de santé,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière de santé,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Santé reproductive,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Sécurité alimentaire et nutrition,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Statistiques sur le genre,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Criminalité et justice,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Pauvreté et revenus,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques sociales,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Comptes nationaux,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Travail,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Indices de prix,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Finances gouvernementales,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Monnaie et banque,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Commerce international,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Balance des paiements,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques économiques et financières,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Agriculture et utilisation des terres,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Utilisation des ressources,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Consommation d'énergie,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Pollution,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Environnement bâti,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score de l'environnement,,100.0
2020,Inventaire des données ouvertes (ODIN),Non propriétaire,Toutes les catégories,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Population et statistiques démographiques,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements d'enseignement,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière d'éducation,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements de soins de santé,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière de santé,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Santé reproductive,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Sécurité alimentaire et nutrition,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Statistiques sur le genre,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Criminalité et justice,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Pauvreté et revenus,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques sociales,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Comptes nationaux,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Travail,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Indices de prix,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Finances gouvernementales,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Monnaie et banque,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Commerce international,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Balance des paiements,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques économiques et financières,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Agriculture et utilisation des terres,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Utilisation des ressources,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Consommation d'énergie,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Pollution,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Environnement bâti,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score de l'environnement,,100.0
2022,Inventaire des données ouvertes (ODIN),Non propriétaire,Toutes les catégories,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Population et statistiques démographiques,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements d'enseignement,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière d'éducation,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Établissements de soins de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Résultats en matière de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Santé reproductive,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Sécurité alimentaire et nutrition,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Statistiques sur le genre,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Criminalité et justice,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Pauvreté et revenus,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques sociales,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Comptes nationaux,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Travail,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Indices de prix,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Finances gouvernementales,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Monnaie et banque,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Commerce international,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Balance des paiements,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score des statistiques économiques et financières,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Agriculture et utilisation des terres,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Utilisation des ressources,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Consommation d'énergie,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Pollution,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Environnement bâti,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Sous-score de l'environnement,,100.0
2024,Inventaire des données ouvertes (ODIN),Non propriétaire,Toutes les catégories,,100.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Population et statistiques démographiques,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements d'enseignement,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière d'éducation,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements de soins de santé,,0.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière de santé,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Santé reproductive,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Statistiques sur le genre,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pauvreté et revenus,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques sociales,,43.8
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Comptes nationaux,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Travail,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Indices de prix,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Finances gouvernementales,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Monnaie et banque,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Commerce international,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Balance des paiements,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques économiques et financières,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Agriculture et utilisation des terres,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Utilisation des ressources,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Consommation d'énergie,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pollution,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Environnement bâti,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score de l'environnement,,50.0
2016,Inventaire des données ouvertes (ODIN),Options de téléchargement,Toutes les catégories,,47.9
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Population et statistiques démographiques,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements d'enseignement,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière d'éducation,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements de soins de santé,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière de santé,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Santé reproductive,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Statistiques sur le genre,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Criminalité et justice,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pauvreté et revenus,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques sociales,,77.8
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Comptes nationaux,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Travail,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Indices de prix,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Finances gouvernementales,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Monnaie et banque,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Commerce international,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Balance des paiements,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques économiques et financières,,85.7
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Agriculture et utilisation des terres,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Utilisation des ressources,,50.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Consommation d'énergie,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pollution,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Environnement bâti,,100.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score de l'environnement,,90.0
2017,Inventaire des données ouvertes (ODIN),Options de téléchargement,Toutes les catégories,,84.5
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Population et statistiques démographiques,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements d'enseignement,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière d'éducation,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements de soins de santé,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière de santé,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Santé reproductive,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Statistiques sur le genre,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Criminalité et justice,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pauvreté et revenus,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques sociales,,66.7
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Comptes nationaux,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Travail,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Indices de prix,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Finances gouvernementales,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Monnaie et banque,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Commerce international,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Balance des paiements,,100.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques économiques et financières,,78.6
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Agriculture et utilisation des terres,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Utilisation des ressources,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Consommation d'énergie,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pollution,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Environnement bâti,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score de l'environnement,,50.0
2018,Inventaire des données ouvertes (ODIN),Options de téléchargement,Toutes les catégories,,65.1
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Population et statistiques démographiques,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements d'enseignement,,50.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière d'éducation,,50.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Établissements de soins de santé,,50.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Résultats en matière de santé,,50.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Santé reproductive,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sécurité alimentaire et nutrition,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Statistiques sur le genre,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Criminalité et justice,,50.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Pauvreté et revenus,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Sous-score des statistiques sociales,,75.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Comptes nationaux,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Travail,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Indices de prix,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Finances gouvernementales,,100.0
2020,Inventaire des données ouvertes (ODIN),Options de téléchargement,Monnaie et banque,,100.0
