Year,Source,Geography,GeoCode,Value
2021,Provincial Inventory Total,Prince Edward Island,11,1.628
2021,Oil and Gas,Prince Edward Island,11,0.0
2021,Transport,Prince Edward Island,11,0.653
2021,Heavy Industry,Prince Edward Island,11,0.013
2021,Buildings,Prince Edward Island,11,0.29
2021,Agriculture,Prince Edward Island,11,0.377
2021,Waste,Prince Edward Island,11,0.109
2021,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.183
2021,Provincial Inventory Total,Quebec,24,77.529
2021,Oil and Gas,Quebec,24,2.57
2021,Transport,Quebec,24,29.225
2021,Heavy Industry,Quebec,24,17.778
2021,Buildings,Quebec,24,9.39
2021,Agriculture,Quebec,24,8.739
2021,Waste,Quebec,24,4.48
2021,"Light Manufacturing, Construction and Forest Resources",Quebec,24,5.026
2021,Provincial Inventory Total,Saskatchewan,47,76.409
2021,Oil and Gas,Saskatchewan,47,26.395
2021,Transport,Saskatchewan,47,9.052
2021,Heavy Industry,Saskatchewan,47,4.065
2021,Buildings,Saskatchewan,47,3.854
2021,Agriculture,Saskatchewan,47,16.286
2021,Waste,Saskatchewan,47,1.41
2021,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.642
2021,Territorial Inventory Total,Yukon,60,0.647
2021,Oil and Gas,Yukon,60,0.0
2021,Transport,Yukon,60,0.35
2021,Heavy Industry,Yukon,60,0.137
2021,Buildings,Yukon,60,0.04
2021,Agriculture,Yukon,60,0.009
2021,Waste,Yukon,60,0.037
2021,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.03
2022,Provincial Inventory Total,Alberta,48,265.467
2022,Oil and Gas,Alberta,48,154.16
2022,Transport,Alberta,48,23.749
2022,Heavy Industry,Alberta,48,17.676
2022,Buildings,Alberta,48,21.272
2022,Agriculture,Alberta,48,20.901
2022,Waste,Alberta,48,4.65
2022,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.087
2022,Provincial Inventory Total,British Columbia,59,61.537
2022,Oil and Gas,British Columbia,59,13.294
2022,Transport,British Columbia,59,22.529
2022,Heavy Industry,British Columbia,59,5.191
2022,Buildings,British Columbia,59,9.377
2022,Agriculture,British Columbia,59,3.114
2022,Waste,British Columbia,59,1.879
2022,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.375
2022,Oil and Gas,Canada,,209.4
2022,Transport,Canada,,155.105
2022,Heavy Industry,Canada,,78.107
2022,Buildings,Canada,,88.289
2022,Agriculture,Canada,,70.091
2022,Waste,Canada,,23.01
2022,"Light Manufacturing, Construction and Forest Resources",Canada,,23.72
2022,Provincial Inventory Total,Manitoba,46,21.736
2022,Oil and Gas,Manitoba,46,0.997
2022,Transport,Manitoba,46,6.394
2022,Heavy Industry,Manitoba,46,1.379
2022,Buildings,Manitoba,46,3.202
2022,Agriculture,Manitoba,46,7.264
2022,Waste,Manitoba,46,1.363
2022,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.089
2022,Provincial Inventory Total,New Brunswick,13,12.419
2022,Oil and Gas,New Brunswick,13,2.589
2022,Transport,New Brunswick,13,3.08
2022,Heavy Industry,New Brunswick,13,0.755
2022,Buildings,New Brunswick,13,0.945
2022,Agriculture,New Brunswick,13,0.47
2022,Waste,New Brunswick,13,0.651
2022,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.437
2022,Provincial Inventory Total,Newfoundland and Labrador,10,8.059
2022,Oil and Gas,Newfoundland and Labrador,10,1.293
2022,Transport,Newfoundland and Labrador,10,3.227
2022,Heavy Industry,Newfoundland and Labrador,10,1.157
2022,Buildings,Newfoundland and Labrador,10,0.688
2022,Agriculture,Newfoundland and Labrador,10,0.095
2022,Waste,Newfoundland and Labrador,10,0.579
2022,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.331
2022,Territorial Inventory Total,Northwest Territories,61,1.353
2022,Oil and Gas,Northwest Territories,61,0.071
2022,Transport,Northwest Territories,61,0.613
2022,Heavy Industry,Northwest Territories,61,0.388
2022,Buildings,Northwest Territories,61,0.141
2022,Waste,Northwest Territories,61,0.042
2022,Provincial Inventory Total,Nova Scotia,12,14.292
2022,Oil and Gas,Nova Scotia,12,0.005
2022,Transport,Nova Scotia,12,4.697
2022,Heavy Industry,Nova Scotia,12,0.365
2022,Buildings,Nova Scotia,12,1.971
2022,Agriculture,Nova Scotia,12,0.401
2022,Waste,Nova Scotia,12,0.593
2022,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.411
2022,Territorial Inventory Total,Nunavut,62,0.697
2022,Transport,Nunavut,62,0.357
2022,Heavy Industry,Nunavut,62,0.131
2022,Buildings,Nunavut,62,0.014
2022,Waste,Nunavut,62,0.041
2022,Provincial Inventory Total,Ontario,35,157.557
2022,Oil and Gas,Ontario,35,7.973
2022,Transport,Ontario,35,49.686
2022,Heavy Industry,Ontario,35,28.779
2022,Buildings,Ontario,35,36.592
2022,Agriculture,Ontario,35,12.369
2022,Waste,Ontario,35,7.282
2022,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.42
2022,Provincial Inventory Total,Prince Edward Island,11,1.606
2022,Oil and Gas,Prince Edward Island,11,0.0
2022,Transport,Prince Edward Island,11,0.676
2022,Heavy Industry,Prince Edward Island,11,0.012
2022,Buildings,Prince Edward Island,11,0.301
2022,Agriculture,Prince Edward Island,11,0.378
2022,Waste,Prince Edward Island,11,0.073
2022,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.165
2022,Provincial Inventory Total,Quebec,24,79.286
2022,Oil and Gas,Quebec,24,2.712
2022,Transport,Quebec,24,30.876
2022,Heavy Industry,Quebec,24,17.891
2022,Buildings,Quebec,24,9.576
2022,Agriculture,Quebec,24,8.869
2022,Waste,Quebec,24,4.425
2022,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.671
2022,Provincial Inventory Total,Saskatchewan,47,75.231
2022,Oil and Gas,Saskatchewan,47,26.305
2022,Transport,Saskatchewan,47,8.848
2022,Heavy Industry,Saskatchewan,47,4.246
2022,Buildings,Saskatchewan,47,4.174
2022,Agriculture,Saskatchewan,47,16.221
2022,Waste,Saskatchewan,47,1.394
2022,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.664
2022,Territorial Inventory Total,Yukon,60,0.66
2022,Oil and Gas,Yukon,60,0.0
2022,Transport,Yukon,60,0.374
2022,Heavy Industry,Yukon,60,0.137
2022,Buildings,Yukon,60,0.036
2022,Agriculture,Yukon,60,0.009
2022,Waste,Yukon,60,0.037
2022,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.028
2023,Provincial Inventory Total,Alberta,48,263.376
2023,Oil and Gas,Alberta,48,154.109
2023,Transport,Alberta,48,23.87
2023,Heavy Industry,Alberta,48,17.996
2023,Buildings,Alberta,48,20.177
2023,Agriculture,Alberta,48,19.707
2023,Waste,Alberta,48,4.683
2023,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.137
2023,Provincial Inventory Total,British Columbia,59,60.418
2023,Oil and Gas,British Columbia,59,12.426
2023,Transport,British Columbia,59,22.435
2023,Heavy Industry,British Columbia,59,5.538
2023,Buildings,British Columbia,59,8.616
2023,Agriculture,British Columbia,59,3.031
2023,Waste,British Columbia,59,1.88
2023,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.511
2023,Oil and Gas,Canada,,207.955
2023,Transport,Canada,,156.587
2023,Heavy Industry,Canada,,78.336
2023,Buildings,Canada,,82.651
2023,Agriculture,Canada,,69.388
2023,Waste,Canada,,23.015
2023,"Light Manufacturing, Construction and Forest Resources",Canada,,23.542
2023,Provincial Inventory Total,Manitoba,46,21.279
2023,Oil and Gas,Manitoba,46,0.896
2023,Transport,Manitoba,46,6.582
2023,Heavy Industry,Manitoba,46,1.316
2023,Buildings,Manitoba,46,2.831
2023,Agriculture,Manitoba,46,7.084
2023,Waste,Manitoba,46,1.366
2023,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.128
2023,Provincial Inventory Total,New Brunswick,13,11.466
2023,Oil and Gas,New Brunswick,13,2.655
2023,Transport,New Brunswick,13,3.132
2023,Heavy Industry,New Brunswick,13,0.605
2023,Buildings,New Brunswick,13,0.93
2023,Agriculture,New Brunswick,13,0.454
2023,Waste,New Brunswick,13,0.665
2023,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.364
2023,Provincial Inventory Total,Newfoundland and Labrador,10,7.922
2023,Oil and Gas,Newfoundland and Labrador,10,1.27
2023,Transport,Newfoundland and Labrador,10,3.224
2023,Heavy Industry,Newfoundland and Labrador,10,1.065
2023,Buildings,Newfoundland and Labrador,10,0.666
2023,Agriculture,Newfoundland and Labrador,10,0.103
2023,Waste,Newfoundland and Labrador,10,0.573
2023,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.335
2023,Territorial Inventory Total,Northwest Territories,61,1.36
2023,Oil and Gas,Northwest Territories,61,0.068
2023,Transport,Northwest Territories,61,0.606
2023,Heavy Industry,Northwest Territories,61,0.345
2023,Buildings,Northwest Territories,61,0.124
2023,Waste,Northwest Territories,61,0.043
2023,Provincial Inventory Total,Nova Scotia,12,13.539
2023,Oil and Gas,Nova Scotia,12,0.006
2023,Transport,Nova Scotia,12,4.928
2023,Heavy Industry,Nova Scotia,12,0.409
2023,Buildings,Nova Scotia,12,1.777
2023,Agriculture,Nova Scotia,12,0.395
2023,Waste,Nova Scotia,12,0.597
2023,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.385
2023,Territorial Inventory Total,Nunavut,62,0.714
2023,Transport,Nunavut,62,0.369
2023,Heavy Industry,Nunavut,62,0.134
2023,Buildings,Nunavut,62,0.013
2023,Waste,Nunavut,62,0.042
2023,Provincial Inventory Total,Ontario,35,158.728
2023,Oil and Gas,Ontario,35,8.273
2023,Transport,Ontario,35,50.202
2023,Heavy Industry,Ontario,35,29.197
2023,Buildings,Ontario,35,34.855
2023,Agriculture,Ontario,35,12.884
2023,Waste,Ontario,35,7.276
2023,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.196
2023,Provincial Inventory Total,Prince Edward Island,11,1.592
2023,Oil and Gas,Prince Edward Island,11,0.0
2023,Transport,Prince Edward Island,11,0.717
2023,Heavy Industry,Prince Edward Island,11,0.014
2023,Buildings,Prince Edward Island,11,0.274
2023,Agriculture,Prince Edward Island,11,0.345
2023,Waste,Prince Edward Island,11,0.074
2023,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.164
2023,Provincial Inventory Total,Quebec,24,78.931
2023,Oil and Gas,Quebec,24,2.644
2023,Transport,Quebec,24,31.426
2023,Heavy Industry,Quebec,24,18.094
2023,Buildings,Quebec,24,8.671
2023,Agriculture,Quebec,24,8.887
2023,Waste,Quebec,24,4.386
2023,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.511
2023,Provincial Inventory Total,Saskatchewan,47,73.913
2023,Oil and Gas,Saskatchewan,47,25.608
2023,Transport,Saskatchewan,47,8.708
2023,Heavy Industry,Saskatchewan,47,3.486
2023,Buildings,Saskatchewan,47,3.68
2023,Agriculture,Saskatchewan,47,16.489
2023,Waste,Saskatchewan,47,1.394
2023,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.727
2023,Territorial Inventory Total,Yukon,60,0.674
2023,Oil and Gas,Yukon,60,0.0
2023,Transport,Yukon,60,0.389
2023,Heavy Industry,Yukon,60,0.137
2023,Buildings,Yukon,60,0.035
2023,Agriculture,Yukon,60,0.009
2023,Waste,Yukon,60,0.038
2023,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.028
