Year,Persons in low income,Geography,GeoCode,Value
2021,All persons,Prairie provinces,,10.4
2021,Persons under 18 years,Prairie provinces,,11.1
2021,Persons 18 to 64 years,Prairie provinces,,9.1
2021,Persons 65 years and over,Prairie provinces,,14.6
2021,Males,Prairie provinces,,10.1
2021,"Males, under 18 years",Prairie provinces,,11.5
2021,"Males, 18 to 64 years",Prairie provinces,,9.0
2021,"Males, 65 years and over",Prairie provinces,,12.4
2021,Females,Prairie provinces,,10.7
2021,"Females, under 18 years",Prairie provinces,,10.7
2021,"Females, 18 to 64 years",Prairie provinces,,9.2
2021,"Females, 65 years and over",Prairie provinces,,16.6
2021,All persons,Manitoba,46,13.9
2021,Persons under 18 years,Manitoba,,17.7
2021,Persons 18 to 64 years,Manitoba,,11.3
2021,Persons 65 years and over,Manitoba,,18.3
2021,Males,Manitoba,,13.0
2021,"Males, under 18 years",Manitoba,,17.2
2021,"Males, 18 to 64 years",Manitoba,,11.0
2021,"Males, 65 years and over",Manitoba,,14.8
2021,Females,Manitoba,,14.8
2021,"Females, under 18 years",Manitoba,,18.3
2021,"Females, 18 to 64 years",Manitoba,,11.6
2021,"Females, 65 years and over",Manitoba,,21.4
2021,All persons,Saskatchewan,47,12.2
2021,Persons under 18 years,Saskatchewan,,12.0
2021,Persons 18 to 64 years,Saskatchewan,,11.0
2021,Persons 65 years and over,Saskatchewan,,16.8
2021,Males,Saskatchewan,,12.0
2021,"Males, under 18 years",Saskatchewan,,13.4
2021,"Males, 18 to 64 years",Saskatchewan,,10.9
2021,"Males, 65 years and over",Saskatchewan,,14.2
2021,Females,Saskatchewan,,12.5
2021,"Females, under 18 years",Saskatchewan,,10.6
2021,"Females, 18 to 64 years",Saskatchewan,,11.2
2021,"Females, 65 years and over",Saskatchewan,,19.1
2021,All persons,Alberta,48,8.9
2021,Persons under 18 years,Alberta,,8.9
2021,Persons 18 to 64 years,Alberta,,8.0
2021,Persons 65 years and over,Alberta,,12.6
2021,Males,Alberta,,8.7
2021,"Males, under 18 years",Alberta,,9.3
2021,"Males, 18 to 64 years",Alberta,,8.0
2021,"Males, 65 years and over",Alberta,,11.0
2021,Females,Alberta,,9.1
2021,"Females, under 18 years",Alberta,,8.5
2021,"Females, 18 to 64 years",Alberta,,8.0
2021,"Females, 65 years and over",Alberta,,14.1
2021,All persons,British Columbia,59,9.5
2021,Persons under 18 years,British Columbia,,8.3
2021,Persons 18 to 64 years,British Columbia,,8.1
2021,Persons 65 years and over,British Columbia,,15.2
2021,Males,British Columbia,,8.6
2021,"Males, under 18 years",British Columbia,,8.4
2021,"Males, 18 to 64 years",British Columbia,,7.5
2021,"Males, 65 years and over",British Columbia,,12.5
2021,Females,British Columbia,,10.4
2021,"Females, under 18 years",British Columbia,,8.2
2021,"Females, 18 to 64 years",British Columbia,,8.7
2021,"Females, 65 years and over",British Columbia,,17.7
2021,All persons,"Québec, Quebec",,9.7
2021,Persons under 18 years,"Québec, Quebec",,
2021,Persons 18 to 64 years,"Québec, Quebec",,7.3
2021,Persons 65 years and over,"Québec, Quebec",,20.2
2021,Males,"Québec, Quebec",,8.3
2021,"Males, under 18 years","Québec, Quebec",,
2021,"Males, 18 to 64 years","Québec, Quebec",,6.0
2021,"Males, 65 years and over","Québec, Quebec",,15.7
2021,Females,"Québec, Quebec",,11.1
2021,"Females, under 18 years","Québec, Quebec",,
2021,"Females, 18 to 64 years","Québec, Quebec",,8.4
2021,"Females, 65 years and over","Québec, Quebec",,24.2
2021,All persons,"Montréal, Quebec",,11.3
2021,Persons under 18 years,"Montréal, Quebec",,9.3
2021,Persons 18 to 64 years,"Montréal, Quebec",,9.3
2021,Persons 65 years and over,"Montréal, Quebec",,21.1
2021,Males,"Montréal, Quebec",,10.2
2021,"Males, under 18 years","Montréal, Quebec",,7.1
2021,"Males, 18 to 64 years","Montréal, Quebec",,9.3
2021,"Males, 65 years and over","Montréal, Quebec",,17.9
2021,Females,"Montréal, Quebec",,12.4
2021,"Females, under 18 years","Montréal, Quebec",,11.6
2021,"Females, 18 to 64 years","Montréal, Quebec",,9.3
2021,"Females, 65 years and over","Montréal, Quebec",,24.0
2021,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.3
2021,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,7.0
2021,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,8.3
2021,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,9.7
2021,Males,"Ottawa-Gatineau, Ontario/Quebec",,7.4
2021,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,
2021,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.1
2021,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,6.8
2021,Females,"Ottawa-Gatineau, Ontario/Quebec",,9.3
2021,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,
2021,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.5
2021,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,12.4
2021,All persons,"Toronto, Ontario",,9.4
2021,Persons under 18 years,"Toronto, Ontario",,9.0
2021,Persons 18 to 64 years,"Toronto, Ontario",,8.7
2021,Persons 65 years and over,"Toronto, Ontario",,13.2
2021,Males,"Toronto, Ontario",,8.7
2021,"Males, under 18 years","Toronto, Ontario",,9.8
2021,"Males, 18 to 64 years","Toronto, Ontario",,7.5
2021,"Males, 65 years and over","Toronto, Ontario",,12.7
2021,Females,"Toronto, Ontario",,10.1
2021,"Females, under 18 years","Toronto, Ontario",,8.2
2021,"Females, 18 to 64 years","Toronto, Ontario",,9.7
2021,"Females, 65 years and over","Toronto, Ontario",,13.7
2021,All persons,"Winnipeg, Manitoba",,12.8
2021,Persons under 18 years,"Winnipeg, Manitoba",,16.0
2021,Persons 18 to 64 years,"Winnipeg, Manitoba",,10.6
2021,Persons 65 years and over,"Winnipeg, Manitoba",,17.4
2021,Males,"Winnipeg, Manitoba",,12.0
2021,"Males, under 18 years","Winnipeg, Manitoba",,14.4
2021,"Males, 18 to 64 years","Winnipeg, Manitoba",,10.9
2021,"Males, 65 years and over","Winnipeg, Manitoba",,13.8
2021,Females,"Winnipeg, Manitoba",,13.6
2021,"Females, under 18 years","Winnipeg, Manitoba",,17.5
2021,"Females, 18 to 64 years","Winnipeg, Manitoba",,10.3
2021,"Females, 65 years and over","Winnipeg, Manitoba",,20.4
2021,All persons,"Calgary, Alberta",,9.2
2021,Persons under 18 years,"Calgary, Alberta",,8.3
2021,Persons 18 to 64 years,"Calgary, Alberta",,8.7
2021,Persons 65 years and over,"Calgary, Alberta",,13.4
2021,Males,"Calgary, Alberta",,9.3
2021,"Males, under 18 years","Calgary, Alberta",,9.8
2021,"Males, 18 to 64 years","Calgary, Alberta",,8.5
2021,"Males, 65 years and over","Calgary, Alberta",,13.3
2021,Females,"Calgary, Alberta",,9.1
2021,"Females, under 18 years","Calgary, Alberta",,
2021,"Females, 18 to 64 years","Calgary, Alberta",,8.9
2021,"Females, 65 years and over","Calgary, Alberta",,13.5
2021,All persons,"Edmonton, Alberta",,8.3
2021,Persons under 18 years,"Edmonton, Alberta",,10.0
2021,Persons 18 to 64 years,"Edmonton, Alberta",,7.3
2021,Persons 65 years and over,"Edmonton, Alberta",,10.5
2021,Males,"Edmonton, Alberta",,8.7
2021,"Males, under 18 years","Edmonton, Alberta",,12.1
2021,"Males, 18 to 64 years","Edmonton, Alberta",,7.7
2021,"Males, 65 years and over","Edmonton, Alberta",,8.1
2021,Females,"Edmonton, Alberta",,7.9
2021,"Females, under 18 years","Edmonton, Alberta",,
2021,"Females, 18 to 64 years","Edmonton, Alberta",,6.9
2021,"Females, 65 years and over","Edmonton, Alberta",,12.6
2021,All persons,"Vancouver, British Columbia",,9.6
2021,Persons under 18 years,"Vancouver, British Columbia",,8.8
2021,Persons 18 to 64 years,"Vancouver, British Columbia",,8.2
2021,Persons 65 years and over,"Vancouver, British Columbia",,15.8
2021,Males,"Vancouver, British Columbia",,8.8
2021,"Males, under 18 years","Vancouver, British Columbia",,9.9
2021,"Males, 18 to 64 years","Vancouver, British Columbia",,7.5
2021,"Males, 65 years and over","Vancouver, British Columbia",,12.8
2021,Females,"Vancouver, British Columbia",,10.3
2021,"Females, under 18 years","Vancouver, British Columbia",,7.7
2021,"Females, 18 to 64 years","Vancouver, British Columbia",,8.8
2021,"Females, 65 years and over","Vancouver, British Columbia",,18.4
2022,Persons under 18 years,Canada,,12.0
2022,Persons 18 to 64 years,Canada,,10.7
2022,Persons 65 years and over,Canada,,15.4
2022,Males,Canada,,11.1
2022,"Males, under 18 years",Canada,,11.9
2022,"Males, 18 to 64 years",Canada,,10.4
2022,"Males, 65 years and over",Canada,,12.9
2022,Females,Canada,,12.6
2022,"Females, under 18 years",Canada,,12.2
2022,"Females, 18 to 64 years",Canada,,11.1
2022,"Females, 65 years and over",Canada,,17.5
2022,All persons,Atlantic provinces,,16.1
2022,Persons under 18 years,Atlantic provinces,,15.6
2022,Persons 18 to 64 years,Atlantic provinces,,13.0
2022,Persons 65 years and over,Atlantic provinces,,24.9
2022,Males,Atlantic provinces,,15.0
2022,"Males, under 18 years",Atlantic provinces,,15.9
2022,"Males, 18 to 64 years",Atlantic provinces,,12.6
2022,"Males, 65 years and over",Atlantic provinces,,21.2
2022,Females,Atlantic provinces,,17.2
2022,"Females, under 18 years",Atlantic provinces,,15.4
2022,"Females, 18 to 64 years",Atlantic provinces,,13.5
2022,"Females, 65 years and over",Atlantic provinces,,28.1
2022,All persons,Newfoundland and Labrador,10,15.8
2022,Persons under 18 years,Newfoundland and Labrador,,13.5
2022,Persons 18 to 64 years,Newfoundland and Labrador,,12.2
2022,Persons 65 years and over,Newfoundland and Labrador,,26.2
2022,Males,Newfoundland and Labrador,,14.0
2022,"Males, under 18 years",Newfoundland and Labrador,,13.1
2022,"Males, 18 to 64 years",Newfoundland and Labrador,,11.1
2022,"Males, 65 years and over",Newfoundland and Labrador,,22.2
2022,Females,Newfoundland and Labrador,,17.5
2022,"Females, under 18 years",Newfoundland and Labrador,,13.8
2022,"Females, 18 to 64 years",Newfoundland and Labrador,,13.4
2022,"Females, 65 years and over",Newfoundland and Labrador,,30.0
2022,All persons,Prince Edward Island,11,13.5
2022,Persons under 18 years,Prince Edward Island,,12.1
2022,Persons 18 to 64 years,Prince Edward Island,,11.1
2022,Persons 65 years and over,Prince Edward Island,,22.3
2022,Males,Prince Edward Island,,12.2
2022,"Males, under 18 years",Prince Edward Island,,11.1
2022,"Males, 18 to 64 years",Prince Edward Island,,10.9
2022,"Males, 65 years and over",Prince Edward Island,,17.8
2022,Females,Prince Edward Island,,14.8
2022,"Females, under 18 years",Prince Edward Island,,13.1
2022,"Females, 18 to 64 years",Prince Edward Island,,11.3
2022,"Females, 65 years and over",Prince Edward Island,,26.1
2022,All persons,Nova Scotia,12,16.5
2022,Persons under 18 years,Nova Scotia,,16.7
2022,Persons 18 to 64 years,Nova Scotia,,13.7
2022,Persons 65 years and over,Nova Scotia,,24.3
2022,Males,Nova Scotia,,15.8
2022,"Males, under 18 years",Nova Scotia,,17.7
2022,"Males, 18 to 64 years",Nova Scotia,,13.3
2022,"Males, 65 years and over",Nova Scotia,,21.3
2022,Females,Nova Scotia,,17.2
2022,"Females, under 18 years",Nova Scotia,,15.5
2022,"Females, 18 to 64 years",Nova Scotia,,14.0
2022,"Females, 65 years and over",Nova Scotia,,26.8
2022,All persons,New Brunswick,13,16.5
2022,Persons under 18 years,New Brunswick,,16.5
2022,Persons 18 to 64 years,New Brunswick,,13.1
2022,Persons 65 years and over,New Brunswick,,25.1
2022,Males,New Brunswick,,15.3
2022,"Males, under 18 years",New Brunswick,,16.3
2022,"Males, 18 to 64 years",New Brunswick,,12.9
2022,"Males, 65 years and over",New Brunswick,,21.1
2022,Females,New Brunswick,,17.6
2022,"Females, under 18 years",New Brunswick,,16.6
2022,"Females, 18 to 64 years",New Brunswick,,13.3
2022,"Females, 65 years and over",New Brunswick,,28.7
2022,All persons,Quebec,24,10.5
2022,Persons under 18 years,Quebec,,7.9
2022,Persons 18 to 64 years,Quebec,,9.8
2022,Persons 65 years and over,Quebec,,15.1
2022,Males,Quebec,,9.9
2022,"Males, under 18 years",Quebec,,7.3
2022,"Males, 18 to 64 years",Quebec,,10.0
2022,"Males, 65 years and over",Quebec,,12.1
2022,Females,Quebec,,11.1
2022,"Females, under 18 years",Quebec,,8.5
2022,"Females, 18 to 64 years",Quebec,,9.6
2022,"Females, 65 years and over",Quebec,,17.8
2022,All persons,Ontario,35,12.1
2022,Persons under 18 years,Ontario,,13.1
2022,Persons 18 to 64 years,Ontario,,11.2
2022,Persons 65 years and over,Ontario,,14.1
2022,Males,Ontario,,11.4
2022,"Males, under 18 years",Ontario,,13.2
2022,"Males, 18 to 64 years",Ontario,,10.7
2022,"Males, 65 years and over",Ontario,,11.7
2022,Females,Ontario,,12.8
2022,"Females, under 18 years",Ontario,,13.0
2022,"Females, 18 to 64 years",Ontario,,11.7
2022,"Females, 65 years and over",Ontario,,16.3
2022,All persons,Prairie provinces,,11.7
2022,Persons under 18 years,Prairie provinces,,14.1
2022,Persons 18 to 64 years,Prairie provinces,,10.5
2022,Persons 65 years and over,Prairie provinces,,12.9
2022,Males,Prairie provinces,,11.1
2022,"Males, under 18 years",Prairie provinces,,13.9
2022,"Males, 18 to 64 years",Prairie provinces,,10.0
2022,"Males, 65 years and over",Prairie provinces,,11.1
2022,Females,Prairie provinces,,12.3
2022,"Females, under 18 years",Prairie provinces,,14.2
2022,"Females, 18 to 64 years",Prairie provinces,,11.0
2022,"Females, 65 years and over",Prairie provinces,,14.6
2022,All persons,Manitoba,46,15.7
2022,Persons under 18 years,Manitoba,,20.0
2022,Persons 18 to 64 years,Manitoba,,13.8
2022,Persons 65 years and over,Manitoba,,16.9
2022,Males,Manitoba,,15.1
2022,"Males, under 18 years",Manitoba,,20.4
2022,"Males, 18 to 64 years",Manitoba,,13.3
2022,"Males, 65 years and over",Manitoba,,14.3
2022,Females,Manitoba,,16.3
2022,"Females, under 18 years",Manitoba,,19.6
2022,"Females, 18 to 64 years",Manitoba,,14.2
2022,"Females, 65 years and over",Manitoba,,19.3
2022,All persons,Saskatchewan,47,13.7
2022,Persons under 18 years,Saskatchewan,,16.9
2022,Persons 18 to 64 years,Saskatchewan,,12.1
2022,Persons 65 years and over,Saskatchewan,,15.2
2022,Males,Saskatchewan,,13.5
2022,"Males, under 18 years",Saskatchewan,,18.0
2022,"Males, 18 to 64 years",Saskatchewan,,11.8
2022,"Males, 65 years and over",Saskatchewan,,13.2
2022,Females,Saskatchewan,,14.0
2022,"Females, under 18 years",Saskatchewan,,15.6
2022,"Females, 18 to 64 years",Saskatchewan,,12.5
2022,"Females, 65 years and over",Saskatchewan,,17.1
2022,All persons,Alberta,48,10.0
2022,Persons under 18 years,Alberta,,11.7
2022,Persons 18 to 64 years,Alberta,,9.2
2022,Persons 65 years and over,Alberta,,10.9
2022,Males,Alberta,,9.3
2022,"Males, under 18 years",Alberta,,11.0
2022,"Males, 18 to 64 years",Alberta,,8.7
2022,"Males, 65 years and over",Alberta,,9.4
2022,Females,Alberta,,10.7
2022,"Females, under 18 years",Alberta,,12.3
2022,"Females, 18 to 64 years",Alberta,,9.7
2022,"Females, 65 years and over",Alberta,,12.2
2022,All persons,British Columbia,59,11.6
2022,Persons under 18 years,British Columbia,,11.1
2022,Persons 18 to 64 years,British Columbia,,10.1
2022,Persons 65 years and over,British Columbia,,16.4
2022,Males,British Columbia,,10.8
2022,"Males, under 18 years",British Columbia,,10.7
2022,"Males, 18 to 64 years",British Columbia,,9.6
2022,"Males, 65 years and over",British Columbia,,14.8
2022,Females,British Columbia,,12.3
2022,"Females, under 18 years",British Columbia,,11.5
2022,"Females, 18 to 64 years",British Columbia,,10.7
2022,"Females, 65 years and over",British Columbia,,17.9
2022,All persons,"Québec, Quebec",,8.5
2022,Persons under 18 years,"Québec, Quebec",,4.4
2022,Persons 18 to 64 years,"Québec, Quebec",,8.6
2022,Persons 65 years and over,"Québec, Quebec",,11.5
2022,Males,"Québec, Quebec",,8.1
2022,"Males, under 18 years","Québec, Quebec",,4.1
2022,"Males, 18 to 64 years","Québec, Quebec",,9.3
2022,"Males, 65 years and over","Québec, Quebec",,8.1
2022,Females,"Québec, Quebec",,9.0
2022,"Females, under 18 years","Québec, Quebec",,4.7
2022,"Females, 18 to 64 years","Québec, Quebec",,7.9
2022,"Females, 65 years and over","Québec, Quebec",,14.6
2022,All persons,"Montréal, Quebec",,10.3
2022,Persons under 18 years,"Montréal, Quebec",,8.2
2022,Persons 18 to 64 years,"Montréal, Quebec",,9.7
2022,Persons 65 years and over,"Montréal, Quebec",,15.3
2022,Males,"Montréal, Quebec",,9.9
2022,"Males, under 18 years","Montréal, Quebec",,7.9
2022,"Males, 18 to 64 years","Montréal, Quebec",,9.8
2022,"Males, 65 years and over","Montréal, Quebec",,12.7
2022,Females,"Montréal, Quebec",,10.7
2022,"Females, under 18 years","Montréal, Quebec",,8.5
2022,"Females, 18 to 64 years","Montréal, Quebec",,9.5
2022,"Females, 65 years and over","Montréal, Quebec",,17.5
2022,All persons,"Ottawa-Gatineau, Ontario/Quebec",,9.9
2022,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,9.6
2022,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,9.9
2022,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,10.3
2022,Males,"Ottawa-Gatineau, Ontario/Quebec",,9.5
2022,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,8.7
2022,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.8
2022,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.3
2022,Females,"Ottawa-Gatineau, Ontario/Quebec",,10.4
2022,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,10.7
2022,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,10.0
2022,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,11.3
2022,All persons,"Toronto, Ontario",,12.2
2022,Persons under 18 years,"Toronto, Ontario",,13.4
2022,Persons 18 to 64 years,"Toronto, Ontario",,11.2
2022,Persons 65 years and over,"Toronto, Ontario",,14.6
2022,Males,"Toronto, Ontario",,11.6
2022,"Males, under 18 years","Toronto, Ontario",,14.0
2022,"Males, 18 to 64 years","Toronto, Ontario",,10.8
2022,"Males, 65 years and over","Toronto, Ontario",,12.0
2022,Females,"Toronto, Ontario",,12.7
2022,"Females, under 18 years","Toronto, Ontario",,12.8
2022,"Females, 18 to 64 years","Toronto, Ontario",,11.6
2022,"Females, 65 years and over","Toronto, Ontario",,16.8
2022,All persons,"Winnipeg, Manitoba",,14.1
2022,Persons under 18 years,"Winnipeg, Manitoba",,17.3
2022,Persons 18 to 64 years,"Winnipeg, Manitoba",,12.9
2022,Persons 65 years and over,"Winnipeg, Manitoba",,14.7
2022,Males,"Winnipeg, Manitoba",,13.4
2022,"Males, under 18 years","Winnipeg, Manitoba",,17.5
2022,"Males, 18 to 64 years","Winnipeg, Manitoba",,12.5
2022,"Males, 65 years and over","Winnipeg, Manitoba",,12.0
2022,Females,"Winnipeg, Manitoba",,14.7
2022,"Females, under 18 years","Winnipeg, Manitoba",,17.1
2022,"Females, 18 to 64 years","Winnipeg, Manitoba",,13.3
2022,"Females, 65 years and over","Winnipeg, Manitoba",,17.1
2022,All persons,"Calgary, Alberta",,9.5
2022,Persons under 18 years,"Calgary, Alberta",,11.2
2022,Persons 18 to 64 years,"Calgary, Alberta",,9.0
2022,Persons 65 years and over,"Calgary, Alberta",,9.3
2022,Males,"Calgary, Alberta",,8.6
2022,"Males, under 18 years","Calgary, Alberta",,10.0
2022,"Males, 18 to 64 years","Calgary, Alberta",,8.3
2022,"Males, 65 years and over","Calgary, Alberta",,7.4
2022,Females,"Calgary, Alberta",,10.4
2022,"Females, under 18 years","Calgary, Alberta",,12.4
2022,"Females, 18 to 64 years","Calgary, Alberta",,9.6
2022,"Females, 65 years and over","Calgary, Alberta",,11.0
2022,All persons,"Edmonton, Alberta",,9.9
2022,Persons under 18 years,"Edmonton, Alberta",,12.1
2022,Persons 18 to 64 years,"Edmonton, Alberta",,9.3
2022,Persons 65 years and over,"Edmonton, Alberta",,9.3
2022,Males,"Edmonton, Alberta",,9.6
2022,"Males, under 18 years","Edmonton, Alberta",,11.2
2022,"Males, 18 to 64 years","Edmonton, Alberta",,9.3
2022,"Males, 65 years and over","Edmonton, Alberta",,8.8
2022,Females,"Edmonton, Alberta",,10.2
2022,"Females, under 18 years","Edmonton, Alberta",,13.0
2022,"Females, 18 to 64 years","Edmonton, Alberta",,9.3
2022,"Females, 65 years and over","Edmonton, Alberta",,9.8
2022,All persons,"Vancouver, British Columbia",,11.3
2022,Persons under 18 years,"Vancouver, British Columbia",,10.3
2022,Persons 18 to 64 years,"Vancouver, British Columbia",,10.1
2022,Persons 65 years and over,"Vancouver, British Columbia",,16.8
2022,Males,"Vancouver, British Columbia",,10.7
2022,"Males, under 18 years","Vancouver, British Columbia",,9.9
2022,"Males, 18 to 64 years","Vancouver, British Columbia",,9.6
2022,"Males, 65 years and over","Vancouver, British Columbia",,16.0
2022,Females,"Vancouver, British Columbia",,11.9
2022,"Females, under 18 years","Vancouver, British Columbia",,10.8
2022,"Females, 18 to 64 years","Vancouver, British Columbia",,10.5
2022,"Females, 65 years and over","Vancouver, British Columbia",,17.4
2023,Persons under 18 years,Canada,,13.2
2023,Persons 18 to 64 years,Canada,,11.1
2023,Persons 65 years and over,Canada,,13.8
2023,Males,Canada,,11.5
2023,"Males, under 18 years",Canada,,13.4
2023,"Males, 18 to 64 years",Canada,,10.8
2023,"Males, 65 years and over",Canada,,11.9
2023,Females,Canada,,12.5
2023,"Females, under 18 years",Canada,,13.1
2023,"Females, 18 to 64 years",Canada,,11.4
2023,"Females, 65 years and over",Canada,,15.4
2023,All persons,Atlantic provinces,,16.1
2023,Persons under 18 years,Atlantic provinces,,17.8
2023,Persons 18 to 64 years,Atlantic provinces,,13.1
2023,Persons 65 years and over,Atlantic provinces,,23.0
2023,Males,Atlantic provinces,,15.3
2023,"Males, under 18 years",Atlantic provinces,,18.3
2023,"Males, 18 to 64 years",Atlantic provinces,,12.5
2023,"Males, 65 years and over",Atlantic provinces,,20.3
2023,Females,Atlantic provinces,,17.0
2023,"Females, under 18 years",Atlantic provinces,,17.3
2023,"Females, 18 to 64 years",Atlantic provinces,,13.6
2023,"Females, 65 years and over",Atlantic provinces,,25.3
2023,All persons,Newfoundland and Labrador,10,16.2
2023,Persons under 18 years,Newfoundland and Labrador,,16.1
2023,Persons 18 to 64 years,Newfoundland and Labrador,,12.8
2023,Persons 65 years and over,Newfoundland and Labrador,,24.5
2023,Males,Newfoundland and Labrador,,15.1
2023,"Males, under 18 years",Newfoundland and Labrador,,17.3
2023,"Males, 18 to 64 years",Newfoundland and Labrador,,11.8
2023,"Males, 65 years and over",Newfoundland and Labrador,,22.0
2023,Females,Newfoundland and Labrador,,17.2
2023,"Females, under 18 years",Newfoundland and Labrador,,14.8
2023,"Females, 18 to 64 years",Newfoundland and Labrador,,13.7
2023,"Females, 65 years and over",Newfoundland and Labrador,,26.9
2023,All persons,Prince Edward Island,11,15.1
2023,Persons under 18 years,Prince Edward Island,,17.2
2023,Persons 18 to 64 years,Prince Edward Island,,12.7
2023,Persons 65 years and over,Prince Edward Island,,20.3
2023,Males,Prince Edward Island,,14.0
2023,"Males, under 18 years",Prince Edward Island,,17.6
2023,"Males, 18 to 64 years",Prince Edward Island,,11.7
2023,"Males, 65 years and over",Prince Edward Island,,18.0
2023,Females,Prince Edward Island,,16.2
2023,"Females, under 18 years",Prince Edward Island,,16.8
2023,"Females, 18 to 64 years",Prince Edward Island,,13.8
2023,"Females, 65 years and over",Prince Edward Island,,22.4
2023,All persons,Nova Scotia,12,15.8
2023,Persons under 18 years,Nova Scotia,,17.5
2023,Persons 18 to 64 years,Nova Scotia,,13.1
2023,Persons 65 years and over,Nova Scotia,,21.8
2023,Males,Nova Scotia,,15.2
2023,"Males, under 18 years",Nova Scotia,,18.1
2023,"Males, 18 to 64 years",Nova Scotia,,12.8
2023,"Males, 65 years and over",Nova Scotia,,19.3
2023,Females,Nova Scotia,,16.5
2023,"Females, under 18 years",Nova Scotia,,16.8
2023,"Females, 18 to 64 years",Nova Scotia,,13.5
2023,"Females, 65 years and over",Nova Scotia,,24.0
2023,All persons,New Brunswick,13,16.7
2023,Persons under 18 years,New Brunswick,,19.4
2023,Persons 18 to 64 years,New Brunswick,,13.3
2023,Persons 65 years and over,New Brunswick,,23.8
2023,Males,New Brunswick,,15.8
2023,"Males, under 18 years",New Brunswick,,19.4
2023,"Males, 18 to 64 years",New Brunswick,,12.9
2023,"Males, 65 years and over",New Brunswick,,20.7
2023,Females,New Brunswick,,17.7
2023,"Females, under 18 years",New Brunswick,,19.4
2023,"Females, 18 to 64 years",New Brunswick,,13.6
2023,"Females, 65 years and over",New Brunswick,,26.5
2023,All persons,Quebec,24,11.4
2023,Persons under 18 years,Quebec,,9.0
2023,Persons 18 to 64 years,Quebec,,10.7
2023,Persons 65 years and over,Quebec,,15.5
2023,Males,Quebec,,10.8
2023,"Males, under 18 years",Quebec,,8.6
2023,"Males, 18 to 64 years",Quebec,,10.7
2023,"Males, 65 years and over",Quebec,,13.1
2023,Females,Quebec,,11.9
2023,"Females, under 18 years",Quebec,,9.3
2023,"Females, 18 to 64 years",Quebec,,10.7
2023,"Females, 65 years and over",Quebec,,17.7
2023,All persons,Ontario,35,12.0
2023,Persons under 18 years,Ontario,,14.2
2023,Persons 18 to 64 years,Ontario,,11.4
2023,Persons 65 years and over,Ontario,,11.5
2023,Males,Ontario,,11.6
2023,"Males, under 18 years",Ontario,,14.4
2023,"Males, 18 to 64 years",Ontario,,11.3
2023,"Males, 65 years and over",Ontario,,9.9
2023,Females,Ontario,,12.3
2023,"Females, under 18 years",Ontario,,14.0
2023,"Females, 18 to 64 years",Ontario,,11.6
2023,"Females, 65 years and over",Ontario,,12.9
2023,All persons,Prairie provinces,,11.3
2023,Persons under 18 years,Prairie provinces,,14.6
2023,Persons 18 to 64 years,Prairie provinces,,10.4
2023,Persons 65 years and over,Prairie provinces,,10.2
2023,Males,Prairie provinces,,10.8
2023,"Males, under 18 years",Prairie provinces,,15.3
2023,"Males, 18 to 64 years",Prairie provinces,,9.6
2023,"Males, 65 years and over",Prairie provinces,,8.8
2023,Females,Prairie provinces,,11.8
2023,"Females, under 18 years",Prairie provinces,,13.9
2023,"Females, 18 to 64 years",Prairie provinces,,11.2
2023,"Females, 65 years and over",Prairie provinces,,11.5
2023,All persons,Manitoba,46,14.5
2023,Persons under 18 years,Manitoba,,18.8
2023,Persons 18 to 64 years,Manitoba,,13.1
2023,Persons 65 years and over,Manitoba,,13.7
2023,Males,Manitoba,,13.8
2023,"Males, under 18 years",Manitoba,,19.7
2023,"Males, 18 to 64 years",Manitoba,,12.3
2023,"Males, 65 years and over",Manitoba,,11.3
2023,Females,Manitoba,,15.1
2023,"Females, under 18 years",Manitoba,,17.8
2023,"Females, 18 to 64 years",Manitoba,,14.0
2023,"Females, 65 years and over",Manitoba,,15.8
2023,All persons,Saskatchewan,47,15.1
2023,Persons under 18 years,Saskatchewan,,19.4
2023,Persons 18 to 64 years,Saskatchewan,,13.6
2023,Persons 65 years and over,Saskatchewan,,14.3
2023,Males,Saskatchewan,,13.9
2023,"Males, under 18 years",Saskatchewan,,19.4
2023,"Males, 18 to 64 years",Saskatchewan,,12.5
