Year,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2019,Total - Genre,50 à 54 ans,Colombie-Britannique,59,4.0,4.0
2019,Total - Genre,55 à 59 ans,Colombie-Britannique,59,3.9,3.9
2019,Total - Genre,60 à 64 ans,Colombie-Britannique,59,6.2,6.2
2019,Total - Genre,65 ans et plus,Colombie-Britannique,59,-1.0,2.6
2019,Total - Genre,65 à 69 ans,Colombie-Britannique,59,-1.0,2.4
2019,Total - Genre,70 ans et plus,Colombie-Britannique,59,,
2019,Hommes+,15 ans et plus,Colombie-Britannique,59,4.8,4.8
2019,Hommes+,15 à 24 ans,Colombie-Britannique,59,10.2,10.2
2019,Hommes+,25 ans et plus,Colombie-Britannique,59,3.9,3.9
2019,Hommes+,25 à 44 ans,Colombie-Britannique,59,3.9,3.9
2019,Hommes+,45 à 64 ans,Colombie-Britannique,59,4.1,4.1
2019,Hommes+,45 ans et plus,Colombie-Britannique,59,3.9,3.9
2019,Hommes+,25 à 54 ans,Colombie-Britannique,59,3.8,3.8
2019,Hommes+,55 ans et plus,Colombie-Britannique,59,4.2,4.2
2019,Hommes+,15 à 64 ans,Colombie-Britannique,59,4.9,4.9
2019,Hommes+,15 à 19 ans,Colombie-Britannique,59,14.1,14.1
2019,Hommes+,20 à 24 ans,Colombie-Britannique,59,8.2,8.2
2019,Hommes+,25 à 29 ans,Colombie-Britannique,59,4.8,4.8
2019,Hommes+,30 à 34 ans,Colombie-Britannique,59,3.1,3.1
2019,Hommes+,35 à 39 ans,Colombie-Britannique,59,4.3,4.3
2019,Hommes+,40 à 44 ans,Colombie-Britannique,59,3.2,3.2
2019,Hommes+,45 à 49 ans,Colombie-Britannique,59,3.8,3.8
2019,Hommes+,50 à 54 ans,Colombie-Britannique,59,3.4,3.4
2019,Hommes+,55 à 59 ans,Colombie-Britannique,59,3.8,3.8
2019,Hommes+,60 à 64 ans,Colombie-Britannique,59,6.0,6.0
2019,Hommes+,65 ans et plus,Colombie-Britannique,59,-1.0,2.4
2019,Hommes+,65 à 69 ans,Colombie-Britannique,59,,
2019,Hommes+,70 ans et plus,Colombie-Britannique,59,,
2019,Femmes+,15 ans et plus,Colombie-Britannique,59,4.9,4.9
2019,Femmes+,15 à 24 ans,Colombie-Britannique,59,8.1,8.1
2019,Femmes+,25 ans et plus,Colombie-Britannique,59,4.3,4.3
2019,Femmes+,25 à 44 ans,Colombie-Britannique,59,4.4,4.4
2019,Femmes+,45 à 64 ans,Colombie-Britannique,59,4.4,4.4
2019,Femmes+,45 ans et plus,Colombie-Britannique,59,4.2,4.2
2019,Femmes+,25 à 54 ans,Colombie-Britannique,59,4.2,4.2
2019,Femmes+,55 ans et plus,Colombie-Britannique,59,4.5,4.5
2019,Femmes+,15 à 64 ans,Colombie-Britannique,59,5.0,5.0
2019,Femmes+,15 à 19 ans,Colombie-Britannique,59,11.0,11.0
2019,Femmes+,20 à 24 ans,Colombie-Britannique,59,6.6,6.6
2019,Femmes+,25 à 29 ans,Colombie-Britannique,59,5.1,5.1
2019,Femmes+,30 à 34 ans,Colombie-Britannique,59,4.6,4.6
2019,Femmes+,35 à 39 ans,Colombie-Britannique,59,3.4,3.4
2019,Femmes+,40 à 44 ans,Colombie-Britannique,59,4.3,4.3
2019,Femmes+,45 à 49 ans,Colombie-Britannique,59,3.1,3.1
2019,Femmes+,50 à 54 ans,Colombie-Britannique,59,4.7,4.7
2019,Femmes+,55 à 59 ans,Colombie-Britannique,59,4.0,4.0
2019,Femmes+,60 à 64 ans,Colombie-Britannique,59,6.3,6.3
2019,Femmes+,65 ans et plus,Colombie-Britannique,59,-1.0,2.9
2019,Femmes+,65 à 69 ans,Colombie-Britannique,59,,
2019,Femmes+,70 ans et plus,Colombie-Britannique,59,,
2020,Total - Genre,15 à 24 ans,Canada,,20.1,20.1
2020,Total - Genre,25 ans et plus,Canada,,8.0,8.0
2020,Total - Genre,25 à 44 ans,Canada,,8.5,8.5
2020,Total - Genre,45 à 64 ans,Canada,,7.4,7.4
2020,Total - Genre,45 ans et plus,Canada,,7.5,7.5
2020,Total - Genre,25 à 54 ans,Canada,,7.9,7.9
2020,Total - Genre,55 ans et plus,Canada,,8.2,8.2
2020,Total - Genre,15 à 64 ans,Canada,,9.7,9.7
2020,Total - Genre,15 à 19 ans,Canada,,23.6,23.6
2020,Total - Genre,20 à 24 ans,Canada,,18.2,18.2
2020,Total - Genre,25 à 29 ans,Canada,,11.0,11.0
2020,Total - Genre,30 à 34 ans,Canada,,8.4,8.4
2020,Total - Genre,35 à 39 ans,Canada,,7.7,7.7
2020,Total - Genre,40 à 44 ans,Canada,,6.7,6.7
2020,Total - Genre,45 à 49 ans,Canada,,6.5,6.5
2020,Total - Genre,50 à 54 ans,Canada,,6.8,6.8
2020,Total - Genre,55 à 59 ans,Canada,,7.8,7.8
2020,Total - Genre,60 à 64 ans,Canada,,9.1,9.1
2020,Total - Genre,65 ans et plus,Canada,,7.9,7.9
2020,Total - Genre,65 à 69 ans,Canada,,9.5,9.5
2020,Total - Genre,70 ans et plus,Canada,,5.2,5.2
2020,Hommes+,15 ans et plus,Canada,,9.8,9.8
2020,Hommes+,15 à 24 ans,Canada,,20.8,20.8
2020,Hommes+,25 ans et plus,Canada,,8.1,8.1
2020,Hommes+,25 à 44 ans,Canada,,8.7,8.7
2020,Hommes+,45 à 64 ans,Canada,,7.4,7.4
2020,Hommes+,45 ans et plus,Canada,,7.4,7.4
2020,Hommes+,25 à 54 ans,Canada,,8.0,8.0
2020,Hommes+,55 ans et plus,Canada,,8.3,8.3
2020,Hommes+,15 à 64 ans,Canada,,9.9,9.9
2020,Hommes+,15 à 19 ans,Canada,,24.1,24.1
2020,Hommes+,20 à 24 ans,Canada,,19.0,19.0
2020,Hommes+,25 à 29 ans,Canada,,12.2,12.2
2020,Hommes+,30 à 34 ans,Canada,,8.3,8.3
2020,Hommes+,35 à 39 ans,Canada,,7.6,7.6
2020,Hommes+,40 à 44 ans,Canada,,6.6,6.6
2020,Hommes+,45 à 49 ans,Canada,,5.9,5.9
2020,Hommes+,50 à 54 ans,Canada,,6.7,6.7
2020,Hommes+,55 à 59 ans,Canada,,8.0,8.0
2020,Hommes+,60 à 64 ans,Canada,,9.4,9.4
2020,Hommes+,65 ans et plus,Canada,,7.4,7.4
2020,Hommes+,65 à 69 ans,Canada,,9.3,9.3
2020,Hommes+,70 ans et plus,Canada,,4.6,4.6
2020,Femmes+,15 ans et plus,Canada,,9.5,9.5
2020,Femmes+,15 à 24 ans,Canada,,19.4,19.4
2020,Femmes+,25 ans et plus,Canada,,7.9,7.9
2020,Femmes+,25 à 44 ans,Canada,,8.2,8.2
2020,Femmes+,45 à 64 ans,Canada,,7.4,7.4
2020,Femmes+,45 ans et plus,Canada,,7.5,7.5
2020,Femmes+,25 à 54 ans,Canada,,7.8,7.8
2020,Femmes+,55 ans et plus,Canada,,8.1,8.1
2020,Femmes+,15 à 64 ans,Canada,,9.6,9.6
2020,Femmes+,15 à 19 ans,Canada,,23.1,23.1
2020,Femmes+,20 à 24 ans,Canada,,17.2,17.2
2020,Femmes+,25 à 29 ans,Canada,,9.7,9.7
2020,Femmes+,30 à 34 ans,Canada,,8.5,8.5
2020,Femmes+,35 à 39 ans,Canada,,7.9,7.9
2020,Femmes+,40 à 44 ans,Canada,,6.8,6.8
2020,Femmes+,45 à 49 ans,Canada,,7.1,7.1
2020,Femmes+,50 à 54 ans,Canada,,6.9,6.9
2020,Femmes+,55 à 59 ans,Canada,,7.5,7.5
2020,Femmes+,60 à 64 ans,Canada,,8.7,8.7
2020,Femmes+,65 ans et plus,Canada,,8.6,8.6
2020,Femmes+,65 à 69 ans,Canada,,9.7,9.7
2020,Femmes+,70 ans et plus,Canada,,6.4,6.4
2020,Total - Genre,15 ans et plus,Terre-Neuve-et-Labrador,10,14.3,14.3
2020,Total - Genre,15 à 24 ans,Terre-Neuve-et-Labrador,10,21.1,21.1
2020,Total - Genre,25 ans et plus,Terre-Neuve-et-Labrador,10,13.3,13.3
2020,Total - Genre,25 à 44 ans,Terre-Neuve-et-Labrador,10,12.2,12.2
2020,Total - Genre,45 à 64 ans,Terre-Neuve-et-Labrador,10,14.0,14.0
2020,Total - Genre,45 ans et plus,Terre-Neuve-et-Labrador,10,14.2,14.2
2020,Total - Genre,25 à 54 ans,Terre-Neuve-et-Labrador,10,11.5,11.5
2020,Total - Genre,55 ans et plus,Terre-Neuve-et-Labrador,10,18.1,18.1
2020,Total - Genre,15 à 64 ans,Terre-Neuve-et-Labrador,10,14.2,14.2
2020,Total - Genre,15 à 19 ans,Terre-Neuve-et-Labrador,10,23.1,23.1
2020,Total - Genre,20 à 24 ans,Terre-Neuve-et-Labrador,10,20.1,20.1
2020,Total - Genre,25 à 29 ans,Terre-Neuve-et-Labrador,10,14.2,14.2
2020,Total - Genre,30 à 34 ans,Terre-Neuve-et-Labrador,10,12.5,12.5
2020,Total - Genre,35 à 39 ans,Terre-Neuve-et-Labrador,10,9.2,9.2
2020,Total - Genre,40 à 44 ans,Terre-Neuve-et-Labrador,10,13.1,13.1
2020,Total - Genre,45 à 49 ans,Terre-Neuve-et-Labrador,10,10.1,10.1
2020,Total - Genre,50 à 54 ans,Terre-Neuve-et-Labrador,10,10.9,10.9
2020,Total - Genre,55 à 59 ans,Terre-Neuve-et-Labrador,10,15.6,15.6
2020,Total - Genre,60 à 64 ans,Terre-Neuve-et-Labrador,10,22.3,22.3
2020,Total - Genre,65 ans et plus,Terre-Neuve-et-Labrador,10,16.3,16.3
2020,Total - Genre,65 à 69 ans,Terre-Neuve-et-Labrador,10,19.2,19.2
2020,Total - Genre,70 ans et plus,Terre-Neuve-et-Labrador,10,,
2020,Hommes+,15 ans et plus,Terre-Neuve-et-Labrador,10,17.7,17.7
2020,Hommes+,15 à 24 ans,Terre-Neuve-et-Labrador,10,25.0,25.0
2020,Hommes+,25 ans et plus,Terre-Neuve-et-Labrador,10,16.6,16.6
2020,Hommes+,25 à 44 ans,Terre-Neuve-et-Labrador,10,15.3,15.3
2020,Hommes+,45 à 64 ans,Terre-Neuve-et-Labrador,10,17.6,17.6
2020,Hommes+,45 ans et plus,Terre-Neuve-et-Labrador,10,17.8,17.8
2020,Hommes+,25 à 54 ans,Terre-Neuve-et-Labrador,10,14.5,14.5
2020,Hommes+,55 ans et plus,Terre-Neuve-et-Labrador,10,21.7,21.7
2020,Hommes+,15 à 64 ans,Terre-Neuve-et-Labrador,10,17.7,17.7
2020,Hommes+,15 à 19 ans,Terre-Neuve-et-Labrador,10,22.2,22.2
2020,Hommes+,20 à 24 ans,Terre-Neuve-et-Labrador,10,26.4,26.4
2020,Hommes+,25 à 29 ans,Terre-Neuve-et-Labrador,10,17.2,17.2
2020,Hommes+,30 à 34 ans,Terre-Neuve-et-Labrador,10,16.8,16.8
2020,Hommes+,35 à 39 ans,Terre-Neuve-et-Labrador,10,12.3,12.3
2020,Hommes+,40 à 44 ans,Terre-Neuve-et-Labrador,10,15.0,15.0
2020,Hommes+,45 à 49 ans,Terre-Neuve-et-Labrador,10,12.3,12.3
2020,Hommes+,50 à 54 ans,Terre-Neuve-et-Labrador,10,14.0,14.0
2020,Hommes+,55 à 59 ans,Terre-Neuve-et-Labrador,10,21.2,21.2
2020,Hommes+,60 à 64 ans,Terre-Neuve-et-Labrador,10,25.0,25.0
2020,Hommes+,65 ans et plus,Terre-Neuve-et-Labrador,10,,
2020,Hommes+,65 à 69 ans,Terre-Neuve-et-Labrador,10,,
2020,Hommes+,70 ans et plus,Terre-Neuve-et-Labrador,10,,
2020,Femmes+,15 ans et plus,Terre-Neuve-et-Labrador,10,10.6,10.6
2020,Femmes+,15 à 24 ans,Terre-Neuve-et-Labrador,10,17.3,17.3
2020,Femmes+,25 ans et plus,Terre-Neuve-et-Labrador,10,9.6,9.6
2020,Femmes+,25 à 44 ans,Terre-Neuve-et-Labrador,10,8.9,8.9
2020,Femmes+,45 à 64 ans,Terre-Neuve-et-Labrador,10,9.9,9.9
2020,Femmes+,45 ans et plus,Terre-Neuve-et-Labrador,10,10.2,10.2
2020,Femmes+,25 à 54 ans,Terre-Neuve-et-Labrador,10,8.5,8.5
2020,Femmes+,55 ans et plus,Terre-Neuve-et-Labrador,10,12.8,12.8
2020,Femmes+,15 à 64 ans,Terre-Neuve-et-Labrador,10,10.5,10.5
2020,Femmes+,15 à 19 ans,Terre-Neuve-et-Labrador,10,23.8,23.8
2020,Femmes+,20 à 24 ans,Terre-Neuve-et-Labrador,10,13.1,13.1
2020,Femmes+,25 à 29 ans,Terre-Neuve-et-Labrador,10,10.7,10.7
2020,Femmes+,30 à 34 ans,Terre-Neuve-et-Labrador,10,8.3,8.3
2020,Femmes+,35 à 39 ans,Terre-Neuve-et-Labrador,10,6.3,6.3
2020,Femmes+,40 à 44 ans,Terre-Neuve-et-Labrador,10,11.0,11.0
2020,Femmes+,45 à 49 ans,Terre-Neuve-et-Labrador,10,7.9,7.9
2020,Femmes+,50 à 54 ans,Terre-Neuve-et-Labrador,10,7.6,7.6
2020,Femmes+,55 à 59 ans,Terre-Neuve-et-Labrador,10,9.5,9.5
2020,Femmes+,60 à 64 ans,Terre-Neuve-et-Labrador,10,18.2,18.2
2020,Femmes+,65 ans et plus,Terre-Neuve-et-Labrador,10,,
2020,Femmes+,65 à 69 ans,Terre-Neuve-et-Labrador,10,,
2020,Femmes+,70 ans et plus,Terre-Neuve-et-Labrador,10,,
2020,Total - Genre,15 ans et plus,Île-du-Prince-Édouard,11,10.6,10.6
2020,Total - Genre,15 à 24 ans,Île-du-Prince-Édouard,11,16.4,16.4
2020,Total - Genre,25 ans et plus,Île-du-Prince-Édouard,11,9.5,9.5
2020,Total - Genre,25 à 44 ans,Île-du-Prince-Édouard,11,9.5,9.5
2020,Total - Genre,45 à 64 ans,Île-du-Prince-Édouard,11,8.9,8.9
2020,Total - Genre,45 ans et plus,Île-du-Prince-Édouard,11,9.5,9.5
2020,Total - Genre,25 à 54 ans,Île-du-Prince-Édouard,11,9.3,9.3
2020,Total - Genre,55 ans et plus,Île-du-Prince-Édouard,11,9.9,9.9
2020,Total - Genre,15 à 64 ans,Île-du-Prince-Édouard,11,10.5,10.5
2020,Total - Genre,15 à 19 ans,Île-du-Prince-Édouard,11,21.7,21.7
2020,Total - Genre,20 à 24 ans,Île-du-Prince-Édouard,11,14.8,14.8
2020,Total - Genre,25 à 29 ans,Île-du-Prince-Édouard,11,12.2,12.2
2020,Total - Genre,30 à 34 ans,Île-du-Prince-Édouard,11,7.4,7.4
2020,Total - Genre,35 à 39 ans,Île-du-Prince-Édouard,11,11.4,11.4
2020,Total - Genre,40 à 44 ans,Île-du-Prince-Édouard,11,7.8,7.8
2020,Total - Genre,45 à 49 ans,Île-du-Prince-Édouard,11,8.3,8.3
2020,Total - Genre,50 à 54 ans,Île-du-Prince-Édouard,11,8.4,8.4
2020,Total - Genre,55 à 59 ans,Île-du-Prince-Édouard,11,8.9,8.9
2020,Total - Genre,60 à 64 ans,Île-du-Prince-Édouard,11,10.4,10.4
2020,Total - Genre,65 ans et plus,Île-du-Prince-Édouard,11,11.1,11.1
2020,Total - Genre,65 à 69 ans,Île-du-Prince-Édouard,11,15.2,15.2
2020,Total - Genre,70 ans et plus,Île-du-Prince-Édouard,11,,
2020,Hommes+,15 ans et plus,Île-du-Prince-Édouard,11,10.5,10.5
2020,Hommes+,15 à 24 ans,Île-du-Prince-Édouard,11,16.2,16.2
2020,Hommes+,25 ans et plus,Île-du-Prince-Édouard,11,9.2,9.2
2020,Hommes+,25 à 44 ans,Île-du-Prince-Édouard,11,9.2,9.2
2020,Hommes+,45 à 64 ans,Île-du-Prince-Édouard,11,9.5,9.5
2020,Hommes+,45 ans et plus,Île-du-Prince-Édouard,11,9.2,9.2
2020,Hommes+,25 à 54 ans,Île-du-Prince-Édouard,11,9.1,9.1
2020,Hommes+,55 ans et plus,Île-du-Prince-Édouard,11,10.3,10.3
2020,Hommes+,15 à 64 ans,Île-du-Prince-Édouard,11,10.5,10.5
2020,Hommes+,15 à 19 ans,Île-du-Prince-Édouard,11,22.7,22.7
2020,Hommes+,20 à 24 ans,Île-du-Prince-Édouard,11,13.0,13.0
2020,Hommes+,25 à 29 ans,Île-du-Prince-Édouard,11,11.6,11.6
2020,Hommes+,30 à 34 ans,Île-du-Prince-Édouard,11,7.5,7.5
2020,Hommes+,35 à 39 ans,Île-du-Prince-Édouard,11,7.0,7.0
2020,Hommes+,40 à 44 ans,Île-du-Prince-Édouard,11,8.1,8.1
2020,Hommes+,45 à 49 ans,Île-du-Prince-Édouard,11,7.3,7.3
2020,Hommes+,50 à 54 ans,Île-du-Prince-Édouard,11,8.3,8.3
2020,Hommes+,55 à 59 ans,Île-du-Prince-Édouard,11,8.9,8.9
2020,Hommes+,60 à 64 ans,Île-du-Prince-Édouard,11,11.1,11.1
2020,Hommes+,65 ans et plus,Île-du-Prince-Édouard,11,11.1,11.1
2020,Hommes+,65 à 69 ans,Île-du-Prince-Édouard,11,,
2020,Hommes+,70 ans et plus,Île-du-Prince-Édouard,11,,
2020,Femmes+,15 ans et plus,Île-du-Prince-Édouard,11,10.8,10.8
2020,Femmes+,15 à 24 ans,Île-du-Prince-Édouard,11,16.7,16.7
2020,Femmes+,25 ans et plus,Île-du-Prince-Édouard,11,9.7,9.7
2020,Femmes+,25 à 44 ans,Île-du-Prince-Édouard,11,9.8,9.8
2020,Femmes+,45 à 64 ans,Île-du-Prince-Édouard,11,9.0,9.0
2020,Femmes+,45 ans et plus,Île-du-Prince-Édouard,11,9.2,9.2
2020,Femmes+,25 à 54 ans,Île-du-Prince-Édouard,11,9.4,9.4
2020,Femmes+,55 ans et plus,Île-du-Prince-Édouard,11,10.5,10.5
2020,Femmes+,15 à 64 ans,Île-du-Prince-Édouard,11,10.6,10.6
2020,Femmes+,15 à 19 ans,Île-du-Prince-Édouard,11,20.8,20.8
2020,Femmes+,20 à 24 ans,Île-du-Prince-Édouard,11,14.3,14.3
2020,Femmes+,25 à 29 ans,Île-du-Prince-Édouard,11,12.8,12.8
2020,Femmes+,30 à 34 ans,Île-du-Prince-Édouard,11,7.3,7.3
2020,Femmes+,35 à 39 ans,Île-du-Prince-Édouard,11,13.6,13.6
2020,Femmes+,40 à 44 ans,Île-du-Prince-Édouard,11,7.5,7.5
2020,Femmes+,45 à 49 ans,Île-du-Prince-Édouard,11,9.3,9.3
2020,Femmes+,50 à 54 ans,Île-du-Prince-Édouard,11,8.5,8.5
2020,Femmes+,55 à 59 ans,Île-du-Prince-Édouard,11,8.7,8.7
2020,Femmes+,60 à 64 ans,Île-du-Prince-Édouard,11,9.7,9.7
2020,Femmes+,65 ans et plus,Île-du-Prince-Édouard,11,16.7,16.7
2020,Femmes+,65 à 69 ans,Île-du-Prince-Édouard,11,,
2020,Femmes+,70 ans et plus,Île-du-Prince-Édouard,11,,
2020,Total - Genre,15 ans et plus,Nouvelle-Écosse,12,9.9,9.9
2020,Total - Genre,15 à 24 ans,Nouvelle-Écosse,12,16.7,16.7
2020,Total - Genre,25 ans et plus,Nouvelle-Écosse,12,8.8,8.8
2020,Total - Genre,25 à 44 ans,Nouvelle-Écosse,12,9.5,9.5
2020,Total - Genre,45 à 64 ans,Nouvelle-Écosse,12,8.2,8.2
2020,Total - Genre,45 ans et plus,Nouvelle-Écosse,12,8.2,8.2
2020,Total - Genre,25 à 54 ans,Nouvelle-Écosse,12,8.5,8.5
2020,Total - Genre,55 ans et plus,Nouvelle-Écosse,12,9.6,9.6
2020,Total - Genre,15 à 64 ans,Nouvelle-Écosse,12,10.0,10.0
2020,Total - Genre,15 à 19 ans,Nouvelle-Écosse,12,20.2,20.2
2020,Total - Genre,20 à 24 ans,Nouvelle-Écosse,12,14.9,14.9
2020,Total - Genre,25 à 29 ans,Nouvelle-Écosse,12,14.3,14.3
2020,Total - Genre,30 à 34 ans,Nouvelle-Écosse,12,9.0,9.0
2020,Total - Genre,35 à 39 ans,Nouvelle-Écosse,12,7.4,7.4
2020,Total - Genre,40 à 44 ans,Nouvelle-Écosse,12,7.2,7.2
2020,Total - Genre,45 à 49 ans,Nouvelle-Écosse,12,5.9,5.9
2020,Total - Genre,50 à 54 ans,Nouvelle-Écosse,12,7.2,7.2
2020,Total - Genre,55 à 59 ans,Nouvelle-Écosse,12,9.4,9.4
2020,Total - Genre,60 à 64 ans,Nouvelle-Écosse,12,10.8,10.8
2020,Total - Genre,65 ans et plus,Nouvelle-Écosse,12,8.2,8.2
2020,Total - Genre,65 à 69 ans,Nouvelle-Écosse,12,9.4,9.4
2020,Total - Genre,70 ans et plus,Nouvelle-Écosse,12,6.1,6.1
2020,Hommes+,15 ans et plus,Nouvelle-Écosse,12,10.8,10.8
2020,Hommes+,15 à 24 ans,Nouvelle-Écosse,12,18.5,18.5
2020,Hommes+,25 ans et plus,Nouvelle-Écosse,12,9.4,9.4
2020,Hommes+,25 à 44 ans,Nouvelle-Écosse,12,10.7,10.7
2020,Hommes+,45 à 64 ans,Nouvelle-Écosse,12,8.2,8.2
2020,Hommes+,45 ans et plus,Nouvelle-Écosse,12,8.2,8.2
2020,Hommes+,25 à 54 ans,Nouvelle-Écosse,12,9.3,9.3
2020,Hommes+,55 ans et plus,Nouvelle-Écosse,12,9.7,9.7
2020,Hommes+,15 à 64 ans,Nouvelle-Écosse,12,10.9,10.9
2020,Hommes+,15 à 19 ans,Nouvelle-Écosse,12,22.2,22.2
2020,Hommes+,20 à 24 ans,Nouvelle-Écosse,12,16.6,16.6
2020,Hommes+,25 à 29 ans,Nouvelle-Écosse,12,18.4,18.4
2020,Hommes+,30 à 34 ans,Nouvelle-Écosse,12,9.3,9.3
2020,Hommes+,35 à 39 ans,Nouvelle-Écosse,12,7.5,7.5
2020,Hommes+,40 à 44 ans,Nouvelle-Écosse,12,7.9,7.9
2020,Hommes+,45 à 49 ans,Nouvelle-Écosse,12,5.7,5.7
2020,Hommes+,50 à 54 ans,Nouvelle-Écosse,12,7.0,7.0
2020,Hommes+,55 à 59 ans,Nouvelle-Écosse,12,8.7,8.7
2020,Hommes+,60 à 64 ans,Nouvelle-Écosse,12,12.4,12.4
2020,Hommes+,65 ans et plus,Nouvelle-Écosse,12,8.3,8.3
2020,Hommes+,65 à 69 ans,Nouvelle-Écosse,12,10.2,10.2
2020,Hommes+,70 ans et plus,Nouvelle-Écosse,12,,
2020,Femmes+,15 ans et plus,Nouvelle-Écosse,12,9.1,9.1
2020,Femmes+,15 à 24 ans,Nouvelle-Écosse,12,14.7,14.7
2020,Femmes+,25 ans et plus,Nouvelle-Écosse,12,8.1,8.1
2020,Femmes+,25 à 44 ans,Nouvelle-Écosse,12,8.2,8.2
2020,Femmes+,45 à 64 ans,Nouvelle-Écosse,12,8.2,8.2
2020,Femmes+,45 ans et plus,Nouvelle-Écosse,12,8.1,8.1
2020,Femmes+,25 à 54 ans,Nouvelle-Écosse,12,7.7,7.7
2020,Femmes+,55 ans et plus,Nouvelle-Écosse,12,9.4,9.4
2020,Femmes+,15 à 64 ans,Nouvelle-Écosse,12,9.2,9.2
2020,Femmes+,15 à 19 ans,Nouvelle-Écosse,12,17.8,17.8
2020,Femmes+,20 à 24 ans,Nouvelle-Écosse,12,13.1,13.1
2020,Femmes+,25 à 29 ans,Nouvelle-Écosse,12,10.1,10.1
2020,Femmes+,30 à 34 ans,Nouvelle-Écosse,12,8.7,8.7
2020,Femmes+,35 à 39 ans,Nouvelle-Écosse,12,7.3,7.3
2020,Femmes+,40 à 44 ans,Nouvelle-Écosse,12,6.6,6.6
2020,Femmes+,45 à 49 ans,Nouvelle-Écosse,12,6.1,6.1
2020,Femmes+,50 à 54 ans,Nouvelle-Écosse,12,7.4,7.4
2020,Femmes+,55 à 59 ans,Nouvelle-Écosse,12,10.1,10.1
2020,Femmes+,60 à 64 ans,Nouvelle-Écosse,12,9.6,9.6
2020,Femmes+,65 ans et plus,Nouvelle-Écosse,12,7.9,7.9
2020,Femmes+,65 à 69 ans,Nouvelle-Écosse,12,7.0,7.0
2020,Femmes+,70 ans et plus,Nouvelle-Écosse,12,,
2020,Total - Genre,15 ans et plus,Nouveau-Brunswick,13,10.4,10.4
2020,Total - Genre,15 à 24 ans,Nouveau-Brunswick,13,18.7,18.7
2020,Total - Genre,25 ans et plus,Nouveau-Brunswick,13,9.1,9.1
2020,Total - Genre,25 à 44 ans,Nouveau-Brunswick,13,8.8,8.8
2020,Total - Genre,45 à 64 ans,Nouveau-Brunswick,13,9.3,9.3
2020,Total - Genre,45 ans et plus,Nouveau-Brunswick,13,9.4,9.4
2020,Total - Genre,25 à 54 ans,Nouveau-Brunswick,13,8.2,8.2
2020,Total - Genre,55 ans et plus,Nouveau-Brunswick,13,11.4,11.4
2020,Total - Genre,15 à 64 ans,Nouveau-Brunswick,13,10.4,10.4
2020,Total - Genre,15 à 19 ans,Nouveau-Brunswick,13,18.8,18.8
2020,Total - Genre,20 à 24 ans,Nouveau-Brunswick,13,18.7,18.7
2020,Total - Genre,25 à 29 ans,Nouveau-Brunswick,13,10.5,10.5
2020,Total - Genre,30 à 34 ans,Nouveau-Brunswick,13,9.4,9.4
2020,Total - Genre,35 à 39 ans,Nouveau-Brunswick,13,8.3,8.3
2020,Total - Genre,40 à 44 ans,Nouveau-Brunswick,13,7.0,7.0
2020,Total - Genre,45 à 49 ans,Nouveau-Brunswick,13,6.8,6.8
2020,Total - Genre,50 à 54 ans,Nouveau-Brunswick,13,7.6,7.6
2020,Total - Genre,55 à 59 ans,Nouveau-Brunswick,13,10.3,10.3
2020,Total - Genre,60 à 64 ans,Nouveau-Brunswick,13,13.7,13.7
2020,Total - Genre,65 ans et plus,Nouveau-Brunswick,13,10.2,10.2
2020,Total - Genre,65 à 69 ans,Nouveau-Brunswick,13,12.5,12.5
2020,Total - Genre,70 ans et plus,Nouveau-Brunswick,13,,
2020,Hommes+,15 ans et plus,Nouveau-Brunswick,13,12.1,12.1
2020,Hommes+,15 à 24 ans,Nouveau-Brunswick,13,20.7,20.7
2020,Hommes+,25 ans et plus,Nouveau-Brunswick,13,10.8,10.8
2020,Hommes+,25 à 44 ans,Nouveau-Brunswick,13,10.8,10.8
2020,Hommes+,45 à 64 ans,Nouveau-Brunswick,13,10.8,10.8
2020,Hommes+,45 ans et plus,Nouveau-Brunswick,13,10.8,10.8
2020,Hommes+,25 à 54 ans,Nouveau-Brunswick,13,9.9,9.9
2020,Hommes+,55 ans et plus,Nouveau-Brunswick,13,12.7,12.7
2020,Hommes+,15 à 64 ans,Nouveau-Brunswick,13,12.2,12.2
2020,Hommes+,15 à 19 ans,Nouveau-Brunswick,13,19.4,19.4
2020,Hommes+,20 à 24 ans,Nouveau-Brunswick,13,21.4,21.4
2020,Hommes+,25 à 29 ans,Nouveau-Brunswick,13,13.9,13.9
2020,Hommes+,30 à 34 ans,Nouveau-Brunswick,13,11.8,11.8
2020,Hommes+,35 à 39 ans,Nouveau-Brunswick,13,10.1,10.1
2020,Hommes+,40 à 44 ans,Nouveau-Brunswick,13,8.0,8.0
2020,Hommes+,45 à 49 ans,Nouveau-Brunswick,13,7.0,7.0
2020,Hommes+,50 à 54 ans,Nouveau-Brunswick,13,9.3,9.3
2020,Hommes+,55 à 59 ans,Nouveau-Brunswick,13,12.5,12.5
2020,Hommes+,60 à 64 ans,Nouveau-Brunswick,13,14.6,14.6
2020,Hommes+,65 ans et plus,Nouveau-Brunswick,13,10.3,10.3
2020,Hommes+,65 à 69 ans,Nouveau-Brunswick,13,11.7,11.7
2020,Hommes+,70 ans et plus,Nouveau-Brunswick,13,,
2020,Femmes+,15 ans et plus,Nouveau-Brunswick,13,8.5,8.5
2020,Femmes+,15 à 24 ans,Nouveau-Brunswick,13,16.7,16.7
