Year,Genre,Identité autochtone,Géographie,GeoCode,Value
2021,Toutes les identités de genre,Identité autochtone,Ontario,,4.51
2021,Toutes les identités de genre,Identité non autochtone,Ontario,,1.66
2021,Homme,Total,Ontario,,2.91
2021,Homme,Identité autochtone,Ontario,,7.41
2021,Homme,Identité non autochtone,Ontario,,2.49
2021,Femme,Total,Ontario,,0.94
2021,Femme,Identité autochtone,Ontario,,1.76
2021,Femme,Identité non autochtone,Ontario,,0.84
2021,Toutes les identités de genre,Total,Manitoba,46,4.45
2021,Toutes les identités de genre,Identité autochtone,Manitoba,,13.01
2021,Toutes les identités de genre,Identité non autochtone,Manitoba,,2.12
2021,Homme,Total,Manitoba,,5.98
2021,Homme,Identité autochtone,Manitoba,,16.87
2021,Homme,Identité non autochtone,Manitoba,,2.97
2021,Femme,Total,Manitoba,,2.17
2021,Femme,Identité autochtone,Manitoba,,6.87
2021,Femme,Identité non autochtone,Manitoba,,1.07
2021,Toutes les identités de genre,Total,Saskatchewan,47,6.08
2021,Toutes les identités de genre,Identité autochtone,Saskatchewan,,26.97
2021,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,1.76
2021,Homme,Total,Saskatchewan,,9.01
2021,Homme,Identité autochtone,Saskatchewan,,42.09
2021,Homme,Identité non autochtone,Saskatchewan,,2.25
2021,Femme,Total,Saskatchewan,,3.11
2021,Femme,Identité autochtone,Saskatchewan,,11.95
2021,Femme,Identité non autochtone,Saskatchewan,,1.25
2021,Toutes les identités de genre,Total,Alberta,48,2.69
2021,Toutes les identités de genre,Identité autochtone,Alberta,,13.32
2021,Toutes les identités de genre,Identité non autochtone,Alberta,,1.87
2021,Homme,Total,Alberta,,3.98
2021,Homme,Identité autochtone,Alberta,,21.29
2021,Homme,Identité non autochtone,Alberta,,2.69
2021,Femme,Total,Alberta,,1.36
2021,Femme,Identité autochtone,Alberta,,5.61
2021,Femme,Identité non autochtone,Alberta,,1.03
2021,Toutes les identités de genre,Total,Colombie-Britannique,59,2.39
2021,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,6.31
2021,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,2.14
2021,Homme,Total,Colombie-Britannique,,3.74
2021,Homme,Identité autochtone,Colombie-Britannique,,10.26
2021,Homme,Identité non autochtone,Colombie-Britannique,,3.33
2021,Femme,Total,Colombie-Britannique,,1.02
2021,Femme,Identité autochtone,Colombie-Britannique,,2.48
2021,Femme,Identité non autochtone,Colombie-Britannique,,0.93
2021,Toutes les identités de genre,Total,Yukon,60,9.31
2021,Toutes les identités de genre,Identité autochtone,Yukon,,20.28
2021,Toutes les identités de genre,Identité non autochtone,Yukon,,6.04
2021,Homme,Total,Yukon,,9.28
2021,Homme,Identité autochtone,Yukon,,21.2
2021,Homme,Identité non autochtone,Yukon,,5.94
2021,Femme,Total,Yukon,,9.35
2021,Femme,Identité autochtone,Yukon,,19.44
2021,Femme,Identité non autochtone,Yukon,,6.15
2021,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,2.24
2021,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,4.5
2021,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2021,Homme,Total,Territoires du Nord-Ouest,,4.37
2021,Homme,Identité autochtone,Territoires du Nord-Ouest,,8.9
2021,Homme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2021,Femme,Total,Territoires du Nord-Ouest,,0.0
2021,Femme,Identité autochtone,Territoires du Nord-Ouest,,0.0
2021,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2021,Toutes les identités de genre,Total,Nunavut,62,4.99
2021,Toutes les identités de genre,Identité autochtone,Nunavut,,5.86
2021,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2021,Homme,Total,Nunavut,,4.92
2021,Homme,Identité autochtone,Nunavut,,5.85
2021,Homme,Identité non autochtone,Nunavut,,0.0
2021,Femme,Total,Nunavut,,5.06
2021,Femme,Identité autochtone,Nunavut,,5.88
2021,Femme,Identité non autochtone,Nunavut,,0.0
2022,Toutes les identités de genre,Identité autochtone,Canada,,11.46
2022,Toutes les identités de genre,Identité non autochtone,Canada,,1.71
2022,Homme,Total,Canada,,3.45
2022,Homme,Identité autochtone,Canada,,17.47
2022,Homme,Identité non autochtone,Canada,,2.6
2022,Femme,Total,Canada,,1.05
2022,Femme,Identité autochtone,Canada,,5.33
2022,Femme,Identité non autochtone,Canada,,0.79
2022,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,0.56
2022,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2022,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,0.62
2022,Homme,Total,Terre-Neuve-et-Labrador,,0.38
2022,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2022,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.42
2022,Femme,Total,Terre-Neuve-et-Labrador,,0.74
2022,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2022,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.82
2022,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,0.0
2022,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,0.0
2022,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2022,Homme,Total,Île-du-Prince-Édouard,,0.0
2022,Homme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2022,Homme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2022,Femme,Total,Île-du-Prince-Édouard,,0.0
2022,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2022,Femme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2022,Toutes les identités de genre,Total,Nouvelle-Écosse,12,1.95
2022,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,0.0
2022,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,1.96
2022,Homme,Total,Nouvelle-Écosse,,3.36
2022,Homme,Identité autochtone,Nouvelle-Écosse,,0.0
2022,Homme,Identité non autochtone,Nouvelle-Écosse,,3.34
2022,Femme,Total,Nouvelle-Écosse,,0.58
2022,Femme,Identité autochtone,Nouvelle-Écosse,,0.0
2022,Femme,Identité non autochtone,Nouvelle-Écosse,,0.61
2022,Toutes les identités de genre,Total,Nouveau-Brunswick,13,1.85
2022,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,8.65
2022,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,1.42
2022,Homme,Total,Nouveau-Brunswick,,3.75
2022,Homme,Identité autochtone,Nouveau-Brunswick,,17.54
2022,Homme,Identité non autochtone,Nouveau-Brunswick,,2.87
2022,Femme,Total,Nouveau-Brunswick,,0.0
2022,Femme,Identité autochtone,Nouveau-Brunswick,,0.0
2022,Femme,Identité non autochtone,Nouveau-Brunswick,,0.0
2022,Toutes les identités de genre,Total,Québec,24,1.28
2022,Toutes les identités de genre,Identité autochtone,Québec,,4.31
2022,Toutes les identités de genre,Identité non autochtone,Québec,,1.13
2022,Homme,Total,Québec,,1.89
2022,Homme,Identité autochtone,Québec,,7.8
2022,Homme,Identité non autochtone,Québec,,1.61
2022,Femme,Total,Québec,,0.62
2022,Femme,Identité autochtone,Québec,,0.86
2022,Femme,Identité non autochtone,Québec,,0.59
2022,Toutes les identités de genre,Total,Ontario,35,1.94
2022,Toutes les identités de genre,Identité autochtone,Ontario,,7.11
2022,Toutes les identités de genre,Identité non autochtone,Ontario,,1.7
2022,Homme,Total,Ontario,,2.9
2022,Homme,Identité autochtone,Ontario,,11.87
2022,Homme,Identité non autochtone,Ontario,,2.55
2022,Femme,Total,Ontario,,0.94
2022,Femme,Identité autochtone,Ontario,,2.6
2022,Femme,Identité non autochtone,Ontario,,0.84
2022,Toutes les identités de genre,Total,Manitoba,46,6.37
2022,Toutes les identités de genre,Identité autochtone,Manitoba,,23.83
2022,Toutes les identités de genre,Identité non autochtone,Manitoba,,2.26
2022,Homme,Total,Manitoba,,9.68
2022,Homme,Identité autochtone,Manitoba,,34.89
2022,Homme,Identité non autochtone,Manitoba,,3.96
2022,Femme,Total,Manitoba,,3.0
2022,Femme,Identité autochtone,Manitoba,,12.83
2022,Femme,Identité non autochtone,Manitoba,,0.53
2022,Toutes les identités de genre,Total,Saskatchewan,47,6.19
2022,Toutes les identités de genre,Identité autochtone,Saskatchewan,,24.18
2022,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,2.25
2022,Homme,Total,Saskatchewan,,8.76
2022,Homme,Identité autochtone,Saskatchewan,,34.72
2022,Homme,Identité non autochtone,Saskatchewan,,3.05
2022,Femme,Total,Saskatchewan,,3.25
2022,Femme,Identité autochtone,Saskatchewan,,11.78
2022,Femme,Identité non autochtone,Saskatchewan,,1.45
2022,Toutes les identités de genre,Total,Alberta,48,2.64
2022,Toutes les identités de genre,Identité autochtone,Alberta,,12.78
2022,Toutes les identités de genre,Identité non autochtone,Alberta,,1.84
2022,Homme,Total,Alberta,,4.05
2022,Homme,Identité autochtone,Alberta,,20.26
2022,Homme,Identité non autochtone,Alberta,,2.84
2022,Femme,Total,Alberta,,1.12
2022,Femme,Identité autochtone,Alberta,,4.91
2022,Femme,Identité non autochtone,Alberta,,0.82
2022,Toutes les identités de genre,Total,Colombie-Britannique,59,2.89
2022,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,8.4
2022,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,2.48
2022,Homme,Total,Colombie-Britannique,,4.48
2022,Homme,Identité autochtone,Colombie-Britannique,,12.03
2022,Homme,Identité non autochtone,Colombie-Britannique,,3.89
2022,Femme,Total,Colombie-Britannique,,1.29
2022,Femme,Identité autochtone,Colombie-Britannique,,4.89
2022,Femme,Identité non autochtone,Colombie-Britannique,,1.06
2022,Toutes les identités de genre,Total,Yukon,60,4.56
2022,Toutes les identités de genre,Identité autochtone,Yukon,,10.06
2022,Toutes les identités de genre,Identité non autochtone,Yukon,,2.94
2022,Homme,Total,Yukon,,9.08
2022,Homme,Identité autochtone,Yukon,,20.84
2022,Homme,Identité non autochtone,Yukon,,5.8
2022,Femme,Total,Yukon,,0.0
2022,Femme,Identité autochtone,Yukon,,0.0
2022,Femme,Identité non autochtone,Yukon,,0.0
2022,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,6.72
2022,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,9.06
2022,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,4.43
2022,Homme,Total,Territoires du Nord-Ouest,,8.75
2022,Homme,Identité autochtone,Territoires du Nord-Ouest,,8.96
2022,Homme,Identité non autochtone,Territoires du Nord-Ouest,,8.55
2022,Femme,Total,Territoires du Nord-Ouest,,4.59
2022,Femme,Identité autochtone,Territoires du Nord-Ouest,,9.16
2022,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2022,Toutes les identités de genre,Total,Nunavut,62,2.47
2022,Toutes les identités de genre,Identité autochtone,Nunavut,,2.88
2022,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2022,Homme,Total,Nunavut,,0.0
2022,Homme,Identité autochtone,Nunavut,,0.0
2022,Homme,Identité non autochtone,Nunavut,,0.0
2022,Femme,Total,Nunavut,,5.01
2022,Femme,Identité autochtone,Nunavut,,5.78
2022,Femme,Identité non autochtone,Nunavut,,0.0
2023,Toutes les identités de genre,Identité autochtone,Canada,,9.65
2023,Toutes les identités de genre,Identité non autochtone,Canada,,1.5
2023,Homme,Total,Canada,,2.87
2023,Homme,Identité autochtone,Canada,,14.39
2023,Homme,Identité non autochtone,Canada,,2.16
2023,Femme,Total,Canada,,1.06
2023,Femme,Identité autochtone,Canada,,4.85
2023,Femme,Identité non autochtone,Canada,,0.81
2023,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,1.48
2023,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2023,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,1.22
2023,Homme,Total,Terre-Neuve-et-Labrador,,1.88
2023,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2023,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,1.64
2023,Femme,Total,Terre-Neuve-et-Labrador,,0.73
2023,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2023,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.8
2023,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,0.58
2023,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,0.0
2023,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,0.59
2023,Homme,Total,Île-du-Prince-Édouard,,1.18
2023,Homme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2023,Homme,Identité non autochtone,Île-du-Prince-Édouard,,1.2
2023,Femme,Total,Île-du-Prince-Édouard,,0.0
2023,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2023,Femme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2023,Toutes les identités de genre,Total,Nouvelle-Écosse,12,1.33
2023,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,0.0
2023,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,1.3
2023,Homme,Total,Nouvelle-Écosse,,1.53
2023,Homme,Identité autochtone,Nouvelle-Écosse,,0.0
2023,Homme,Identité non autochtone,Nouvelle-Écosse,,1.41
2023,Femme,Total,Nouvelle-Écosse,,1.12
2023,Femme,Identité autochtone,Nouvelle-Écosse,,0.0
2023,Femme,Identité non autochtone,Nouvelle-Écosse,,1.19
2023,Toutes les identités de genre,Total,Nouveau-Brunswick,13,1.08
2023,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,2.81
2023,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,0.88
2023,Homme,Total,Nouveau-Brunswick,,1.7
2023,Homme,Identité autochtone,Nouveau-Brunswick,,5.7
2023,Homme,Identité non autochtone,Nouveau-Brunswick,,1.27
2023,Femme,Total,Nouveau-Brunswick,,0.48
2023,Femme,Identité autochtone,Nouveau-Brunswick,,0.0
2023,Femme,Identité non autochtone,Nouveau-Brunswick,,0.5
2023,Toutes les identités de genre,Total,Québec,24,1.2
2023,Toutes les identités de genre,Identité autochtone,Québec,,4.2
2023,Toutes les identités de genre,Identité non autochtone,Québec,,1.02
2023,Homme,Total,Québec,,1.44
2023,Homme,Identité autochtone,Québec,,4.22
2023,Homme,Identité non autochtone,Québec,,1.25
2023,Femme,Total,Québec,,0.91
2023,Femme,Identité autochtone,Québec,,4.17
2023,Femme,Identité non autochtone,Québec,,0.75
2023,Toutes les identités de genre,Total,Ontario,35,1.74
2023,Toutes les identités de genre,Identité autochtone,Ontario,,4.81
2023,Toutes les identités de genre,Identité non autochtone,Ontario,,1.56
2023,Homme,Total,Ontario,,2.5
2023,Homme,Identité autochtone,Ontario,,8.55
2023,Homme,Identité non autochtone,Ontario,,2.17
2023,Femme,Total,Ontario,,0.96
2023,Femme,Identité autochtone,Ontario,,1.28
2023,Femme,Identité non autochtone,Ontario,,0.93
2023,Toutes les identités de genre,Total,Manitoba,46,5.16
2023,Toutes les identités de genre,Identité autochtone,Manitoba,,18.99
2023,Toutes les identités de genre,Identité non autochtone,Manitoba,,2.02
2023,Homme,Total,Manitoba,,7.48
2023,Homme,Identité autochtone,Manitoba,,25.42
2023,Homme,Identité non autochtone,Manitoba,,3.49
2023,Femme,Total,Manitoba,,2.78
2023,Femme,Identité autochtone,Manitoba,,12.61
2023,Femme,Identité non autochtone,Manitoba,,0.51
2023,Toutes les identités de genre,Total,Saskatchewan,47,4.88
2023,Toutes les identités de genre,Identité autochtone,Saskatchewan,,19.96
2023,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,1.69
2023,Homme,Total,Saskatchewan,,7.22
2023,Homme,Identité autochtone,Saskatchewan,,29.42
2023,Homme,Identité non autochtone,Saskatchewan,,2.76
2023,Femme,Total,Saskatchewan,,2.33
2023,Femme,Identité autochtone,Saskatchewan,,9.67
2023,Femme,Identité non autochtone,Saskatchewan,,0.6
2023,Toutes les identités de genre,Total,Alberta,48,2.5
2023,Toutes les identités de genre,Identité autochtone,Alberta,,13.38
2023,Toutes les identités de genre,Identité non autochtone,Alberta,,1.61
2023,Homme,Total,Alberta,,3.82
2023,Homme,Identité autochtone,Alberta,,22.22
2023,Homme,Identité non autochtone,Alberta,,2.46
2023,Femme,Total,Alberta,,1.08
2023,Femme,Identité autochtone,Alberta,,4.8
2023,Femme,Identité non autochtone,Alberta,,0.69
2023,Toutes les identités de genre,Total,Colombie-Britannique,59,2.22
2023,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,5.55
2023,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,2.02
2023,Homme,Total,Colombie-Britannique,,3.5
2023,Homme,Identité autochtone,Colombie-Britannique,,7.53
2023,Homme,Identité non autochtone,Colombie-Britannique,,3.25
2023,Femme,Total,Colombie-Britannique,,0.93
2023,Femme,Identité autochtone,Colombie-Britannique,,3.03
2023,Femme,Identité non autochtone,Colombie-Britannique,,0.8
2023,Toutes les identités de genre,Total,Yukon,60,8.8
2023,Toutes les identités de genre,Identité autochtone,Yukon,,19.86
2023,Toutes les identités de genre,Identité non autochtone,Yukon,,5.65
2023,Homme,Total,Yukon,,13.11
2023,Homme,Identité autochtone,Yukon,,20.51
2023,Homme,Identité non autochtone,Yukon,,11.11
2023,Femme,Total,Yukon,,4.43
2023,Femme,Identité autochtone,Yukon,,19.24
2023,Femme,Identité non autochtone,Yukon,,0.0
2023,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,13.43
2023,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,22.72
2023,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,4.41
2023,Homme,Total,Territoires du Nord-Ouest,,26.2
2023,Homme,Identité autochtone,Territoires du Nord-Ouest,,45.01
2023,Homme,Identité non autochtone,Territoires du Nord-Ouest,,8.48
2023,Femme,Total,Territoires du Nord-Ouest,,0.0
2023,Femme,Identité autochtone,Territoires du Nord-Ouest,,0.0
2023,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2023,Toutes les identités de genre,Total,Nunavut,62,4.91
2023,Toutes les identités de genre,Identité autochtone,Nunavut,,5.71
2023,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2023,Homme,Total,Nunavut,,4.85
2023,Homme,Identité autochtone,Nunavut,,5.68
2023,Homme,Identité non autochtone,Nunavut,,0.0
2023,Femme,Total,Nunavut,,4.98
2023,Femme,Identité autochtone,Nunavut,,5.74
2023,Femme,Identité non autochtone,Nunavut,,0.0
2024,Toutes les identités de genre,Identité autochtone,Canada,,10.84
2024,Toutes les identités de genre,Identité non autochtone,Canada,,1.35
2024,Homme,Total,Canada,,2.62
2024,Homme,Identité autochtone,Canada,,14.87
2024,Homme,Identité non autochtone,Canada,,1.87
2024,Femme,Total,Canada,,1.16
2024,Femme,Identité autochtone,Canada,,6.74
2024,Femme,Identité non autochtone,Canada,,0.8
2024,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,0.73
2024,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2024,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,0.8
2024,Homme,Total,Terre-Neuve-et-Labrador,,1.11
2024,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2024,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,1.22
2024,Femme,Total,Terre-Neuve-et-Labrador,,0.36
2024,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2024,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.4
2024,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,1.12
2024,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,0.0
2024,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,1.14
2024,Homme,Total,Île-du-Prince-Édouard,,1.14
2024,Homme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2024,Homme,Identité non autochtone,Île-du-Prince-Édouard,,1.17
2024,Femme,Total,Île-du-Prince-Édouard,,1.1
2024,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2024,Femme,Identité non autochtone,Île-du-Prince-Édouard,,1.12
2024,Toutes les identités de genre,Total,Nouvelle-Écosse,12,2.32
2024,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,5.23
2024,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,1.96
2024,Homme,Total,Nouvelle-Écosse,,2.82
2024,Homme,Identité autochtone,Nouvelle-Écosse,,7.21
2024,Homme,Identité non autochtone,Nouvelle-Écosse,,2.38
2024,Femme,Total,Nouvelle-Écosse,,1.84
2024,Femme,Identité autochtone,Nouvelle-Écosse,,3.38
2024,Femme,Identité non autochtone,Nouvelle-Écosse,,1.56
2024,Toutes les identités de genre,Total,Nouveau-Brunswick,13,2.11
2024,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,8.21
2024,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,1.71
2024,Homme,Total,Nouveau-Brunswick,,2.6
2024,Homme,Identité autochtone,Nouveau-Brunswick,,11.12
2024,Homme,Identité non autochtone,Nouveau-Brunswick,,2.22
2024,Femme,Total,Nouveau-Brunswick,,1.62
2024,Femme,Identité autochtone,Nouveau-Brunswick,,5.38
2024,Femme,Identité non autochtone,Nouveau-Brunswick,,1.21
2024,Toutes les identités de genre,Total,Québec,24,1.07
2024,Toutes les identités de genre,Identité autochtone,Québec,,2.04
2024,Toutes les identités de genre,Identité non autochtone,Québec,,0.96
2024,Homme,Total,Québec,,1.25
2024,Homme,Identité autochtone,Québec,,0.82
2024,Homme,Identité non autochtone,Québec,,1.15
2024,Femme,Total,Québec,,0.78
2024,Femme,Identité autochtone,Québec,,2.43
2024,Femme,Identité non autochtone,Québec,,0.68
2024,Toutes les identités de genre,Total,Ontario,35,1.75
2024,Toutes les identités de genre,Identité autochtone,Ontario,,5.11
2024,Toutes les identités de genre,Identité non autochtone,Ontario,,1.51
2024,Homme,Total,Ontario,,2.41
2024,Homme,Identité autochtone,Ontario,,6.56
2024,Homme,Identité non autochtone,Ontario,,2.11
2024,Femme,Total,Ontario,,1.09
2024,Femme,Identité autochtone,Ontario,,3.73
2024,Femme,Identité non autochtone,Ontario,,0.9
2024,Toutes les identités de genre,Total,Manitoba,46,6.29
2024,Toutes les identités de genre,Identité autochtone,Manitoba,,26.75
2024,Toutes les identités de genre,Identité non autochtone,Manitoba,,1.64
2024,Homme,Total,Manitoba,,9.0
2024,Homme,Identité autochtone,Manitoba,,36.81
2024,Homme,Identité non autochtone,Manitoba,,2.9
2024,Femme,Total,Manitoba,,3.52
2024,Femme,Identité autochtone,Manitoba,,16.78
2024,Femme,Identité non autochtone,Manitoba,,0.33
2024,Toutes les identités de genre,Total,Saskatchewan,47,5.24
2024,Toutes les identités de genre,Identité autochtone,Saskatchewan,,24.48
2024,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,1.26
2024,Homme,Total,Saskatchewan,,7.2
2024,Homme,Identité autochtone,Saskatchewan,,33.85
2024,Homme,Identité non autochtone,Saskatchewan,,1.73
2024,Femme,Total,Saskatchewan,,3.09
2024,Femme,Identité autochtone,Saskatchewan,,14.29
2024,Femme,Identité non autochtone,Saskatchewan,,0.78
2024,Toutes les identités de genre,Total,Alberta,48,2.0
2024,Toutes les identités de genre,Identité autochtone,Alberta,,10.65
2024,Toutes les identités de genre,Identité non autochtone,Alberta,,1.36
2024,Homme,Total,Alberta,,3.09
2024,Homme,Identité autochtone,Alberta,,16.21
2024,Homme,Identité non autochtone,Alberta,,2.14
2024,Femme,Total,Alberta,,0.91
2024,Femme,Identité autochtone,Alberta,,5.25
2024,Femme,Identité non autochtone,Alberta,,0.58
2024,Toutes les identités de genre,Total,Colombie-Britannique,59,1.63
2024,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,6.37
2024,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,1.34
2024,Homme,Total,Colombie-Britannique,,2.26
2024,Homme,Identité autochtone,Colombie-Britannique,,9.26
2024,Homme,Identité non autochtone,Colombie-Britannique,,1.84
2024,Femme,Total,Colombie-Britannique,,0.94
2024,Femme,Identité autochtone,Colombie-Britannique,,3.58
2024,Femme,Identité non autochtone,Colombie-Britannique,,0.78
2024,Toutes les identités de genre,Total,Yukon,60,0.0
2024,Toutes les identités de genre,Identité autochtone,Yukon,,0.0
2024,Toutes les identités de genre,Identité non autochtone,Yukon,,0.0
2024,Homme,Total,Yukon,,0.0
2024,Homme,Identité autochtone,Yukon,,0.0
2024,Homme,Identité non autochtone,Yukon,,0.0
2024,Femme,Total,Yukon,,0.0
2024,Femme,Identité autochtone,Yukon,,0.0
2024,Femme,Identité non autochtone,Yukon,,0.0
2024,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,13.41
2024,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,22.99
2024,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,4.35
2024,Homme,Total,Territoires du Nord-Ouest,,21.79
2024,Homme,Identité autochtone,Territoires du Nord-Ouest,,36.18
2024,Homme,Identité non autochtone,Territoires du Nord-Ouest,,8.41
2024,Femme,Total,Territoires du Nord-Ouest,,4.59
2024,Femme,Identité autochtone,Territoires du Nord-Ouest,,9.35
2024,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2024,Toutes les identités de genre,Total,Nunavut,62,9.72
2024,Toutes les identités de genre,Identité autochtone,Nunavut,,11.23
2024,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2024,Homme,Total,Nunavut,,4.79
2024,Homme,Identité autochtone,Nunavut,,5.58
2024,Homme,Identité non autochtone,Nunavut,,0.0
2024,Femme,Total,Nunavut,,14.79
2024,Femme,Identité autochtone,Nunavut,,16.95
2024,Femme,Identité non autochtone,Nunavut,,0.0
