Year,Source,Géographie,GeoCode,Value
1997,Déchets et autres,Colombie-Britannique,59,2.791
1997,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.883
1997,Exploitation pétrolière et gazière,Canada,,158.67
1997,Transports,Canada,,133.437
1997,Industrie lourde,Canada,,102.772
1997,Bâtiments,Canada,,81.39
1997,Agriculture,Canada,,60.928
1997,Déchets et autres,Canada,,21.743
1997,"Fabrication légère, construction et ressources forestières",Canada,,28.818
1997,Inventaire provincial,Manitoba,46,19.992
1997,Exploitation pétrolière et gazière,Manitoba,46,1.798
1997,Transports,Manitoba,46,5.311
1997,Industrie lourde,Manitoba,46,1.188
1997,Bâtiments,Manitoba,46,3.179
1997,Agriculture,Manitoba,46,6.425
1997,Déchets et autres,Manitoba,46,1.112
1997,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.703
1997,Inventaire provincial,Nouveau-Brunswick,13,19.546
1997,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,1.539
1997,Transports,Nouveau-Brunswick,13,3.939
1997,Industrie lourde,Nouveau-Brunswick,13,1.739
1997,Bâtiments,Nouveau-Brunswick,13,1.468
1997,Agriculture,Nouveau-Brunswick,13,0.601
1997,Déchets et autres,Nouveau-Brunswick,13,0.894
1997,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.751
1997,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.163
1997,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,1.301
1997,Transports,Terre-Neuve-et-Labrador,10,2.715
1997,Industrie lourde,Terre-Neuve-et-Labrador,10,1.845
1997,Bâtiments,Terre-Neuve-et-Labrador,10,0.998
1997,Agriculture,Terre-Neuve-et-Labrador,10,0.127
1997,Déchets et autres,Terre-Neuve-et-Labrador,10,0.659
1997,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.275
1997,Inventaire territorial,Territoires du Nord-Ouest,61,1.927
1997,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.151
1997,Transports,Territoires du Nord-Ouest,61,0.606
1997,Industrie lourde,Territoires du Nord-Ouest,61,0.426
1997,Bâtiments,Territoires du Nord-Ouest,61,0.555
1997,Agriculture,Territoires du Nord-Ouest,61,0.0
1997,Déchets et autres,Territoires du Nord-Ouest,61,0.048
1997,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.012
1997,Inventaire provincial,Nouvelle-Écosse,12,19.673
1997,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.634
1997,Transports,Nouvelle-Écosse,12,4.395
1997,Industrie lourde,Nouvelle-Écosse,12,0.87
1997,Bâtiments,Nouvelle-Écosse,12,2.816
1997,Agriculture,Nouvelle-Écosse,12,0.731
1997,Déchets et autres,Nouvelle-Écosse,12,0.842
1997,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.624
1997,Inventaire provincial,Ontario,35,192.245
1997,Exploitation pétrolière et gazière,Ontario,35,12.989
1997,Transports,Ontario,35,46.076
1997,Industrie lourde,Ontario,35,45.055
1997,Bâtiments,Ontario,35,33.296
1997,Agriculture,Ontario,35,11.341
1997,Déchets et autres,Ontario,35,7.241
1997,"Fabrication légère, construction et ressources forestières",Ontario,35,11.016
1997,Inventaire provincial,Île-du-Prince-Édouard,11,1.876
1997,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
1997,Transports,Île-du-Prince-Édouard,11,0.621
1997,Industrie lourde,Île-du-Prince-Édouard,11,0.007
1997,Bâtiments,Île-du-Prince-Édouard,11,0.551
1997,Agriculture,Île-du-Prince-Édouard,11,0.404
1997,Déchets et autres,Île-du-Prince-Édouard,11,0.088
1997,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.172
1997,Inventaire provincial,Québec,24,82.993
1997,Exploitation pétrolière et gazière,Québec,24,3.623
1997,Transports,Québec,24,27.12
1997,Industrie lourde,Québec,24,23.195
1997,Bâtiments,Québec,24,11.725
1997,Agriculture,Québec,24,7.817
1997,Déchets et autres,Québec,24,4.357
1997,"Fabrication légère, construction et ressources forestières",Québec,24,4.712
1997,Inventaire provincial,Saskatchewan,47,75.028
1997,Exploitation pétrolière et gazière,Saskatchewan,47,33.986
1997,Transports,Saskatchewan,47,5.749
1997,Industrie lourde,Saskatchewan,47,2.74
1997,Bâtiments,Saskatchewan,47,3.316
1997,Agriculture,Saskatchewan,47,11.914
1997,Déchets et autres,Saskatchewan,47,1.258
1997,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,1.013
1997,Inventaire territorial,Yukon,60,0.547
1997,Exploitation pétrolière et gazière,Yukon,60,0.132
1997,Transports,Yukon,60,0.202
1997,Industrie lourde,Yukon,60,0.018
1997,Bâtiments,Yukon,60,0.065
1997,Agriculture,Yukon,60,0.008
1997,Déchets et autres,Yukon,60,0.025
1997,"Fabrication légère, construction et ressources forestières",Yukon,60,0.016
1998,Inventaire provincial,Alberta,48,219.625
1998,Exploitation pétrolière et gazière,Alberta,48,93.238
1998,Transports,Alberta,48,18.817
1998,Industrie lourde,Alberta,48,16.688
1998,Bâtiments,Alberta,48,14.118
1998,Agriculture,Alberta,48,19.148
1998,Déchets et autres,Alberta,48,2.586
1998,"Fabrication légère, construction et ressources forestières",Alberta,48,4.047
1998,Inventaire provincial,Colombie-Britannique,59,61.267
1998,Exploitation pétrolière et gazière,Colombie-Britannique,59,12.131
1998,Transports,Colombie-Britannique,59,19.067
1998,Industrie lourde,Colombie-Britannique,59,9.04
1998,Bâtiments,Colombie-Britannique,59,7.984
1998,Agriculture,Colombie-Britannique,59,2.745
1998,Déchets et autres,Colombie-Britannique,59,2.875
1998,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.795
