Year,Gender,Age group,Geography,GeoCode,Progress,Value
2020,Total - Gender,30 to 34 years,Newfoundland and Labrador,10,12.5,12.5
2020,Total - Gender,35 to 39 years,Newfoundland and Labrador,10,9.2,9.2
2020,Total - Gender,40 to 44 years,Newfoundland and Labrador,10,13.1,13.1
2020,Total - Gender,45 to 49 years,Newfoundland and Labrador,10,10.1,10.1
2020,Total - Gender,50 to 54 years,Newfoundland and Labrador,10,10.9,10.9
2020,Total - Gender,55 to 59 years,Newfoundland and Labrador,10,15.6,15.6
2020,Total - Gender,60 to 64 years,Newfoundland and Labrador,10,22.3,22.3
2020,Total - Gender,65 years and over,Newfoundland and Labrador,10,16.3,16.3
2020,Total - Gender,65 to 69 years,Newfoundland and Labrador,10,19.2,19.2
2020,Total - Gender,70 years and over,Newfoundland and Labrador,10,,
2020,Men+,15 years and over,Newfoundland and Labrador,10,17.7,17.7
2020,Men+,15 to 24 years,Newfoundland and Labrador,10,25.0,25.0
2020,Men+,25 years and over,Newfoundland and Labrador,10,16.6,16.6
2020,Men+,25 to 44 years,Newfoundland and Labrador,10,15.3,15.3
2020,Men+,45 to 64 years,Newfoundland and Labrador,10,17.6,17.6
2020,Men+,45 years and over,Newfoundland and Labrador,10,17.8,17.8
2020,Men+,25 to 54 years,Newfoundland and Labrador,10,14.5,14.5
2020,Men+,55 years and over,Newfoundland and Labrador,10,21.7,21.7
2020,Men+,15 to 64 years,Newfoundland and Labrador,10,17.7,17.7
2020,Men+,15 to 19 years,Newfoundland and Labrador,10,22.2,22.2
2020,Men+,20 to 24 years,Newfoundland and Labrador,10,26.4,26.4
2020,Men+,25 to 29 years,Newfoundland and Labrador,10,17.2,17.2
2020,Men+,30 to 34 years,Newfoundland and Labrador,10,16.8,16.8
2020,Men+,35 to 39 years,Newfoundland and Labrador,10,12.3,12.3
2020,Men+,40 to 44 years,Newfoundland and Labrador,10,15.0,15.0
2020,Men+,45 to 49 years,Newfoundland and Labrador,10,12.3,12.3
2020,Men+,50 to 54 years,Newfoundland and Labrador,10,14.0,14.0
2020,Men+,55 to 59 years,Newfoundland and Labrador,10,21.2,21.2
2020,Men+,60 to 64 years,Newfoundland and Labrador,10,25.0,25.0
2020,Men+,65 years and over,Newfoundland and Labrador,10,,
2020,Men+,65 to 69 years,Newfoundland and Labrador,10,,
2020,Men+,70 years and over,Newfoundland and Labrador,10,,
2020,Women+,15 years and over,Newfoundland and Labrador,10,10.6,10.6
2020,Women+,15 to 24 years,Newfoundland and Labrador,10,17.3,17.3
2020,Women+,25 years and over,Newfoundland and Labrador,10,9.6,9.6
2020,Women+,25 to 44 years,Newfoundland and Labrador,10,8.9,8.9
2020,Women+,45 to 64 years,Newfoundland and Labrador,10,9.9,9.9
2020,Women+,45 years and over,Newfoundland and Labrador,10,10.2,10.2
2020,Women+,25 to 54 years,Newfoundland and Labrador,10,8.5,8.5
2020,Women+,55 years and over,Newfoundland and Labrador,10,12.8,12.8
2020,Women+,15 to 64 years,Newfoundland and Labrador,10,10.5,10.5
2020,Women+,15 to 19 years,Newfoundland and Labrador,10,23.8,23.8
2020,Women+,20 to 24 years,Newfoundland and Labrador,10,13.1,13.1
2020,Women+,25 to 29 years,Newfoundland and Labrador,10,10.7,10.7
2020,Women+,30 to 34 years,Newfoundland and Labrador,10,8.3,8.3
2020,Women+,35 to 39 years,Newfoundland and Labrador,10,6.3,6.3
2020,Women+,40 to 44 years,Newfoundland and Labrador,10,11.0,11.0
2020,Women+,45 to 49 years,Newfoundland and Labrador,10,7.9,7.9
2020,Women+,50 to 54 years,Newfoundland and Labrador,10,7.6,7.6
2020,Women+,55 to 59 years,Newfoundland and Labrador,10,9.5,9.5
2020,Women+,60 to 64 years,Newfoundland and Labrador,10,18.2,18.2
2020,Women+,65 years and over,Newfoundland and Labrador,10,,
2020,Women+,65 to 69 years,Newfoundland and Labrador,10,,
2020,Women+,70 years and over,Newfoundland and Labrador,10,,
2020,Total - Gender,15 years and over,Prince Edward Island,11,10.6,10.6
2020,Total - Gender,15 to 24 years,Prince Edward Island,11,16.4,16.4
2020,Total - Gender,25 years and over,Prince Edward Island,11,9.5,9.5
2020,Total - Gender,25 to 44 years,Prince Edward Island,11,9.5,9.5
2020,Total - Gender,45 to 64 years,Prince Edward Island,11,8.9,8.9
2020,Total - Gender,45 years and over,Prince Edward Island,11,9.5,9.5
2020,Total - Gender,25 to 54 years,Prince Edward Island,11,9.3,9.3
2020,Total - Gender,55 years and over,Prince Edward Island,11,9.9,9.9
2020,Total - Gender,15 to 64 years,Prince Edward Island,11,10.5,10.5
2020,Total - Gender,15 to 19 years,Prince Edward Island,11,21.7,21.7
2020,Total - Gender,20 to 24 years,Prince Edward Island,11,14.8,14.8
2020,Total - Gender,25 to 29 years,Prince Edward Island,11,12.2,12.2
2020,Total - Gender,30 to 34 years,Prince Edward Island,11,7.4,7.4
2020,Total - Gender,35 to 39 years,Prince Edward Island,11,11.4,11.4
2020,Total - Gender,40 to 44 years,Prince Edward Island,11,7.8,7.8
2020,Total - Gender,45 to 49 years,Prince Edward Island,11,8.3,8.3
2020,Total - Gender,50 to 54 years,Prince Edward Island,11,8.4,8.4
2020,Total - Gender,55 to 59 years,Prince Edward Island,11,8.9,8.9
2020,Total - Gender,60 to 64 years,Prince Edward Island,11,10.4,10.4
2020,Total - Gender,65 years and over,Prince Edward Island,11,11.1,11.1
2020,Total - Gender,65 to 69 years,Prince Edward Island,11,15.2,15.2
2020,Total - Gender,70 years and over,Prince Edward Island,11,,
2020,Men+,15 years and over,Prince Edward Island,11,10.5,10.5
2020,Men+,15 to 24 years,Prince Edward Island,11,16.2,16.2
2020,Men+,25 years and over,Prince Edward Island,11,9.2,9.2
2020,Men+,25 to 44 years,Prince Edward Island,11,9.2,9.2
2020,Men+,45 to 64 years,Prince Edward Island,11,9.5,9.5
2020,Men+,45 years and over,Prince Edward Island,11,9.2,9.2
2020,Men+,25 to 54 years,Prince Edward Island,11,9.1,9.1
2020,Men+,55 years and over,Prince Edward Island,11,10.3,10.3
2020,Men+,15 to 64 years,Prince Edward Island,11,10.5,10.5
2020,Men+,15 to 19 years,Prince Edward Island,11,22.7,22.7
2020,Men+,20 to 24 years,Prince Edward Island,11,13.0,13.0
2020,Men+,25 to 29 years,Prince Edward Island,11,11.6,11.6
2020,Men+,30 to 34 years,Prince Edward Island,11,7.5,7.5
2020,Men+,35 to 39 years,Prince Edward Island,11,7.0,7.0
2020,Men+,40 to 44 years,Prince Edward Island,11,8.1,8.1
2020,Men+,45 to 49 years,Prince Edward Island,11,7.3,7.3
2020,Men+,50 to 54 years,Prince Edward Island,11,8.3,8.3
2020,Men+,55 to 59 years,Prince Edward Island,11,8.9,8.9
2020,Men+,60 to 64 years,Prince Edward Island,11,11.1,11.1
2020,Men+,65 years and over,Prince Edward Island,11,11.1,11.1
2020,Men+,65 to 69 years,Prince Edward Island,11,,
2020,Men+,70 years and over,Prince Edward Island,11,,
2020,Women+,15 years and over,Prince Edward Island,11,10.8,10.8
2020,Women+,15 to 24 years,Prince Edward Island,11,16.7,16.7
2020,Women+,25 years and over,Prince Edward Island,11,9.7,9.7
2020,Women+,25 to 44 years,Prince Edward Island,11,9.8,9.8
2020,Women+,45 to 64 years,Prince Edward Island,11,9.0,9.0
2020,Women+,45 years and over,Prince Edward Island,11,9.2,9.2
2020,Women+,25 to 54 years,Prince Edward Island,11,9.4,9.4
2020,Women+,55 years and over,Prince Edward Island,11,10.5,10.5
2020,Women+,15 to 64 years,Prince Edward Island,11,10.6,10.6
2020,Women+,15 to 19 years,Prince Edward Island,11,20.8,20.8
2020,Women+,20 to 24 years,Prince Edward Island,11,14.3,14.3
2020,Women+,25 to 29 years,Prince Edward Island,11,12.8,12.8
2020,Women+,30 to 34 years,Prince Edward Island,11,7.3,7.3
2020,Women+,35 to 39 years,Prince Edward Island,11,13.6,13.6
2020,Women+,40 to 44 years,Prince Edward Island,11,7.5,7.5
2020,Women+,45 to 49 years,Prince Edward Island,11,9.3,9.3
2020,Women+,50 to 54 years,Prince Edward Island,11,8.5,8.5
2020,Women+,55 to 59 years,Prince Edward Island,11,8.7,8.7
2020,Women+,60 to 64 years,Prince Edward Island,11,9.7,9.7
2020,Women+,65 years and over,Prince Edward Island,11,16.7,16.7
2020,Women+,65 to 69 years,Prince Edward Island,11,,
2020,Women+,70 years and over,Prince Edward Island,11,,
2020,Total - Gender,15 years and over,Nova Scotia,12,9.9,9.9
2020,Total - Gender,15 to 24 years,Nova Scotia,12,16.7,16.7
2020,Total - Gender,25 years and over,Nova Scotia,12,8.8,8.8
2020,Total - Gender,25 to 44 years,Nova Scotia,12,9.5,9.5
2020,Total - Gender,45 to 64 years,Nova Scotia,12,8.2,8.2
2020,Total - Gender,45 years and over,Nova Scotia,12,8.2,8.2
2020,Total - Gender,25 to 54 years,Nova Scotia,12,8.5,8.5
2020,Total - Gender,55 years and over,Nova Scotia,12,9.6,9.6
2020,Total - Gender,15 to 64 years,Nova Scotia,12,10.0,10.0
2020,Total - Gender,15 to 19 years,Nova Scotia,12,20.2,20.2
2020,Total - Gender,20 to 24 years,Nova Scotia,12,14.9,14.9
2020,Total - Gender,25 to 29 years,Nova Scotia,12,14.3,14.3
2020,Total - Gender,30 to 34 years,Nova Scotia,12,9.0,9.0
2020,Total - Gender,35 to 39 years,Nova Scotia,12,7.4,7.4
2020,Total - Gender,40 to 44 years,Nova Scotia,12,7.2,7.2
2020,Total - Gender,45 to 49 years,Nova Scotia,12,5.9,5.9
2020,Total - Gender,50 to 54 years,Nova Scotia,12,7.2,7.2
2020,Total - Gender,55 to 59 years,Nova Scotia,12,9.4,9.4
2020,Total - Gender,60 to 64 years,Nova Scotia,12,10.8,10.8
2020,Total - Gender,65 years and over,Nova Scotia,12,8.2,8.2
2020,Total - Gender,65 to 69 years,Nova Scotia,12,9.4,9.4
2020,Total - Gender,70 years and over,Nova Scotia,12,6.1,6.1
2020,Men+,15 years and over,Nova Scotia,12,10.8,10.8
2020,Men+,15 to 24 years,Nova Scotia,12,18.5,18.5
2020,Men+,25 years and over,Nova Scotia,12,9.4,9.4
2020,Men+,25 to 44 years,Nova Scotia,12,10.7,10.7
2020,Men+,45 to 64 years,Nova Scotia,12,8.2,8.2
2020,Men+,45 years and over,Nova Scotia,12,8.2,8.2
2020,Men+,25 to 54 years,Nova Scotia,12,9.3,9.3
2020,Men+,55 years and over,Nova Scotia,12,9.7,9.7
2020,Men+,15 to 64 years,Nova Scotia,12,10.9,10.9
2020,Men+,15 to 19 years,Nova Scotia,12,22.2,22.2
2020,Men+,20 to 24 years,Nova Scotia,12,16.6,16.6
2020,Men+,25 to 29 years,Nova Scotia,12,18.4,18.4
2020,Men+,30 to 34 years,Nova Scotia,12,9.3,9.3
2020,Men+,35 to 39 years,Nova Scotia,12,7.5,7.5
2020,Men+,40 to 44 years,Nova Scotia,12,7.9,7.9
2020,Men+,45 to 49 years,Nova Scotia,12,5.7,5.7
2020,Men+,50 to 54 years,Nova Scotia,12,7.0,7.0
2020,Men+,55 to 59 years,Nova Scotia,12,8.7,8.7
2020,Men+,60 to 64 years,Nova Scotia,12,12.4,12.4
2020,Men+,65 years and over,Nova Scotia,12,8.3,8.3
2020,Men+,65 to 69 years,Nova Scotia,12,10.2,10.2
2020,Men+,70 years and over,Nova Scotia,12,,
2020,Women+,15 years and over,Nova Scotia,12,9.1,9.1
2020,Women+,15 to 24 years,Nova Scotia,12,14.7,14.7
2020,Women+,25 years and over,Nova Scotia,12,8.1,8.1
2020,Women+,25 to 44 years,Nova Scotia,12,8.2,8.2
2020,Women+,45 to 64 years,Nova Scotia,12,8.2,8.2
2020,Women+,45 years and over,Nova Scotia,12,8.1,8.1
2020,Women+,25 to 54 years,Nova Scotia,12,7.7,7.7
2020,Women+,55 years and over,Nova Scotia,12,9.4,9.4
2020,Women+,15 to 64 years,Nova Scotia,12,9.2,9.2
2020,Women+,15 to 19 years,Nova Scotia,12,17.8,17.8
2020,Women+,20 to 24 years,Nova Scotia,12,13.1,13.1
2020,Women+,25 to 29 years,Nova Scotia,12,10.1,10.1
2020,Women+,30 to 34 years,Nova Scotia,12,8.7,8.7
2020,Women+,35 to 39 years,Nova Scotia,12,7.3,7.3
2020,Women+,40 to 44 years,Nova Scotia,12,6.6,6.6
2020,Women+,45 to 49 years,Nova Scotia,12,6.1,6.1
2020,Women+,50 to 54 years,Nova Scotia,12,7.4,7.4
2020,Women+,55 to 59 years,Nova Scotia,12,10.1,10.1
2020,Women+,60 to 64 years,Nova Scotia,12,9.6,9.6
2020,Women+,65 years and over,Nova Scotia,12,7.9,7.9
2020,Women+,65 to 69 years,Nova Scotia,12,7.0,7.0
2020,Women+,70 years and over,Nova Scotia,12,,
2020,Total - Gender,15 years and over,New Brunswick,13,10.4,10.4
2020,Total - Gender,15 to 24 years,New Brunswick,13,18.7,18.7
2020,Total - Gender,25 years and over,New Brunswick,13,9.1,9.1
2020,Total - Gender,25 to 44 years,New Brunswick,13,8.8,8.8
2020,Total - Gender,45 to 64 years,New Brunswick,13,9.3,9.3
2020,Total - Gender,45 years and over,New Brunswick,13,9.4,9.4
2020,Total - Gender,25 to 54 years,New Brunswick,13,8.2,8.2
2020,Total - Gender,55 years and over,New Brunswick,13,11.4,11.4
2020,Total - Gender,15 to 64 years,New Brunswick,13,10.4,10.4
2020,Total - Gender,15 to 19 years,New Brunswick,13,18.8,18.8
2020,Total - Gender,20 to 24 years,New Brunswick,13,18.7,18.7
2020,Total - Gender,25 to 29 years,New Brunswick,13,10.5,10.5
2020,Total - Gender,30 to 34 years,New Brunswick,13,9.4,9.4
2020,Total - Gender,35 to 39 years,New Brunswick,13,8.3,8.3
2020,Total - Gender,40 to 44 years,New Brunswick,13,7.0,7.0
2020,Total - Gender,45 to 49 years,New Brunswick,13,6.8,6.8
2020,Total - Gender,50 to 54 years,New Brunswick,13,7.6,7.6
2020,Total - Gender,55 to 59 years,New Brunswick,13,10.3,10.3
2020,Total - Gender,60 to 64 years,New Brunswick,13,13.7,13.7
2020,Total - Gender,65 years and over,New Brunswick,13,10.2,10.2
2020,Total - Gender,65 to 69 years,New Brunswick,13,12.5,12.5
2020,Total - Gender,70 years and over,New Brunswick,13,,
2020,Men+,15 years and over,New Brunswick,13,12.1,12.1
2020,Men+,15 to 24 years,New Brunswick,13,20.7,20.7
2020,Men+,25 years and over,New Brunswick,13,10.8,10.8
2020,Men+,25 to 44 years,New Brunswick,13,10.8,10.8
2020,Men+,45 to 64 years,New Brunswick,13,10.8,10.8
2020,Men+,45 years and over,New Brunswick,13,10.8,10.8
2020,Men+,25 to 54 years,New Brunswick,13,9.9,9.9
2020,Men+,55 years and over,New Brunswick,13,12.7,12.7
2020,Men+,15 to 64 years,New Brunswick,13,12.2,12.2
2020,Men+,15 to 19 years,New Brunswick,13,19.4,19.4
2020,Men+,20 to 24 years,New Brunswick,13,21.4,21.4
2020,Men+,25 to 29 years,New Brunswick,13,13.9,13.9
2020,Men+,30 to 34 years,New Brunswick,13,11.8,11.8
2020,Men+,35 to 39 years,New Brunswick,13,10.1,10.1
2020,Men+,40 to 44 years,New Brunswick,13,8.0,8.0
2020,Men+,45 to 49 years,New Brunswick,13,7.0,7.0
2020,Men+,50 to 54 years,New Brunswick,13,9.3,9.3
2020,Men+,55 to 59 years,New Brunswick,13,12.5,12.5
2020,Men+,60 to 64 years,New Brunswick,13,14.6,14.6
2020,Men+,65 years and over,New Brunswick,13,10.3,10.3
2020,Men+,65 to 69 years,New Brunswick,13,11.7,11.7
2020,Men+,70 years and over,New Brunswick,13,,
2020,Women+,15 years and over,New Brunswick,13,8.5,8.5
2020,Women+,15 to 24 years,New Brunswick,13,16.7,16.7
2020,Women+,25 years and over,New Brunswick,13,7.3,7.3
2020,Women+,25 to 44 years,New Brunswick,13,6.7,6.7
2020,Women+,45 to 64 years,New Brunswick,13,7.7,7.7
2020,Women+,45 years and over,New Brunswick,13,7.9,7.9
2020,Women+,25 to 54 years,New Brunswick,13,6.4,6.4
2020,Women+,55 years and over,New Brunswick,13,9.8,9.8
2020,Women+,15 to 64 years,New Brunswick,13,8.5,8.5
2020,Women+,15 to 19 years,New Brunswick,13,18.1,18.1
2020,Women+,20 to 24 years,New Brunswick,13,15.6,15.6
2020,Women+,25 to 29 years,New Brunswick,13,7.2,7.2
2020,Women+,30 to 34 years,New Brunswick,13,7.5,7.5
2020,Women+,35 to 39 years,New Brunswick,13,7.0,7.0
2020,Women+,40 to 44 years,New Brunswick,13,6.0,6.0
2020,Women+,45 to 49 years,New Brunswick,13,6.1,6.1
2020,Women+,50 to 54 years,New Brunswick,13,5.8,5.8
2020,Women+,55 to 59 years,New Brunswick,13,7.8,7.8
2020,Women+,60 to 64 years,New Brunswick,13,12.6,12.6
2020,Women+,65 years and over,New Brunswick,13,10.3,10.3
2020,Women+,65 to 69 years,New Brunswick,13,11.8,11.8
2020,Women+,70 years and over,New Brunswick,13,,
2020,Total - Gender,15 years and over,Quebec,24,8.9,8.9
2020,Total - Gender,15 to 24 years,Quebec,24,16.6,16.6
2020,Total - Gender,25 years and over,Quebec,24,7.6,7.6
2020,Total - Gender,25 to 44 years,Quebec,24,7.8,7.8
2020,Total - Gender,45 to 64 years,Quebec,24,7.2,7.2
2020,Total - Gender,45 years and over,Quebec,24,7.5,7.5
2020,Total - Gender,25 to 54 years,Quebec,24,7.3,7.3
2020,Total - Gender,55 years and over,Quebec,24,8.6,8.6
2020,Total - Gender,15 to 64 years,Quebec,24,8.8,8.8
2020,Total - Gender,15 to 19 years,Quebec,24,19.8,19.8
2020,Total - Gender,20 to 24 years,Quebec,24,14.7,14.7
2020,Total - Gender,25 to 29 years,Quebec,24,9.1,9.1
2020,Total - Gender,30 to 34 years,Quebec,24,7.8,7.8
2020,Total - Gender,35 to 39 years,Quebec,24,7.3,7.3
2020,Total - Gender,40 to 44 years,Quebec,24,6.9,6.9
2020,Total - Gender,45 to 49 years,Quebec,24,6.0,6.0
2020,Total - Gender,50 to 54 years,Quebec,24,6.6,6.6
2020,Total - Gender,55 to 59 years,Quebec,24,7.4,7.4
2020,Total - Gender,60 to 64 years,Quebec,24,9.5,9.5
2020,Total - Gender,65 years and over,Quebec,24,10.5,10.5
2020,Total - Gender,65 to 69 years,Quebec,24,12.5,12.5
2020,Total - Gender,70 years and over,Quebec,24,6.8,6.8
2020,Men+,15 years and over,Quebec,24,9.1,9.1
2020,Men+,15 to 24 years,Quebec,24,18.0,18.0
2020,Men+,25 years and over,Quebec,24,7.7,7.7
2020,Men+,25 to 44 years,Quebec,24,7.9,7.9
2020,Men+,45 to 64 years,Quebec,24,7.1,7.1
2020,Men+,45 years and over,Quebec,24,7.4,7.4
2020,Men+,25 to 54 years,Quebec,24,7.2,7.2
2020,Men+,55 years and over,Quebec,24,8.8,8.8
2020,Men+,15 to 64 years,Quebec,24,9.0,9.0
2020,Men+,15 to 19 years,Quebec,24,19.9,19.9
2020,Men+,20 to 24 years,Quebec,24,16.9,16.9
2020,Men+,25 to 29 years,Quebec,24,9.8,9.8
2020,Men+,30 to 34 years,Quebec,24,7.5,7.5
2020,Men+,35 to 39 years,Quebec,24,7.3,7.3
2020,Men+,40 to 44 years,Quebec,24,7.2,7.2
2020,Men+,45 to 49 years,Quebec,24,5.6,5.6
2020,Men+,50 to 54 years,Quebec,24,5.8,5.8
2020,Men+,55 to 59 years,Quebec,24,7.8,7.8
2020,Men+,60 to 64 years,Quebec,24,9.9,9.9
2020,Men+,65 years and over,Quebec,24,9.5,9.5
2020,Men+,65 to 69 years,Quebec,24,12.5,12.5
2020,Men+,70 years and over,Quebec,24,4.6,4.6
2020,Women+,15 years and over,Quebec,24,8.7,8.7
2020,Women+,15 to 24 years,Quebec,24,15.2,15.2
2020,Women+,25 years and over,Quebec,24,7.6,7.6
2020,Women+,25 to 44 years,Quebec,24,7.6,7.6
2020,Women+,45 to 64 years,Quebec,24,7.3,7.3
2020,Women+,45 years and over,Quebec,24,7.7,7.7
2020,Women+,25 to 54 years,Quebec,24,7.4,7.4
2020,Women+,55 years and over,Quebec,24,8.4,8.4
2020,Women+,15 to 64 years,Quebec,24,8.6,8.6
2020,Women+,15 to 19 years,Quebec,24,19.8,19.8
2020,Women+,20 to 24 years,Quebec,24,12.2,12.2
2020,Women+,25 to 29 years,Quebec,24,8.4,8.4
2020,Women+,30 to 34 years,Quebec,24,8.2,8.2
2020,Women+,35 to 39 years,Quebec,24,7.2,7.2
2020,Women+,40 to 44 years,Quebec,24,6.6,6.6
2020,Women+,45 to 49 years,Quebec,24,6.5,6.5
2020,Women+,50 to 54 years,Quebec,24,7.4,7.4
2020,Women+,55 to 59 years,Quebec,24,7.0,7.0
2020,Women+,60 to 64 years,Quebec,24,8.9,8.9
2020,Women+,65 years and over,Quebec,24,12.2,12.2
2020,Women+,65 to 69 years,Quebec,24,12.4,12.4
2020,Women+,70 years and over,Quebec,24,11.9,11.9
2020,Total - Gender,15 years and over,Ontario,35,9.8,9.8
2020,Total - Gender,15 to 24 years,Ontario,35,22.1,22.1
2020,Total - Gender,25 years and over,Ontario,35,7.8,7.8
2020,Total - Gender,25 to 44 years,Ontario,35,8.6,8.6
2020,Total - Gender,45 to 64 years,Ontario,35,6.9,6.9
2020,Total - Gender,45 years and over,Ontario,35,6.9,6.9
2020,Total - Gender,25 to 54 years,Ontario,35,7.9,7.9
2020,Total - Gender,55 years and over,Ontario,35,7.3,7.3
2020,Total - Gender,15 to 64 years,Ontario,35,9.9,9.9
2020,Total - Gender,15 to 19 years,Ontario,35,25.7,25.7
2020,Total - Gender,20 to 24 years,Ontario,35,20.3,20.3
2020,Total - Gender,25 to 29 years,Ontario,35,11.7,11.7
2020,Total - Gender,30 to 34 years,Ontario,35,8.8,8.8
2020,Total - Gender,35 to 39 years,Ontario,35,7.6,7.6
2020,Total - Gender,40 to 44 years,Ontario,35,6.1,6.1
2020,Total - Gender,45 to 49 years,Ontario,35,6.4,6.4
2020,Total - Gender,50 to 54 years,Ontario,35,6.5,6.5
2020,Total - Gender,55 to 59 years,Ontario,35,7.0,7.0
2020,Total - Gender,60 to 64 years,Ontario,35,8.0,8.0
2020,Total - Gender,65 years and over,Ontario,35,6.9,6.9
2020,Total - Gender,65 to 69 years,Ontario,35,8.2,8.2
2020,Total - Gender,70 years and over,Ontario,35,4.7,4.7
2020,Men+,15 years and over,Ontario,35,9.6,9.6
2020,Men+,15 to 24 years,Ontario,35,22.3,22.3
2020,Men+,25 years and over,Ontario,35,7.6,7.6
2020,Men+,25 to 44 years,Ontario,35,8.6,8.6
2020,Men+,45 to 64 years,Ontario,35,6.6,6.6
2020,Men+,45 years and over,Ontario,35,6.5,6.5
2020,Men+,25 to 54 years,Ontario,35,7.7,7.7
2020,Men+,55 years and over,Ontario,35,7.1,7.1
2020,Men+,15 to 64 years,Ontario,35,9.8,9.8
2020,Men+,15 to 19 years,Ontario,35,26.1,26.1
2020,Men+,20 to 24 years,Ontario,35,20.4,20.4
2020,Men+,25 to 29 years,Ontario,35,12.6,12.6
2020,Men+,30 to 34 years,Ontario,35,8.7,8.7
2020,Men+,35 to 39 years,Ontario,35,7.2,7.2
2020,Men+,40 to 44 years,Ontario,35,5.3,5.3
2020,Men+,45 to 49 years,Ontario,35,5.5,5.5
2020,Men+,50 to 54 years,Ontario,35,6.2,6.2
2020,Men+,55 to 59 years,Ontario,35,7.1,7.1
2020,Men+,60 to 64 years,Ontario,35,8.0,8.0
2020,Men+,65 years and over,Ontario,35,5.9,5.9
2020,Men+,65 to 69 years,Ontario,35,7.1,7.1
2020,Men+,70 years and over,Ontario,35,4.2,4.2
2020,Women+,15 years and over,Ontario,35,10.0,10.0
2020,Women+,15 to 24 years,Ontario,35,21.9,21.9
2020,Women+,25 years and over,Ontario,35,8.0,8.0
2020,Women+,25 to 44 years,Ontario,35,8.7,8.7
2020,Women+,45 to 64 years,Ontario,35,7.2,7.2
2020,Women+,45 years and over,Ontario,35,7.3,7.3
2020,Women+,25 to 54 years,Ontario,35,8.2,8.2
2020,Women+,55 years and over,Ontario,35,7.5,7.5
2020,Women+,15 to 64 years,Ontario,35,10.0,10.0
2020,Women+,15 to 19 years,Ontario,35,25.3,25.3
2020,Women+,20 to 24 years,Ontario,35,20.1,20.1
2020,Women+,25 to 29 years,Ontario,35,10.8,10.8
2020,Women+,30 to 34 years,Ontario,35,8.8,8.8
2020,Women+,35 to 39 years,Ontario,35,7.9,7.9
2020,Women+,40 to 44 years,Ontario,35,7.0,7.0
2020,Women+,45 to 49 years,Ontario,35,7.4,7.4
2020,Women+,50 to 54 years,Ontario,35,6.8,6.8
2020,Women+,55 to 59 years,Ontario,35,6.9,6.9
2020,Women+,60 to 64 years,Ontario,35,8.0,8.0
2020,Women+,65 years and over,Ontario,35,8.5,8.5
2020,Women+,65 to 69 years,Ontario,35,10.0,10.0
2020,Women+,70 years and over,Ontario,35,5.6,5.6
2020,Total - Gender,15 years and over,Manitoba,46,8.1,8.1
2020,Total - Gender,15 to 24 years,Manitoba,46,16.3,16.3
2020,Total - Gender,25 years and over,Manitoba,46,6.6,6.6
2020,Total - Gender,25 to 44 years,Manitoba,46,7.3,7.3
2020,Total - Gender,45 to 64 years,Manitoba,46,6.0,6.0
2020,Total - Gender,45 years and over,Manitoba,46,5.9,5.9
2020,Total - Gender,25 to 54 years,Manitoba,46,6.7,6.7
2020,Total - Gender,55 years and over,Manitoba,46,6.4,6.4
2020,Total - Gender,15 to 64 years,Manitoba,46,8.3,8.3
2020,Total - Gender,15 to 19 years,Manitoba,46,20.1,20.1
2020,Total - Gender,20 to 24 years,Manitoba,46,14.2,14.2
2020,Total - Gender,25 to 29 years,Manitoba,46,9.4,9.4
2020,Total - Gender,30 to 34 years,Manitoba,46,7.0,7.0
2020,Total - Gender,35 to 39 years,Manitoba,46,6.9,6.9
2020,Total - Gender,40 to 44 years,Manitoba,46,5.9,5.9
2020,Total - Gender,45 to 49 years,Manitoba,46,5.9,5.9
2020,Total - Gender,50 to 54 years,Manitoba,46,5.0,5.0
2020,Total - Gender,55 to 59 years,Manitoba,46,6.4,6.4
2020,Total - Gender,60 to 64 years,Manitoba,46,7.0,7.0
2020,Total - Gender,65 years and over,Manitoba,46,5.3,5.3
2020,Total - Gender,65 to 69 years,Manitoba,46,6.1,6.1
2020,Total - Gender,70 years and over,Manitoba,46,4.8,4.8
2020,Men+,15 years and over,Manitoba,46,8.4,8.4
2020,Men+,15 to 24 years,Manitoba,46,18.3,18.3
2020,Men+,25 years and over,Manitoba,46,6.7,6.7
2020,Men+,25 to 44 years,Manitoba,46,7.5,7.5
2020,Men+,45 to 64 years,Manitoba,46,5.9,5.9
2020,Men+,45 years and over,Manitoba,46,5.8,5.8
2020,Men+,25 to 54 years,Manitoba,46,6.9,6.9
2020,Men+,55 years and over,Manitoba,46,5.8,5.8
2020,Men+,15 to 64 years,Manitoba,46,8.6,8.6
2020,Men+,15 to 19 years,Manitoba,46,20.8,20.8
2020,Men+,20 to 24 years,Manitoba,46,16.7,16.7
2020,Men+,25 to 29 years,Manitoba,46,10.6,10.6
2020,Men+,30 to 34 years,Manitoba,46,7.1,7.1
2020,Men+,35 to 39 years,Manitoba,46,6.4,6.4
2020,Men+,40 to 44 years,Manitoba,46,6.0,6.0
2020,Men+,45 to 49 years,Manitoba,46,6.1,6.1
2020,Men+,50 to 54 years,Manitoba,46,5.3,5.3
2020,Men+,55 to 59 years,Manitoba,46,5.6,5.6
2020,Men+,60 to 64 years,Manitoba,46,7.0,7.0
2020,Men+,65 years and over,Manitoba,46,4.8,4.8
2020,Men+,65 to 69 years,Manitoba,46,,
2020,Men+,70 years and over,Manitoba,46,,
2020,Women+,15 years and over,Manitoba,46,7.8,7.8
