Year,Occupation,Géographie,Progress,GeoCode,Value
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,84.4,46,15.6
2025,Gestion,Saskatchewan,64.8,47,35.2
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,,47,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,56.9,47,56.9
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,58.7,47,41.3
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,83.3,47,16.7
2025,Gestion,Alberta,66.8,48,33.2
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,,48,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,51.7,48,48.3
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,63.7,48,36.3
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,81.4,48,18.6
2025,Gestion,Colombie-Britannique,62.0,59,38.0
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,,59,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,50.2,59,50.2
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,59.3,59,40.7
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,84.3,59,15.7
